SourceFile,Line,Heading,Text,Classification,RequirementIDs,Basis
02-EVERYTHING-WE-ARE-DELETING.md,1022,44. Material That Must Not Be Deleted,Useful media-processing logic that can be ported,REQUIREMENT,LAM-ASSET-184,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1023,44. Material That Must Not Be Deleted,Current code before Graphify maps it,REQUIREMENT,LAM-DELETE-333,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1024,44. Material That Must Not Be Deleted,Uncommitted user work,REQUIREMENT,LAM-DELETE-334,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1025,44. Material That Must Not Be Deleted,Repository history,REQUIREMENT,LAM-DELETE-335,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1027,44. Material That Must Not Be Deleted,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
02-EVERYTHING-WE-ARE-DELETING.md,1029,45. Graphify Deletion Mapping Requirements,# 45. Graphify Deletion Mapping Requirements,HEADING,,Structural Markdown
02-EVERYTHING-WE-ARE-DELETING.md,1031,45. Graphify Deletion Mapping Requirements,"For every deletion target, Graphify must record:",CHILD_REQUIREMENT_CONTAINER,,Normative lead-in; following list rows carry the independently testable IDs
02-EVERYTHING-WE-ARE-DELETING.md,1033,45. Graphify Deletion Mapping Requirements,Deletion requirement ID,REQUIREMENT,LAM-DELETE-336,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1034,45. Graphify Deletion Mapping Requirements,Source section and atomic deletion text,REQUIREMENT,LAM-TRANSACTION-010,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1035,45. Graphify Deletion Mapping Requirements,"Graph node/edge/query provenance, direction, and evidence class",REQUIREMENT_CROSS_REFERENCE,LAM-SEARCH-014,Binding clause is text-identical to an allocated stable requirement
02-EVERYTHING-WE-ARE-DELETING.md,1036,45. Graphify Deletion Mapping Requirements,Current file path,REQUIREMENT_CROSS_REFERENCE,LAM-FOLDER-054,Binding clause is text-identical to an allocated stable requirement
02-EVERYTHING-WE-ARE-DELETING.md,1037,45. Graphify Deletion Mapping Requirements,Current line range,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-354,Binding clause is text-identical to an allocated stable requirement
02-EVERYTHING-WE-ARE-DELETING.md,1038,45. Graphify Deletion Mapping Requirements,Symbol,REQUIREMENT,LAM-DELETE-337,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1039,45. Graphify Deletion Mapping Requirements,Current purpose,REQUIREMENT,LAM-DELETE-338,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1040,45. Graphify Deletion Mapping Requirements,Every caller,REQUIREMENT,LAM-DELETE-339,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1041,45. Graphify Deletion Mapping Requirements,Every import,REQUIREMENT,LAM-DELETE-340,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1042,45. Graphify Deletion Mapping Requirements,Every route,REQUIREMENT,LAM-DELETE-341,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1043,45. Graphify Deletion Mapping Requirements,Every API endpoint,REQUIREMENT,LAM-DELETE-342,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1044,45. Graphify Deletion Mapping Requirements,Every shared type,REQUIREMENT,LAM-DELETE-343,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1045,45. Graphify Deletion Mapping Requirements,Every database dependency,REQUIREMENT,LAM-DELETE-344,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1046,45. Graphify Deletion Mapping Requirements,Every worker dependency,REQUIREMENT,LAM-AI-074,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1047,45. Graphify Deletion Mapping Requirements,Every test,REQUIREMENT,LAM-TEST-008,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1048,45. Graphify Deletion Mapping Requirements,Retained behaviour relying on it,REQUIREMENT,LAM-DELETE-345,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1049,45. Graphify Deletion Mapping Requirements,Replacement requirement,REQUIREMENT,LAM-DELETE-346,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1050,45. Graphify Deletion Mapping Requirements,Safe removal phase,REQUIREMENT,LAM-DELETE-347,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1051,45. Graphify Deletion Mapping Requirements,Proof required,REQUIREMENT,LAM-TEST-009,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1052,45. Graphify Deletion Mapping Requirements,Current status,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-360,Binding clause is text-identical to an allocated stable requirement
02-EVERYTHING-WE-ARE-DELETING.md,1053,45. Graphify Deletion Mapping Requirements,Final absence/dependency-scan proof scope,REQUIREMENT,LAM-TEST-010,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1055,45. Graphify Deletion Mapping Requirements,No deletion may be described only as:,EXPLANATORY,,No normative modal and no actionable list/phase rule
02-EVERYTHING-WE-ARE-DELETING.md,1057,45. Graphify Deletion Mapping Requirements,```text,CODE_FENCE,,Structural Markdown
02-EVERYTHING-WE-ARE-DELETING.md,1058,45. Graphify Deletion Mapping Requirements,Remove server.,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
02-EVERYTHING-WE-ARE-DELETING.md,1059,45. Graphify Deletion Mapping Requirements,```,CODE_FENCE,,Structural Markdown
02-EVERYTHING-WE-ARE-DELETING.md,1061,45. Graphify Deletion Mapping Requirements,It must be mapped file by file and symbol by symbol.,REQUIREMENT,LAM-DELETE-348,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1063,45. Graphify Deletion Mapping Requirements,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
02-EVERYTHING-WE-ARE-DELETING.md,1065,46. Definition of “Deleted”,# 46. Definition of “Deleted”,HEADING,,Structural Markdown
02-EVERYTHING-WE-ARE-DELETING.md,1067,46. Definition of “Deleted”,An unwanted capability or subsystem is considered deleted only when:,EXPLANATORY,,No normative modal and no actionable list/phase rule
02-EVERYTHING-WE-ARE-DELETING.md,1069,46. Definition of “Deleted”,Its user-facing behaviour is absent.,REQUIREMENT,LAM-DELETE-349,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1070,46. Definition of “Deleted”,Its routes are absent.,REQUIREMENT,LAM-DELETE-350,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1071,46. Definition of “Deleted”,Its code is absent or proven required as a neutral shared utility.,REQUIREMENT,LAM-DELETE-351,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1072,46. Definition of “Deleted”,Its dependencies are removed when no longer needed.,REQUIREMENT,LAM-DELETE-352,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1073,46. Definition of “Deleted”,Its environment variables are removed.,REQUIREMENT,LAM-DELETE-353,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1074,46. Definition of “Deleted”,Its tests are removed or adapted appropriately.,REQUIREMENT,LAM-TEST-011,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1075,46. Definition of “Deleted”,No retained feature imports it.,REQUIREMENT,LAM-DELETE-354,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1076,46. Definition of “Deleted”,No runtime starts it.,REQUIREMENT,LAM-DELETE-355,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1077,46. Definition of “Deleted”,No installer requires it.,REQUIREMENT,LAM-DELETE-356,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1078,46. Definition of “Deleted”,No hidden network service remains.,REQUIREMENT,LAM-DELETE-357,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1079,46. Definition of “Deleted”,"Builds pass without Docker, PostgreSQL, or Redis running.",REQUIREMENT,LAM-DELETE-358,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1080,46. Definition of “Deleted”,Focused and regression tests pass cleanly.,REQUIREMENT,LAM-TEST-012,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1081,46. Definition of “Deleted”,Graphify marks it Verified Removed with explicit proof (commit/test logs).,REQUIREMENT,LAM-TEST-013,Mapped independently testable obligation
02-EVERYTHING-WE-ARE-DELETING.md,1082,46. Definition of “Deleted”,A final automated dependency scan confirms the removed subsystem is no longer load-bearing or imported by any retained file in Codebase/.,REQUIREMENT,LAM-DELETE-359,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,1,"LAMHA — HOW WE WILL KEEP, DELETE, CHANGE, MAP, IMPLEMENT, AND VERIFY","# LAMHA — HOW WE WILL KEEP, DELETE, CHANGE, MAP, IMPLEMENT, AND VERIFY",HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3,Authoritative Master Plan File 3 of 3,## Authoritative Master Plan File 3 of 3,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,5,Authoritative Master Plan File 3 of 3,Application name: Lamha,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-001,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,6,Authoritative Master Plan File 3 of 3,"Document role: Exact planning, Graphify mapping, architecture migration, implementation, deletion, testing, verification, and completion method",EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,7,Authoritative Master Plan File 3 of 3,Authority: This file is authoritative together with:,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,9,Authoritative Master Plan File 3 of 3,01-EVERYTHING-WE-ARE-KEEPING.md,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,10,Authoritative Master Plan File 3 of 3,02-EVERYTHING-WE-ARE-DELETING.md,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,12,Authoritative Master Plan File 3 of 3,"This file defines how Codex and Graphify must work. It does not permit skipping repository discovery, replacing the product with a prototype, or claiming completion without proof.",REQUIREMENT,LAM-GOV-001,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,14,Specification-repair gate,### Specification-repair gate,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,16,Specification-repair gate,"Before Phase 0 begins, the three Master Plan files must pass a planning-only consistency review. During that repair gate:",CHILD_REQUIREMENT_CONTAINER,,Normative lead-in; following list rows carry the independently testable IDs
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,18,Specification-repair gate,"Within the Lamha project tree, only the three files in Graphify/Master Plan/ may be substantively inspected or edited; external tool/skill instructions may be read without starting project mapping.",REQUIREMENT,LAM-GOV-002,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,19,Specification-repair gate,"Before the repair, a strictly mechanical safety snapshot may resolve roots and Git state, enumerate reparse points, and hash/inventory Codebase/ only to prove later non-modification. It must not perform semantic source mapping, execute repository commands, or change Codebase/.",REQUIREMENT,LAM-GOV-003; LAM-GOV-004,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,20,Specification-repair gate,Graphify extraction/mapping must not begin.,REQUIREMENT,LAM-GOV-005,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,21,Specification-repair gate,"No source, test, script, package, database, Tauri, Rust, Svelte, or AI-worker artifact may be created.",REQUIREMENT,LAM-GOV-006,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,23,Specification-repair gate,"After this gate is explicitly complete, Phase 0—not implementation—is the next allowed activity.",REQUIREMENT,LAM-GOV-007,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,25,Specification-repair gate,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,27,0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,# 0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,29,0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,[!CAUTION],REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-060,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,30,0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,ANTI-GUESSING & STRICT FALLBACK RULE (LAM-INV-COMP-02),EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,31,0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,"If an autonomous coding model encounters an underspecified requirement, an unmapped legacy file path, or an ambiguous product choice during implementation, it is strictly illegal to guess, invent a simplified implementation, or substitute a prototype stub. The model MUST log the item in Graphify/05-keep-port-rewrite-remove/BLOCKED_OR_UNKNOWN.md under DEFERRED — REQUIRES PRODUCT DECISION and halt execution on that specific item while continuing independent tasks.",REQUIREMENT,LAM-GOV-008,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,33,0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,[!IMPORTANT],REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-016,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,34,0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,AUTONOMOUS CODEX RULES & NO-HOMEWORK INVARIANT (LAM-INV-COMP-01),EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,35,0.1 Autonomous Execution Governance & Anti-Guessing Guardrails,"An autonomous coding model MUST fully implement, test, and verify every assigned requirement. Outputting homework for the user to write code, complete stubs, or fix builds is a critical failure. When the user has authorized execution through completion, a phase that satisfies its phase gate and every applicable verification gate transitions to Phase N+1 without a ceremonial “continue?” prompt. An explicit user stop/pause, bounded-phase request, approval boundary, or genuine blocker always controls scope.",REQUIREMENT,LAM-GOV-009; LAM-GOV-010; LAM-GOV-011,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,37,0.1.1 Non-Destructive Workflow Principles,### 0.1.1 Non-Destructive Workflow Principles,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,38,0.1.1 Non-Destructive Workflow Principles,"Never Mutate Codebase During Mapping: During Phase 0 and Phase 1, creating, modifying, moving, or deleting content inside Codebase/ is prohibited, including dependency installs, formatters, generated sources, caches, logs, snapshots, and build outputs. All mapping artifacts and tool caches must be redirected to Graphify/, OS temporary/application-data storage, or a disposable snapshot outside Codebase/.",REQUIREMENT,LAM-GOV-012; LAM-GOV-013,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,39,0.1.1 Non-Destructive Workflow Principles,"Keep Planning Markdown Out of Codebase: Lamha planning, mapping, tracking, audit, status, completion, handoff, and Graphify-generated Markdown must not be scattered inside Codebase/. README files, licences, notices, security/contribution/source-architecture/build/package/generated/vendor/upstream documentation, and documentation required by CI, packaging, or release may remain when required and must be classified rather than deleted by extension.",REQUIREMENT,LAM-GOV-014; LAM-GOV-015,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,40,0.1.1 Non-Destructive Workflow Principles,"Preserve Baseline Evidence and Remove Only When Safe: No source is removed in Phase 0 or Phase 1. In a later assigned phase, a legacy subsystem may be removed only after complete mapping, replacement, caller migration, applicable focused/regression/build/desktop-launch proof, Graphify/Ponytail agreement, baseline or rollback preservation, and recorded removal proof. Git history, a commit, signed inventory, archive, snapshot, behaviour logs, graph hashes, or test records may preserve the baseline; active obsolete files need not remain solely for ceremony.",REQUIREMENT,LAM-GOV-016; LAM-GOV-017; LAM-GOV-018,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,41,0.1.1 Non-Destructive Workflow Principles,Never Create a 4th Master Plan File: Exactly three authoritative Master Plan files exist in Graphify/Master Plan/. Creating a fourth summary document is prohibited.,REQUIREMENT,LAM-GOV-019; LAM-GOV-020,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,43,0.1.1 Non-Destructive Workflow Principles,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,45,0.2 Objective 8-Gate Verification Requirement Table,# 0.2 Objective 8-Gate Verification Requirement Table,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,47,0.2 Objective 8-Gate Verification Requirement Table,A requirement may be checked [x] only when every applicable gate passes. A non-applicable gate must be recorded as N/A with a specific reason; it may not be silently omitted. Phase gates in Section 22 supplement these gates rather than replacing them.,REQUIREMENT,LAM-GOV-021,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,49,0.2 Objective 8-Gate Verification Requirement Table,Exact executable commands are evidence discovered in Phase 0 and normalized in Graphify/08-test-and-proof-plan/RELEASE_PROOF_GATES.md during Phase 1. Command and script names elsewhere in these plans are planned examples until that registry proves they exist or assigns their creation to a later phase.,REQUIREMENT,LAM-GOV-022,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,51,0.2 Objective 8-Gate Verification Requirement Table,Gate #; Gate; Pass condition; Applicability; Required proof,STRUCTURAL,,Table header; following data rows carry the independently testable IDs
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,52,0.2 Objective 8-Gate Verification Requirement Table,,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,53,0.2 Objective 8-Gate Verification Requirement Table,"Gate 1; Build, Syntax & Type Safety; The mapped build/type commands pass for the affected workspace; no new warning/error is introduced.; Every production-code change; Phase 0 records baseline instead of changing code.; Command, environment, exit code, and log.",REQUIREMENT,LAM-GOV-023,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,54,0.2 Objective 8-Gate Verification Requirement Table,"Gate 2; No Placeholder Production Behaviour; No stub, dummy success, hard-coded production mock, disabled failure, or TODO implementation stands in for the requirement.; Every production-code change.; Scoped scan plus reviewer-readable symbol evidence.",REQUIREMENT,LAM-GOV-024,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,55,0.2 Objective 8-Gate Verification Requirement Table,Gate 3; Focused & Regression Tests; Meaningful focused tests and the mapped affected regression set pass.; Every behaviour change; documentation/mapping-only items use structural validation instead.; Test selection rationale and clean logs.,REQUIREMENT,LAM-GOV-025; LAM-GOV-026; LAM-GOV-027,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,56,0.2 Objective 8-Gate Verification Requirement Table,"Gate 4; Cross-Platform Path & Permission Safety; Windows, macOS, and Linux semantics, sandbox roots, read-only state, and separators are covered.; Filesystem, path, drive, packaging, or permission work.; Platform/simulation matrix and logs.",REQUIREMENT,LAM-GOV-028,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,57,0.2 Objective 8-Gate Verification Requirement Table,"Gate 5; Tauri IPC & UI Wiring; Target UI uses live mapped Tauri IPC and real local state; no target screen is completed on mock data.; UI, command, DTO, or user-workflow work.; End-to-end result plus command/symbol links and visual evidence where relevant.",REQUIREMENT,LAM-GOV-029,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,58,0.2 Objective 8-Gate Verification Requirement Table,"Gate 6; Server Isolation / Safe Eradication; At each assigned removal phase, mapped retained callers and the desktop bundle/launch path no longer depend on the removed item; Phase 16 confirms repository-wide obsolete server imports, manifests, installers, dependencies, and launch paths are absent.; Architecture work from Phase 2 onward, every subsystem removal, and final Phase 16 cleanup.; Dependency/runtime scan with declared scope plus Graphify/Ponytail evidence and rollback/baseline reference.",REQUIREMENT,LAM-GOV-030; LAM-GOV-031,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,59,0.2 Objective 8-Gate Verification Requirement Table,"Gate 7; Transaction, Recovery & Data-Safety Proof; Failure injection proves no authoritative bundle/metadata loss, partial commit, or unrecoverable mutation.; Filesystem or authoritative metadata mutation, Trash, backup, overlay, and recovery work.; Failure scenario, pre/post hashes/state, and recovery log.",REQUIREMENT,LAM-GOV-032,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,60,0.2 Objective 8-Gate Verification Requirement Table,"Gate 8; Traceability & Proof Linkage; Requirement ID links source clause, current evidence, target symbol, classification, phase, applicable gates, and commit/worktree proof.; Every mapped or completed requirement.; Updated canonical trackers with no dangling references.",REQUIREMENT,LAM-GOV-033,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,62,0.2 Objective 8-Gate Verification Requirement Table,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,64,0.3 Requirement Implementation State Machine & Transition Rules,# 0.3 Requirement Implementation State Machine & Transition Rules,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,66,0.3 Requirement Implementation State Machine & Transition Rules,"To enforce disciplined tracking across all 17 implementation phases, every requirement ID (LAM-*) tracked in Graphify MUST follow this exact 8-state lifecycle transition graph:",REQUIREMENT,LAM-GOV-034,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,68,0.3 Requirement Implementation State Machine & Transition Rules,```mermaid,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,69,0.3 Requirement Implementation State Machine & Transition Rules,stateDiagram-v2,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,70,0.3 Requirement Implementation State Machine & Transition Rules,[*] --> NotMapped: Requirement Identified in Master Plan,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,71,0.3 Requirement Implementation State Machine & Transition Rules,NotMapped --> Mapped: Current Evidence and Target Recorded in Traceability Matrices,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,72,0.3 Requirement Implementation State Machine & Transition Rules,Mapped --> NotStarted: Phase Execution Initiated,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,73,0.3 Requirement Implementation State Machine & Transition Rules,NotStarted --> InProgress: Coding Model Begins Implementation,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,74,0.3 Requirement Implementation State Machine & Transition Rules,InProgress --> Implemented: Code Written & Compiles (Gate 1 Passed),REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,75,0.3 Requirement Implementation State Machine & Transition Rules,InProgress --> Blocked: Ambiguity / Missing Dependency (Logged in BLOCKED_OR_UNKNOWN.md),REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,76,0.3 Requirement Implementation State Machine & Transition Rules,Blocked --> InProgress: Dependency Resolved / Decision Provided,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,77,0.3 Requirement Implementation State Machine & Transition Rules,Implemented --> Testing: Automated Test Suites Executing,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,78,0.3 Requirement Implementation State Machine & Transition Rules,Testing --> Failed: Any Applicable Gate Fails,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,79,0.3 Requirement Implementation State Machine & Transition Rules,Failed --> InProgress: Code Fixes Applied,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,80,0.3 Requirement Implementation State Machine & Transition Rules,Testing --> Verified: All Applicable Gates Pass; Others Have Reasoned N/A,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,81,0.3 Requirement Implementation State Machine & Transition Rules,Verified --> Complete: Proof Link Recorded in Tracker (Gate 8 Satisfied),REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,82,0.3 Requirement Implementation State Machine & Transition Rules,Complete --> [*]: Phase Signed Off,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,83,0.3 Requirement Implementation State Machine & Transition Rules,```,REQUIREMENT_LITERAL,LAM-GOV-034,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,85,0.3 Requirement Implementation State Machine & Transition Rules,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,87,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),# 0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,89,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"This is the canonical phase index. Section 22 expands these exact phases and may not rename, renumber, split, or reassign them.",EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,91,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),Phase; Canonical name; Required outcome before transition,STRUCTURAL,,Table header; following data rows carry the independently testable IDs
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,92,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,93,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"0; Repository Proof & Corpus Inventory; Roots, worktree, exclusions, current commands, legal files, and non-destructive baseline are recorded; Codebase/ is unchanged.",REQUIREMENT,LAM-GOV-035,Mapped independently testable obligation
