requirement_id,capability,phase,package,reviewer_judgement,reason,correction_made_or_confirmation,source_plan,source_locator
CAN-LAM-GOV-259,Local AI worker,I10,WP-I10-007,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Local AI worker; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1158-1158
CAN-LAM-INV-AI-02-B,Local AI worker,I10,WP-I10-002,CONFIRMED,"Semantically normalized from SYSTEM INVARIANT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Local AI worker; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 111-111
CAN-LAM-INV-AI-04,Local AI worker,I10,WP-I10-004,CONFIRMED,"Semantically normalized from SYSTEM INVARIANT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Local AI worker; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 113-113
CAN-SECTION-0018,Local AI worker,I10,WP-I10-002,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0026,Local AI worker,I10,WP-I10-002,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0075,Local AI worker,I10,WP-I10-008,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0081,Local AI worker,I10,WP-I10-007,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0214,Local AI worker,I14,WP-I14-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-LAM-AI-011,Local data authority,I3,WP-I3-008,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 133-133
CAN-LAM-ARCH-184,Local data authority,I3,WP-I3-015,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1448-1448
CAN-LAM-ASSET-012,Local data authority,I3,WP-I3-008,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 132-132
CAN-LAM-ASSET-018,Local data authority,I3,WP-I3-008,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 144-144
CAN-LAM-ASSET-024,Local data authority,I3,WP-I3-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 150-150
CAN-LAM-ASSET-102,Local data authority,I3,WP-I3-001,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1425-1425
CAN-LAM-ASSET-108,Local data authority,I3,WP-I3-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1435-1435
CAN-LAM-ASSET-112,Local data authority,I3,WP-I3-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1439-1439
CAN-LAM-ASSET-187,Local data authority,I3,WP-I3-015,CORRECTED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1392-1392
CAN-LAM-GOV-073,Local data authority,I3,WP-I3-001,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 208-208
CAN-LAM-GOV-078,Local data authority,I3,WP-I3-001,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 227-227
CAN-LAM-GOV-247,Local data authority,I3,WP-I3-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1042-1042
CAN-LAM-GOV-251,Local data authority,I3,WP-I3-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1049-1049
CAN-LAM-META-004,Local data authority,I3,WP-I3-009,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 64-64
CAN-LAM-META-012,Local data authority,I3,WP-I3-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 152-152
CAN-LAM-META-030,Local data authority,I3,WP-I3-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1442-1442
CAN-LAM-META-067,Local data authority,I3,WP-I3-001,CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1389-1389
CAN-SECTION-0017,Local data authority,I3,WP-I3-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0187,Local data authority,I3,WP-I3-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-SECTION-0192,Local data authority,I3,WP-I3-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-LAM-ARCH-034,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 324-324
CAN-LAM-ARCH-215,Map and location,I10,WP-I10-012,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1618-1618
CAN-LAM-ARCH-244,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1748-1748
CAN-LAM-ARCH-246,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1753-1753
CAN-LAM-ARCH-247,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1754-1754
CAN-LAM-ARCH-249,Map and location,I5,WP-I5-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1757-1757
CAN-LAM-ARCH-250,Map and location,I5,WP-I5-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1757-1757
CAN-LAM-ARCH-336,Map and location,I5,WP-I5-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2165-2165
CAN-LAM-EVENT-053,Map and location,I6,WP-I6-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Events and Manage Later work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1747-1747
CAN-LAM-EVENT-054,Map and location,I6,WP-I6-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Events and Manage Later work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1749-1749
CAN-LAM-FOLDER-081,Map and location,I5,WP-I5-008,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1964-1964
CAN-LAM-GOV-264,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1202-1202
CAN-LAM-GOV-266,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1210-1210
CAN-LAM-META-037,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1746-1746
CAN-LAM-SEARCH-009,Map and location,I5,WP-I5-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Map and location; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1751-1751
CAN-SECTION-0044,Map and location,I5,WP-I5-008,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0077,Map and location,I10,WP-I10-012,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0098,Map and location,I5,WP-I5-008,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0195,Map and location,I5,WP-I5-008,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-SECTION-0197,Map and location,I5,WP-I5-008,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-LAM-AI-020,Media ingestion and derivation,I4,WP-I4-011,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 593-593
CAN-LAM-ARCH-084,Media ingestion and derivation,I4,WP-I4-002,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 708-708
CAN-LAM-ARCH-087,Media ingestion and derivation,I4,WP-I4-009,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 711-711
CAN-LAM-ARCH-090,Media ingestion and derivation,I4,WP-I4-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 715-715
CAN-LAM-ARCH-093,Media ingestion and derivation,I4,WP-I4-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 720-720
CAN-LAM-ARCH-374,Media ingestion and derivation,I4,WP-I4-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1393-1393
CAN-LAM-ARCH-376,Media ingestion and derivation,I4,WP-I4-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1403-1403
CAN-LAM-ARCH-379,Media ingestion and derivation,I4,WP-I4-010,CORRECTED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1413-1413
CAN-LAM-ASSET-028,Media ingestion and derivation,I4,WP-I4-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 276-276
CAN-LAM-ASSET-061,Media ingestion and derivation,I4,WP-I4-001,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 723-723
CAN-LAM-ASSET-130,Media ingestion and derivation,I4,WP-I4-003,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1903-1903
CAN-LAM-EDGE-03,Media ingestion and derivation,I4,WP-I4-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 250-250
CAN-LAM-FOLDER-015,Media ingestion and derivation,I4,WP-I4-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 706-706
CAN-LAM-FOLDER-042,Media ingestion and derivation,I4,WP-I4-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1893-1893
CAN-LAM-INV-FS-01,Media ingestion and derivation,I4,WP-I4-001,CORRECTED,"Semantically normalized from SYSTEM INVARIANT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 114-114
CAN-LAM-META-041,Media ingestion and derivation,I4,WP-I4-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1896-1896
CAN-LAM-SEARCH-019,Media ingestion and derivation,I4,WP-I4-010,CORRECTED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1408-1408
CAN-SECTION-0052,Media ingestion and derivation,I4,WP-I4-007,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0115,Media ingestion and derivation,I4,WP-I4-005,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0164,Media ingestion and derivation,I4,WP-I4-002,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-ARCH-029,Memories,I5,WP-I5-007,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Memories; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 297-297
CAN-LAM-ARCH-238,Memories,I5,WP-I5-007,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Memories; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1726-1726
CAN-LAM-ARCH-239,Memories,I5,WP-I5-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Memories; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1727-1727
CAN-LAM-ARCH-240,Memories,I5,WP-I5-007,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Memories; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1731-1731
CAN-LAM-ARCH-242,Memories,I5,WP-I5-007,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Memories; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1735-1735
CAN-LAM-ARCH-243,Memories,I5,WP-I5-007,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Memories; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1737-1737
