canonical_id,original_requirement_ids,parent_requirement_id,requirement_type,title,statement,rationale,source_plan,source_section,source_text,source_locator,code_evidence_references,target_capability,product_invariant_relationships,acceptance_criteria,priority,mandatory_status,implementation_status,verification_method,risk_links,decision_links,normalization_status,duplicate_of,supersession_status,notes,planning_stage,primary_implementation_phase,verification_phases,removal_phase,release_gate,global_invariant,phase_mapping_rationale,legacy_work_package_id,old_primary_phase,phase_mapping_changed,legacy_target_capability,canonical_capability,normalization_reviewer_status,review_notes
CAN-LAM-TEST-017,LAM-TEST-017,,VERIFICATION_GATE,Clean-machine tests,Recorded evidence must demonstrate: Clean-machine tests.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 15 — Full Integration, Parity & Cross-Platform Packaging",Clean-machine tests,lines 1555-1555,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,15,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-018,LAM-TEST-018,,VERIFICATION_GATE,Phase 16 must not postpone a subsystem that became safely removable earlier. Its role is...,"Recorded evidence must demonstrate: Phase 16 must not postpone a subsystem that became safely removable earlier. Its role is residual cleanup, final repository-wide scans, clean packaging proof, and release reverification.","Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 16 — Final Cleanup & Release Reverification,"Phase 16 must not postpone a subsystem that became safely removable earlier. Its role is residual cleanup, final repository-wide scans, clean packaging proof, and release reverification.",lines 1575-1575,EXTRACTED current evidence: Codebase/mobile/test/services/cleanup.service_test.dart:L1-L73 (cleanup.service_test.dart); Codebase/mobile/lib/services/cleanup.service.dart:L1-L70 (cleanup.service.dart); Codebase/mobile/lib/providers/cleanup.provider.dart:L1-L194 (cleanup.provider.dart); Codebase/mobile/lib/domain/models/config/cleanup_config.dart:L1-L48 (cleanup_config.dart),Planning and verification governance,,,P0,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Data loss/scope drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,16,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-019,LAM-TEST-019,,VERIFICATION_GATE,Test tiers,Recorded evidence must demonstrate: Test tiers.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,25. Performance Proof,Test tiers:,lines 1690-1690,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,14,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-020,LAM-TEST-020,,VERIFICATION_GATE,Each high or critical risk must link a runnable failure or boundary test that demonstrates its m,Each high or critical risk must link a runnable failure or boundary test that demonstrates its mitigation and identifies the package gate that the test can block.,Replaced a one-word risk field with a risk-to-test traceability gate.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,26. Risk Management,Test,lines 1752-1752,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,"Given the active risk register, when risk validation runs, then every high or critical risk links an existing runnable check and owning package gate; a missing link fails validation.",P2,MANDATORY,NOT_STARTED,"Given the active risk register, when risk validation runs, then every high or critical risk links an existing runnable check and owning package gate; a missing link fails validation.",Proof/traceability drift,ADR-0001;ADR-0002,EXPLICIT_FRAGMENT_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,I0,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Active-plan authority adoption,REVIEWED_CORRECTED,"Added risk severity scope, runnable check, owner, and failure behavior."
CAN-LAM-TEST-021,LAM-TEST-021,,VERIFICATION_GATE,"A work package must not transition to complete until its focused checks, affected regression che","A work package must not transition to complete until its focused checks, affected regression checks, required boundary and recovery checks, and exact evidence links have been independently validated against its exit gate.",Expanded a short completion warning into an observable package transition rule.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,28. Completion Tracker,Do not mark complete before double-check and proof.,lines 1809-1809,EXTRACTED current evidence: Codebase/mobile/lib/presentation/widgets/map/map_utils.dart:L1-L138 (markerCompleter); Codebase/server/test/medium/specs/sync/sync-complete.spec.ts:L1-L1 (sync-complete.spec.ts); Codebase/mobile/lib/presentation/widgets/images/animated_image_stream_completer.dart:L1-L68 (animated_image_stream_completer.dart); Codebase/mobile/lib/presentation/widgets/images/one_frame_multi_image_stream_completer.dart:L1-L44 (one_frame_multi_image_stream_completer.dart),Planning and verification governance,,"Given a package proposed as complete, when completion validation runs, then every applicable check and evidence link passes and any missing, stale, or generic proof leaves the package incomplete.",P2,MANDATORY,NOT_STARTED,"Given a package proposed as complete, when completion validation runs, then every applicable check and evidence link passes and any missing, stale, or generic proof leaves the package incomplete.",Proof/traceability drift,ADR-0001;ADR-0002,EXPLICIT_FRAGMENT_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,I0,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Active-plan authority adoption,REVIEWED_CORRECTED,Added required check classes and blocked transition behavior.
CAN-LAM-TEST-022,LAM-TEST-022,,IMPLEMENTATION_CONSTRAINT,Mapping coverage,Mapping coverage must be measured against the reviewed source rows and must fail validation when coverage is incomplete.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,29. Final Planning Handoff,Mapping coverage,lines 1828-1828,EXTRACTED current evidence: Codebase/packages/cli/package.json:L29-L29 (@vitest/coverage-v8),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Coverage validation must reject unmapped source rows.,Proof/traceability drift,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,RECLASSIFIED,Handoff field label; reclassified as a coverage constraint.
CAN-LAM-TEST-023,LAM-TEST-023,,VERIFICATION_GATE,Baseline tests,Recorded evidence must demonstrate: Baseline tests.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,29. Final Planning Handoff,Baseline tests,lines 1832-1832,EXTRACTED current evidence: Codebase/mobile/lib/presentation/widgets/timeline/fixed/row.dart:L1-L191 (computeDistanceToActualBaseline),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-024,LAM-TEST-024,,VERIFICATION_GATE,Exact tests,Recorded evidence must demonstrate: Exact tests.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,29. Final Planning Handoff,Exact tests,lines 1835-1835,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-025,LAM-TEST-025,,VERIFICATION_GATE,Completion gate,Recorded evidence must demonstrate: Completion gate.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,29. Final Planning Handoff,Completion gate,lines 1837-1837,EXTRACTED current evidence: Codebase/web/src/lib/utils/cancellable-task.ts:L25-L25 (.waitUntilCompletion()); Codebase/server/src/repositories/job.repository.ts:L195-L195 (.waitForQueueCompletion()); Codebase/mobile/ios/Runner/Images/RemoteImagesImpl.swift:L52-L52 (.handleCompletion()),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-026,LAM-TEST-026,,VERIFICATION_GATE,Every requirement has an applicable automated test or an objective structural/manual...,Recorded evidence must demonstrate: Every requirement has an applicable automated test or an objective structural/manual verification proof with a justified N/A for irrelevant gates.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,30. Planning Completion Definition,Every requirement has an applicable automated test or an objective structural/manual verification proof with a justified N/A for irrelevant gates.,lines 1867-1867,EXTRACTED current evidence: Codebase/mobile/lib/widgets/forms/pin_verification_form.dart:L1-L85 (pin_verification_form.dart); Codebase/docs/docs/install/requirements.md:L1-L80 (requirements.md); Codebase/web/package.json:L21-L21 (test); Codebase/mobile/lib/constants/constants.dart:L1-L58 (kImmichLatestRelease),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-027,LAM-TEST-027,,VERIFICATION_GATE,Every phase has files and gates,Recorded evidence must demonstrate: Every phase has files and gates.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,30. Planning Completion Definition,Every phase has files and gates.,lines 1870-1870,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-028,LAM-TEST-028,,VERIFICATION_GATE,Every locked retained requirement extracted from File 1 is Complete with applicable-gate proof,Recorded evidence must demonstrate: Every locked retained requirement extracted from File 1 is Complete with applicable-gate proof.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,31. Implementation Completion Definition,Every locked retained requirement extracted from File 1 is Complete with applicable-gate proof.,lines 1884-1884,EXTRACTED current evidence: Codebase/server/test/medium/specs/sync/sync-complete.spec.ts:L1-L1 (sync-complete.spec.ts); Codebase/mobile/lib/presentation/widgets/images/animated_image_stream_completer.dart:L1-L68 (animated_image_stream_completer.dart); Codebase/mobile/lib/presentation/widgets/images/one_frame_multi_image_stream_completer.dart:L1-L44 (one_frame_multi_image_stream_completer.dart); Codebase/docs/docs/install/requirements.md:L1-L80 (requirements.md),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-029,LAM-TEST-029,,VERIFICATION_GATE,Every completed requirement has documented verification proof in Graphify/10-completion-tracker/,Recorded evidence must demonstrate: Every completed requirement has documented verification proof in Graphify/10-completion-tracker/.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,31. Implementation Completion Definition,Every completed requirement has documented verification proof in Graphify/10-completion-tracker/.,lines 1919-1919,EXTRACTED current evidence: Codebase/mobile/lib/widgets/forms/pin_verification_form.dart:L1-L85 (pin_verification_form.dart); Codebase/docs/docs/install/requirements.md:L1-L80 (requirements.md); Codebase/mobile/openapi/lib/model/system_config_storage_template_dto.dart:L1-L118 (hashVerificationEnabled); Codebase/mobile/openapi/lib/model/queue_job_status.dart:L1-L97 (completed),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-030,LAM-TEST-030,,VERIFICATION_GATE,Test after every meaningful batch,Recorded evidence must demonstrate: Test after every meaningful batch.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,32. Rules for Autonomous Codex Runs,Test after every meaningful batch.,lines 1931-1931,EXTRACTED current evidence: Codebase/mobile/test/infrastructure/repositories/sync_api_repository_test.dart:L1-L293 (testBatchSize); Codebase/mobile/test/infrastructure/repositories/store_repository_test.dart:L1-L164 (store_repository_test.dart); Codebase/mobile/lib/constants/constants.dart:L1-L58 (kImmichLatestRelease),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-031,LAM-TEST-031,,VERIFICATION_GATE,Never claim completion without proof,Recorded evidence must demonstrate: Never claim completion without proof.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,32. Rules for Autonomous Codex Runs,Never claim completion without proof.,lines 1935-1935,EXTRACTED current evidence: Codebase/web/src/lib/utils/cancellable-task.ts:L25-L25 (.waitUntilCompletion()); Codebase/server/src/repositories/job.repository.ts:L195-L195 (.waitForQueueCompletion()); Codebase/mobile/ios/Runner/Images/RemoteImagesImpl.swift:L52-L52 (.handleCompletion()),Planning and verification governance,,,P0,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Data loss/scope drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-032,LAM-TEST-032,,VERIFICATION_GATE,Never hide failed tests,Recorded evidence must demonstrate: Never hide failed tests.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,32. Rules for Autonomous Codex Runs,Never hide failed tests.,lines 1940-1940,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P0,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Data loss/scope drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-TEST-033,LAM-TEST-033,,INFORMATIONAL,What tests prove it?,Planning context records: What tests prove it?.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,33. Final Rule,What tests prove it?,lines 1960-1960,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-TRANSACTION-001,LAM-TRANSACTION-001,,DATA_INTEGRITY_INVARIANT,LAM-TRANSACTION-001; Authoritative filesystem mutations use a transparent local coordinator...,LAM-TRANSACTION-001; Authoritative filesystem mutations use a transparent local coordinator manifest plus affected-root mirrors keyed by one transaction UUID; SQLite is index only; the complete bundle is preserved.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,10. Requirement Extraction,LAM-TRANSACTION-001; Authoritative filesystem mutations use a transparent local coordinator manifest plus affected-root mirrors keyed by one transaction UUID; SQLite is index only; the complete bundle is preserved.,lines 656-656,EXTRACTED current evidence: Codebase/web/static/manifest.json:L1-L1 (static/manifest.json); Codebase/server/src/schema/index.ts:L1-L1 (schema/index.ts); Codebase/packages/plugin-core/manifest.json:L1-L1 (plugin-core/manifest.json); Codebase/server/src/dtos/plugin-manifest.dto.ts:L10-L10 (PluginManifestMethodSchemaSchema),Local data authority,CAN-LAM-TRANSACTION-001,"Given valid WP-I3-010 state plus injected failure and retry fixtures, when the boundary is exercised, then every observable state satisfies 'LAM-TRANSACTION-001; Authoritative filesystem mutations use a transparent local coordinator manifest plus affected-root mirrors keyed by one transaction UUID; SQLite is index only; the complete bundle is preserved.', and pre-existing authoritative data remains recoverable.",P0,MANDATORY,NOT_STARTED,"Execute the focused WP-I3-010 success, boundary, negative, preservation, and recovery checks for CAN-LAM-TRANSACTION-001; include the package test obligation 'Run reviewed fixtures for requirements CAN-LAM-ASSET-125, CAN-LAM-GOV-257, CAN-LAM-TRANSACTION-001, CAN-LAM-TRANSACTION-002; verification methods include Bundle-move fixture.; Transaction validation must reject unsupported operation typ; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Operation-journal fixture with commit checks..' and record the exact command, fixture, result, state revision, and pre/post hashes at the package exit gate.",Data loss/scope drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=REWRITE; required change=Versioned sidecars, embedded SQLite derived index, operation history, overlays, and rebuild.",P1,I3,I3;I15,,RG-FINAL,true,"Authoritative-data or transaction-foundation responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I3-008,1,true,Local data authority,Filesystem transactions and recovery,REVIEWED_CORRECTED,GPT-5.6 replaced generic label/gate text with observable package-specific evidence.
CAN-LAM-TRANSACTION-002,LAM-TRANSACTION-002,CAN-SECTION-0041,ACCEPTANCE_CRITERION,Operation journals,"When operation journals are written, Lamha must persist a typed journal of every staged mutation with recovery state and must never report commit without a journaled transaction.","Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,2.4 Transparent and recoverable metadata,Operation journals,lines 376-376,EXTRACTED current evidence: Codebase/server/src/utils/misc.ts:L22-L22 (OperationObject); Codebase/mobile/lib/providers/app_life_cycle.provider.dart:L1-L223 (_resumeOperation); Codebase/mobile/lib/presentation/widgets/images/image_provider.dart:L1-L193 (cachedOperation); Codebase/server/src/services/metadata.service.ts:L1-L1 (metadata.service.ts),Metadata,,"Given a mutation, when the operation is staged, then the journal records the typed state and commit is reported only after journaled commit.",P1,MANDATORY,NOT_STARTED,Operation-journal fixture with commit checks.,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=REWRITE; required change=Metadata inspection, authority, EXIF/XMP handling, privacy, and reversible mutation.",P1,I3,I3;I15,,RG-FINAL,false,"Authoritative-data or transaction-foundation responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I3-009,3,false,Metadata,Sidecars and metadata authority,REVIEWED_CORRECTED,Label names operation journals; rewrite adds typed state and commit truthfulness.
CAN-LAM-TRANSACTION-003,LAM-TRANSACTION-003,,INFORMATIONAL,Rollback,Planning context records: Rollback.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Rollback,lines 415-415,EXTRACTED current evidence: Codebase/server/src/services/database-backup.service.ts:L494-L494 (sqlRollback()),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,3,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
