canonical_id,canonical_capability,primary_implementation_phase,integration_verification_phases,removal_phase,release_validation_phase,global_invariant_links,mapping_rationale,reviewer_status,exception_status,previous_capability,previous_primary_phase
CAN-LAM-DELETE-206,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-207,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-208,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-209,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-210,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-211,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-212,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-213,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-214,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-DELETE-215,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-216,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-217,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-DELETE-218,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-219,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-DELETE-220,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-221,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-DELETE-222,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-DELETE-223,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-224,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-225,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-226,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-227,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-228,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-229,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-230,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-231,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-232,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-233,Jobs and notifications,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-234,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-DELETE-235,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-DELETE-236,Events and organization,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Events and organization,
CAN-LAM-DELETE-237,Map and location,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Map and location,
CAN-LAM-DELETE-238,Events and organization,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Events and organization,
CAN-LAM-DELETE-239,Events and organization,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Events and organization,
CAN-LAM-DELETE-240,Duplicates,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Duplicates,
CAN-LAM-DELETE-241,People and faces,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,
CAN-LAM-DELETE-242,People and faces,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,
CAN-LAM-DELETE-243,Local AI worker,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local AI worker,
CAN-LAM-DELETE-244,Local AI worker,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local AI worker,
CAN-LAM-DELETE-245,Map and location,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Map and location,
CAN-LAM-DELETE-246,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-247,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-DELETE-248,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-DELETE-249,People and faces,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,
CAN-LAM-DELETE-250,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-251,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-252,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-DELETE-253,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-DELETE-254,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-255,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-256,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-257,Desktop shell,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,
CAN-LAM-DELETE-258,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-259,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-260,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-261,Map and location,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Map and location,
CAN-LAM-DELETE-262,Libraries and storage,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Libraries and storage,
CAN-LAM-DELETE-263,Map and location,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Map and location,
CAN-LAM-DELETE-264,Asset viewer,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Asset viewer,
CAN-LAM-DELETE-265,Asset viewer,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Asset viewer,
CAN-LAM-DELETE-266,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-267,Trash and permanent-delete operations,I13,I15,I15,I15,,Replaced a one-word removal gate with the retained confirmation behavior and deletion condition.,REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-DELETE-268,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-269,Review Centre,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Review Centre,
CAN-LAM-DELETE-270,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-271,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-272,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-273,Desktop shell,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,
CAN-LAM-DELETE-274,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-275,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-276,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-DELETE-277,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-278,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-279,Libraries and storage,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Libraries and storage,
CAN-LAM-DELETE-280,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-281,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-282,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-283,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-DELETE-284,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-285,Planning and verification governance,I15,I15,I15,I15,,Reusable-component preservation is a legacy replacement-verification and removal gate.,REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-DELETE-286,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-287,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-288,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-289,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-290,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-291,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-292,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-293,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-294,Authentication and users,,I2;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,I2
CAN-LAM-DELETE-295,Authentication and users,,I2;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,I2
CAN-LAM-DELETE-296,Sharing and mobile backup,,I13;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,I13
CAN-LAM-DELETE-297,Authentication and users,,I2;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,I2
CAN-LAM-DELETE-298,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,I15
CAN-LAM-DELETE-299,Desktop shell,,I2;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,I2
CAN-LAM-DELETE-300,Settings,,I3;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Settings,I3
CAN-LAM-DELETE-301,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,I15
CAN-LAM-DELETE-302,Local data authority,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I15
CAN-LAM-DELETE-303,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-304,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-305,Editing,,I11;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Editing,I11
CAN-LAM-DELETE-306,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-307,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-308,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-309,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-310,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-311,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-312,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-313,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-314,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-315,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-316,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-317,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-318,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-319,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-320,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-321,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-322,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-323,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-DELETE-324,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-DELETE-325,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-326,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-327,Desktop shell,,I2;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,I2
CAN-LAM-DELETE-328,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-DELETE-329,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-330,Metadata,,I3;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I3
CAN-LAM-DELETE-331,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-332,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-333,Map and location,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Map and location,
CAN-LAM-DELETE-334,Authentication and users,,I2;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,I2
CAN-LAM-DELETE-335,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-336,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-337,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-338,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-339,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-340,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-341,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-342,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-343,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-344,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-345,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-346,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-347,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-348,Planning and verification governance,,,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-349,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-DELETE-350,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-351,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-352,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-353,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-354,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-355,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-356,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
