canonical_id,work_package_id,membership_rationale,reviewer_status
CAN-LAM-ASSET-139,WP-I13-008,Reviewed membership: the requirement is implemented by the bounded recovery records and audit surface in I13.,REVIEWED
CAN-LAM-ASSET-140,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-ASSET-141,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ASSET-142,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ASSET-147,WP-I14-001,Reviewed membership: the requirement is implemented by the bounded performance fixture definitions surface in I14.,REVIEWED
CAN-LAM-ASSET-148,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-ASSET-186,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-ASSET-189,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-ASSET-191,WP-I11-012,Reviewed membership: the requirement is implemented by the bounded editing and mutation recovery surface in I11.,REVIEWED
CAN-LAM-ASSET-197,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-ASSET-198,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-BACKUP-002,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-BACKUP-004,WP-I3-007,Reviewed membership: the requirement is implemented by the bounded authoritative schema migrations surface in I3.,REVIEWED
CAN-LAM-BACKUP-005,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-BACKUP-007,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-BACKUP-020,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-BACKUP-021,WP-I13-009,Reviewed membership: the requirement is implemented by the bounded sqlite index rebuild surface in I13.,REVIEWED
CAN-LAM-BACKUP-024,WP-I13-001,Reviewed membership: the requirement is implemented by the bounded backup manifest contract surface in I13.,REVIEWED
CAN-LAM-DELETE-002,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-DELETE-267,WP-I13-007,Explicit fragment review: Replaced a one-word removal gate with the retained confirmation behavior and deletion condition.,REVIEWED
CAN-LAM-DELETE-285,WP-I15-015,Reusable-component preservation is a legacy replacement-verification and removal gate.,REVIEWED
CAN-LAM-DUPLICATE-001,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-DUPLICATE-002,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-DUPLICATE-004,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-DUPLICATE-005,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-DUPLICATE-006,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-DUPLICATE-007,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-DUPLICATE-008,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-DUPLICATE-009,WP-I14-004,Reviewed membership: the requirement is implemented by the bounded ai performance and resource budgets surface in I14.,REVIEWED
CAN-LAM-EDGE-03,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-EDGE-04,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-EDGE-05,WP-I12-005,Reviewed membership: the requirement is implemented by the bounded pending sidecar overlays surface in I12.,REVIEWED
CAN-LAM-EDGE-06,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-EDGE-07,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-EDGE-09,WP-I12-001,Reviewed membership: the requirement is implemented by the bounded external-drive registry surface in I12.,REVIEWED
CAN-LAM-EDGE-10,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-EDGE-11,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-EDGE-12,WP-I13-001,Reviewed membership: the requirement is implemented by the bounded backup manifest contract surface in I13.,REVIEWED
CAN-LAM-EDGE-13,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-EDGE-14,WP-I3-004,Reviewed membership: the requirement is implemented by the bounded path normalization and escape protection surface in I3.,REVIEWED
CAN-LAM-EDGE-15,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-EDGE-16,WP-I6-007,Reviewed membership: the requirement is implemented by the bounded event naming and normalization surface in I6.,REVIEWED
CAN-LAM-EDIT-001,WP-I11-009,Reviewed membership: the requirement is implemented by the bounded privacy export recipes surface in I11.,REVIEWED
CAN-LAM-EDIT-003,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-EDIT-004,WP-I11-004,Reviewed membership: the requirement is implemented by the bounded non-destructive edit recipes surface in I11.,REVIEWED
CAN-LAM-EDIT-005,WP-I11-004,Reviewed membership: the requirement is implemented by the bounded non-destructive edit recipes surface in I11.,REVIEWED
CAN-LAM-EDIT-006,WP-I11-006,Reviewed membership: the requirement is implemented by the bounded derivative manifests and export surface in I11.,REVIEWED
CAN-LAM-EDIT-007,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-EDIT-013,WP-I11-009,Reviewed membership: the requirement is implemented by the bounded privacy export recipes surface in I11.,REVIEWED
CAN-LAM-EVENT-002,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-EVENT-003,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-004,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-EVENT-005,WP-I3-009,Reviewed membership: the requirement is implemented by the bounded derived-index rebuild contract surface in I3.,REVIEWED
CAN-LAM-EVENT-007,WP-I6-007,Reviewed membership: the requirement is implemented by the bounded event naming and normalization surface in I6.,REVIEWED
CAN-LAM-EVENT-008,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-EVENT-009,WP-I6-008,Reviewed membership: the requirement is implemented by the bounded date and location boundaries surface in I6.,REVIEWED
CAN-LAM-EVENT-011,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-EVENT-012,WP-I6-003,Reviewed membership: the requirement is implemented by the bounded manual event creation surface in I6.,REVIEWED
CAN-LAM-EVENT-013,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-EVENT-014,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-EVENT-015,WP-I5-002,Reviewed membership: the requirement is implemented by the bounded timeline navigation surface in I5.,REVIEWED
CAN-LAM-EVENT-016,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-EVENT-017,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-EVENT-018,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-019,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-020,WP-I6-008,Reviewed membership: the requirement is implemented by the bounded date and location boundaries surface in I6.,REVIEWED
CAN-LAM-EVENT-021,WP-I6-008,Reviewed membership: the requirement is implemented by the bounded date and location boundaries surface in I6.,REVIEWED
CAN-LAM-EVENT-022,WP-I6-008,Reviewed membership: the requirement is implemented by the bounded date and location boundaries surface in I6.,REVIEWED
CAN-LAM-EVENT-023,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-024,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-EVENT-025,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-026,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-028,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-029,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-030,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-031,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-032,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-033,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-034,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-038,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-EVENT-039,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-EVENT-040,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-EVENT-041,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-EVENT-042,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-EVENT-044,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-EVENT-045,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-EVENT-046,WP-I6-007,Reviewed membership: the requirement is implemented by the bounded event naming and normalization surface in I6.,REVIEWED
CAN-LAM-EVENT-047,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-EVENT-048,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-EVENT-050,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-EVENT-051,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-EVENT-052,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-EVENT-053,WP-I6-008,Reviewed membership: the requirement is implemented by the bounded date and location boundaries surface in I6.,REVIEWED
CAN-LAM-EVENT-054,WP-I6-008,Reviewed membership: the requirement is implemented by the bounded date and location boundaries surface in I6.,REVIEWED
CAN-LAM-EVENT-055,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-EVENT-056,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-EVENT-057,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-EVENT-058,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-EVENT-059,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-EVENT-060,WP-I4-002,Reviewed membership: the requirement is implemented by the bounded incremental scan and watcher reconciliation surface in I4.,REVIEWED
CAN-LAM-EVENT-061,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-EVENT-062,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-EVENT-063,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-EVENT-077,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-EVENT-078,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-EVENT-079,WP-I6-003,Reviewed membership: the requirement is implemented by the bounded manual event creation surface in I6.,REVIEWED
CAN-LAM-EVENT-080,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-EVENT-083,WP-I9-004,Reviewed membership: the requirement is implemented by the bounded event mind map surface in I9.,REVIEWED
CAN-LAM-EVENT-084,WP-I9-001,Reviewed membership: the requirement is implemented by the bounded canonical knowledge-graph projection surface in I9.,REVIEWED
CAN-LAM-EVENT-085,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-FOLDER-001,WP-I6-004,Reviewed membership: the requirement is implemented by the bounded event inference proposals surface in I6.,REVIEWED
CAN-LAM-FOLDER-003,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-004,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-FOLDER-006,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-007,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-FOLDER-008,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-FOLDER-009,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-FOLDER-010,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-FOLDER-011,WP-I3-012,Reviewed membership: the requirement is implemented by the bounded prepare and stage transaction surface in I3.,REVIEWED
CAN-LAM-FOLDER-012,WP-I5-002,Reviewed membership: the requirement is implemented by the bounded timeline navigation surface in I5.,REVIEWED
CAN-LAM-FOLDER-013,WP-I5-002,Reviewed membership: the requirement is implemented by the bounded timeline navigation surface in I5.,REVIEWED
CAN-LAM-FOLDER-014,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-FOLDER-015,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-FOLDER-016,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-FOLDER-017,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-FOLDER-018,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-FOLDER-019,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-FOLDER-020,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-FOLDER-021,WP-I6-003,Reviewed membership: the requirement is implemented by the bounded manual event creation surface in I6.,REVIEWED
CAN-LAM-FOLDER-023,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-024,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-025,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-FOLDER-026,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-027,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-029,WP-I6-010,Reviewed membership: the requirement is implemented by the bounded event and manage later ui surface in I6.,REVIEWED
CAN-LAM-FOLDER-030,WP-I6-010,Reviewed membership: the requirement is implemented by the bounded event and manage later ui surface in I6.,REVIEWED
CAN-LAM-FOLDER-031,WP-I6-003,Reviewed membership: the requirement is implemented by the bounded manual event creation surface in I6.,REVIEWED
CAN-LAM-FOLDER-032,WP-I10-002,Reviewed membership: the requirement is implemented by the bounded private local worker transport surface in I10.,REVIEWED
CAN-LAM-FOLDER-033,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-FOLDER-034,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-FOLDER-035,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-FOLDER-036,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-FOLDER-037,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-FOLDER-038,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-FOLDER-039,WP-I3-016,Reviewed membership: the requirement is implemented by the bounded settings root and drive registries surface in I3.,REVIEWED
CAN-LAM-FOLDER-040,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-FOLDER-041,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-FOLDER-042,WP-I4-006,Reviewed membership: the requirement is implemented by the bounded companion-media detection surface in I4.,REVIEWED
CAN-LAM-FOLDER-043,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-FOLDER-045,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-FOLDER-046,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-FOLDER-047,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-FOLDER-048,WP-I12-002,Reviewed membership: the requirement is implemented by the bounded drive disconnection state machine surface in I12.,REVIEWED
CAN-LAM-FOLDER-049,WP-I12-003,Reviewed membership: the requirement is implemented by the bounded drive reconnection and identity validation surface in I12.,REVIEWED
CAN-LAM-FOLDER-050,WP-I4-011,Reviewed membership: the requirement is implemented by the bounded filesystem reconciliation surface in I4.,REVIEWED
CAN-LAM-FOLDER-051,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-052,WP-I12-003,Reviewed membership: the requirement is implemented by the bounded drive reconnection and identity validation surface in I12.,REVIEWED
CAN-LAM-FOLDER-067,WP-I3-003,Reviewed membership: the requirement is implemented by the bounded root authorization model surface in I3.,REVIEWED
CAN-LAM-FOLDER-068,WP-I6-007,Reviewed membership: the requirement is implemented by the bounded event naming and normalization surface in I6.,REVIEWED
CAN-LAM-FOLDER-069,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-FOLDER-071,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-FOLDER-072,WP-I12-008,Reviewed membership: the requirement is implemented by the bounded cross-platform path adapters surface in I12.,REVIEWED
CAN-LAM-FOLDER-073,WP-I15-005,Reviewed membership: the requirement is implemented by the bounded signing and notarization pipeline surface in I15.,REVIEWED
CAN-LAM-FOLDER-076,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-077,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-FOLDER-078,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-GOV-018,WP-I11-010,Reviewed membership: the requirement is implemented by the bounded metadata snapshots and restore surface in I11.,REVIEWED
CAN-LAM-GOV-052,WP-I12-009,Reviewed membership: the requirement is implemented by the bounded drive transaction recovery surface in I12.,REVIEWED
CAN-LAM-GOV-054,WP-I12-008,Reviewed membership: the requirement is implemented by the bounded cross-platform path adapters surface in I12.,REVIEWED
CAN-LAM-GOV-062,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-GOV-065,WP-I1-002,Reviewed membership: the requirement is implemented by the bounded visible ui rebrand surface in I1.,REVIEWED
CAN-LAM-GOV-069,WP-I15-006,Reviewed membership: the requirement is implemented by the bounded runtime component licence decisions surface in I15.,REVIEWED
CAN-LAM-GOV-071,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-075,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-076,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-126,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-GOV-165,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-GOV-174,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-GOV-179,WP-I0-011,Explicit fragment review: Replaced a one-word extraction field with a traceability requirement.,REVIEWED
CAN-LAM-GOV-180,WP-I0-011,Explicit fragment review: Replaced a one-word proof field with a completion invariant.,REVIEWED
CAN-LAM-GOV-218,WP-I2-001,Reviewed membership: the requirement is implemented by the bounded tauri shell bootstrap surface in I2.,REVIEWED
CAN-LAM-GOV-224,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-GOV-237,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-GOV-238,WP-I13-002,Reviewed membership: the requirement is implemented by the bounded backup execution surface in I13.,REVIEWED
CAN-LAM-GOV-240,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-GOV-241,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-GOV-242,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-GOV-243,WP-I11-011,Reviewed membership: the requirement is implemented by the bounded edit revision conflicts surface in I11.,REVIEWED
CAN-LAM-GOV-244,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-GOV-245,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-246,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-247,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-248,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-249,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-250,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-251,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-252,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-253,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-GOV-254,WP-I3-012,Coordinator and manifest preparation is the prepare-and-stage transaction boundary.,REVIEWED
CAN-LAM-GOV-255,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-GOV-256,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-GOV-257,WP-I3-010,Reviewed membership: the requirement is implemented by the bounded filesystem operation journal surface in I3.,REVIEWED
CAN-LAM-GOV-258,WP-I12-007,Reviewed membership: the requirement is implemented by the bounded cross-volume copy and verify surface in I12.,REVIEWED
CAN-LAM-GOV-261,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-GOV-262,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-GOV-263,WP-I10-009,Reviewed membership: the requirement is implemented by the bounded local ocr surface in I10.,REVIEWED
CAN-LAM-GOV-264,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-GOV-265,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-GOV-266,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-GOV-270,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-GOV-273,WP-I0-011,Explicit fragment review: Replaced a one-word audit category with the evidence needed for a keep decision.,REVIEWED
CAN-LAM-GOV-274,WP-I15-015,Explicit fragment review: Replaced a one-word audit category with replacement-before-removal evidence.,REVIEWED
