original_requirement_id,source_plan,source_section,source_text,normalized_item_ids,disposition,rationale
LAM-DELETE-342,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,Every API endpoint,CAN-LAM-DELETE-342,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-343,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,Every shared type,CAN-LAM-DELETE-343,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-344,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,Every database dependency,CAN-LAM-DELETE-344,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-345,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,Retained behaviour relying on it,CAN-LAM-DELETE-345,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-346,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,Replacement requirement,CAN-LAM-DELETE-346,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-347,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,Safe removal phase,CAN-LAM-DELETE-347,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-348,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,It must be mapped file by file and symbol by symbol.,CAN-LAM-DELETE-348,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-349,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,Its user-facing behaviour is absent.,CAN-LAM-DELETE-349,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-350,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,Its routes are absent.,CAN-LAM-DELETE-350,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-351,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,Its code is absent or proven required as a neutral shared utility.,CAN-LAM-DELETE-351,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-352,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,Its dependencies are removed when no longer needed.,CAN-LAM-DELETE-352,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-353,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,Its environment variables are removed.,CAN-LAM-DELETE-353,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-354,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,No retained feature imports it.,CAN-LAM-DELETE-354,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-355,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,No runtime starts it.,CAN-LAM-DELETE-355,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-356,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,No installer requires it.,CAN-LAM-DELETE-356,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-357,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,No hidden network service remains.,CAN-LAM-DELETE-357,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-358,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,"Builds pass without Docker, PostgreSQL, or Redis running.",CAN-LAM-DELETE-358,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-359,02-EVERYTHING-WE-ARE-DELETING.md,46. Definition of “Deleted”,A final automated dependency scan confirms the removed subsystem is no longer load-bearing or imported by any retained file in Codebase/.,CAN-LAM-DELETE-359,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-360,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 16 — Final Cleanup & Release Reverification,Remove any remaining obsolete server code,CAN-LAM-DELETE-360,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-361,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 16 — Final Cleanup & Release Reverification,Remove any remaining PostgreSQL material,CAN-LAM-DELETE-361,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-362,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 16 — Final Cleanup & Release Reverification,Remove any remaining Redis material,CAN-LAM-DELETE-362,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-363,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 16 — Final Cleanup & Release Reverification,Remove any remaining Docker material,CAN-LAM-DELETE-363,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-364,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 16 — Final Cleanup & Release Reverification,Remove other obsolete code whose replacement-before-removal prerequisites now pass,CAN-LAM-DELETE-364,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-365,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,31. Implementation Completion Definition,"Every final removal requirement extracted from File 2 is Verified Removed at repository, runtime, installer, dependency, and UI scope.",CAN-LAM-DELETE-365,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-366,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,31. Implementation Completion Definition,Graphify confirms no retained feature depends on removed architecture.,CAN-LAM-DELETE-366,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-367,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,32. Rules for Autonomous Codex Runs,Never delete before replacement.,CAN-LAM-DELETE-367,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DELETE-368,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,33. Final Rule,What does Lamha delete?,CAN-LAM-DELETE-368,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-001,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Duplicate detection,CAN-LAM-DUPLICATE-001,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-002,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Side-by-side comparison for duplicates,CAN-LAM-DUPLICATE-002,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-003,01-EVERYTHING-WE-ARE-KEEPING.md,14.6 Backdrop events,These graph links do not duplicate or move files.,CAN-LAM-DUPLICATE-003,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-004,01-EVERYTHING-WE-ARE-KEEPING.md,21. Search,Duplicate state,CAN-LAM-DUPLICATE-004,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-005,01-EVERYTHING-WE-ARE-KEEPING.md,22. Local AI,Exact duplicate detection,CAN-LAM-DUPLICATE-005,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-006,01-EVERYTHING-WE-ARE-KEEPING.md,22.4 AI data control,Duplicate similarity data,CAN-LAM-DUPLICATE-006,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-007,01-EVERYTHING-WE-ARE-KEEPING.md,25. Duplicate Management,Exact hash duplicates,CAN-LAM-DUPLICATE-007,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-008,01-EVERYTHING-WE-ARE-KEEPING.md,33. External Filesystem and Drive Behaviour,Duplicate copy,CAN-LAM-DUPLICATE-008,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-009,01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Duplicate processing,CAN-LAM-DUPLICATE-009,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-010,02-EVERYTHING-WE-ARE-DELETING.md,25. Silent AI Finalization to Delete,Deletes a duplicate,CAN-LAM-DUPLICATE-010,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-011,02-EVERYTHING-WE-ARE-DELETING.md,34. Automatic Permanent Deletion to Delete,Automatic duplicate deletion,CAN-LAM-DUPLICATE-011,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-DUPLICATE-012,02-EVERYTHING-WE-ARE-DELETING.md,40. Unneeded Code and Dependencies to Delete After Mapping,Duplicate implementations,CAN-LAM-DUPLICATE-012,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-01,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-01; Sidecars; Media File Missing .asset.json; Scanner finds media.ext with no matching .asset.json.; In a writable normalized managed location, generate the minimum versioned sidecars and log it. In Manage Later, Linked, or read-only locations, index as unmanaged/degraded and offer reviewed sidecar creation or a Pending Overlay.; Do NOT delete media, invent approved metadata, or treat a read-only overlay as co-located completion.; After sidecars are committed, verify UUID/path/hash and clear the warning.",CAN-LAM-EDGE-01,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-02,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-02; Sidecars; Detached Sidecar (Missing Media File); Scanner finds .asset.json or .xmp with no matching primary media file on disk.; Retain the sidecar on disk; index the detached-sidecar state in the rebuildable SQLite store using names chosen during target-schema mapping; display a warning card in Review Centre.; Do NOT delete sidecar automatically; do NOT crash scanner.; If media file reappears later with matching UUID/hash, automatically reunite bundle and clear warning.",CAN-LAM-EDGE-02,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-03,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-03; Sidecars; External File Renaming or Moving; Scanner finds a new path with an exact stable UUID or full SHA-256 match.; Update the derived path index. If a deterministic, same-root, writable reunion is possible, transact the sidecars to match and log it; otherwise create Review.; Do NOT auto-match on filename/partial hash alone, cross an unauthorized boundary, create a duplicate UUID, or delete metadata.; Reunite or relink only after identity and destination checks; ambiguous candidates remain unresolved.",CAN-LAM-EDGE-03,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-04,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-04; Naming; Filename Sequence Collision on Target Directory; Event builder or move command targets destination where filename.ext already exists with different hash.; Append sequence suffix _001, _002 before extension (filename_001.ext); preserve original filename in sidecar.; Do NOT overwrite existing file; do NOT merge sidecars of different assets.; Record renamed path in .asset.json and SQLite; notify user in Review Centre log.",CAN-LAM-EDGE-04,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-05,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-05; External; Read-Only External Drive Connected; OS reports read-only state or a write returns permission/read-only failure.; Activate Detached Index Mode and store requested metadata edits as versioned Pending Overlays in Lamha’s OS application-data area.; Do NOT crash, claim the co-located sidecar changed, or perform structural mutations.; When writable, compare destination UUID/version/hash, show conflicts, commit the overlay transaction, verify, then remove the overlay.",CAN-LAM-EDGE-05,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-06,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata",LAM-EDGE-06; Events; Midnight-Spanning Celebration; Event assets run from day $D$ into day $D+1$.; Keep the user-defined event unified and name it from its approved start date (Year/YYYY-MM-DD_Event-Name/). A long gap may produce a split suggestion only.; Do NOT automatically split or create events from a time-gap heuristic.; The user may confirm a split through the reviewed event workflow; otherwise preserve unity.,CAN-LAM-EDGE-06,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-07,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-07; People; Accidental Person Merge; User merges face clusters representing different people.; Record a durable pre-merge snapshot and expose Undo in operation history.; Do NOT erase either UUID, rely on a one-second UI window, or overwrite historical face links.; Restore the exact pre-merge person/face/reference state from the durable transaction snapshot.",CAN-LAM-EDGE-07,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-08,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-08; Storage; Disk Full During Batch Move or Copy; OS returns ENOSPC during file write.; Abort the batch, retain source files, and roll back partial destinations using the coordinator/root manifest pair.; Do NOT delete sources, leave partial bundles, or rely on SQLite alone.; Clean only manifest-listed verified temporaries; reconcile/retain manifest history and notify the user.",CAN-LAM-EDGE-08,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-09,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-09; External; External Drive Disconnects Mid-Transfer; I/O error or device disconnect occurs during transfer.; Mark the transparent coordinator manifest interrupted, index that state in SQLite, retain the source bundle, and stop finalization.; Do NOT mark moved, delete source, or use SQLite as sole recovery state.; When the volume UUID reconnects, reconcile its root manifest and offer deterministic resume/rollback Review actions.",CAN-LAM-EDGE-09,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-10,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-10; Crash; Application Crash During File Organization; Startup finds an uncommitted local coordinator or root-scoped manifest.; Reconcile copies by transaction UUID, verify source/destination bundle hashes, and auto-finalize/roll back only when deterministic; otherwise open Review.; Do NOT ignore either copy, guess across a missing drive, or require command-line repair.; Persist recovery outcome to operation JSON/history, mark/reconcile manifests, re-index SQLite, and display the summary.",CAN-LAM-EDGE-10,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-11,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-11; Naming; Two Files Share Exact Same Original Filename & Timestamp; Scanner ingests distinct media with the same filename and timestamp.; Compare full hashes; differing hashes receive distinct UUIDs and a previewed deterministic _001, _002 sequence suffix.; Do NOT overwrite, merge sidecars, or assume a duplicate from name/time.; Commit both complete bundles and preserve each original filename.",CAN-LAM-EDGE-11,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-12,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-12; Sidecars; Malformed or Schema-Invalid Authoritative JSON; Versioned parser/schema validation fails.; Preserve the exact bytes in place, mark the asset/domain record degraded, use only verified last-known-good cache for read-only display, and open Review.; Do NOT overwrite, “repair” by guessing fields, or treat SQLite as replacement authority.; Offer restore from a verified snapshot or user-selected manual repair; validate and back up before commit.",CAN-LAM-EDGE-12,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-13,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-13; Sidecars; Future Unsupported Schema Version; The record’s required schema-version value is newer than the running app supports.; Preserve and treat that record as metadata read-only while allowing safe media viewing.; Do NOT downgrade, discard unknown fields, or write through an older schema.; Require a compatible Lamha version or an explicit supported export/migration path.",CAN-LAM-EDGE-13,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-14,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-14; Storage; Symlink / Junction / Reparse Escape; Canonical path resolution leaves the Authorized Path Set or forms a cycle.; Stop traversal at the boundary, record the link without following it, and show a scoped warning.; Do NOT traverse, scan, or mutate the external target by textual-prefix checks.; The user may authorize the resolved target as a separate Library Root; then rescan with cycle detection.",CAN-LAM-EDGE-14,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-15,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-15; Naming; Case / Unicode / Reserved-Name Collision; Destination filesystem comparison detects case-folded, Unicode-normalized, reserved-name, or length collision.; Show the collision in Preview and propose a deterministic cross-platform-safe suffix/sanitization.; Do NOT overwrite or rely on source-platform case sensitivity.; Commit only the user-approved safe name and preserve the original filename/path in JSON/history.",CAN-LAM-EDGE-15,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-16,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-16; Dates; Timestamp Missing Offset or Time Zone; Embedded timestamp has no reliable offset/time-zone provenance or sources disagree.; Preserve the raw source value and mark normalized time/zone uncertainty.; Do NOT silently assume UTC, local time, event time, or a folder date.; Show evidence in Review; a user-approved normalized value updates JSON while retaining the raw snapshot.",CAN-LAM-EDGE-16,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDGE-17,01-EVERYTHING-WE-ARE-KEEPING.md,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata","LAM-EDGE-17; Media; Incomplete Companion Set; One member of a Live Photo, Motion Photo pair, or RAW+JPEG link is missing/offline.; Keep each surviving bundle independently viewable and mark the companion link degraded.; Do NOT delete the survivor, fabricate the missing container, or collapse two UUIDs into one.; Relink by stored companion UUID/full hash when the member returns; otherwise allow explicit unlink with history.",CAN-LAM-EDGE-17,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-001,01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Privacy-clean export,CAN-LAM-EDIT-001,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-002,01-EVERYTHING-WE-ARE-KEEPING.md,5. Asset Bundle Standard,A privacy-clean export is outside the managed library unless explicitly imported.,CAN-LAM-EDIT-002,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-003,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Tag editing,CAN-LAM-EDIT-003,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-004,01-EVERYTHING-WE-ARE-KEEPING.md,26. Non-Destructive Editing,Crop,CAN-LAM-EDIT-004,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-005,01-EVERYTHING-WE-ARE-KEEPING.md,26. Non-Destructive Editing,Rotate,CAN-LAM-EDIT-005,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-006,01-EVERYTHING-WE-ARE-KEEPING.md,26. Non-Destructive Editing,Export edited copy,CAN-LAM-EDIT-006,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-007,01-EVERYTHING-WE-ARE-KEEPING.md,39. Required Legal and Attribution Material We Are Keeping,Privacy statement,CAN-LAM-EDIT-007,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-008,02-EVERYTHING-WE-ARE-DELETING.md,32. Destructive Metadata Removal Defaults to Delete,Treating privacy export and original mutation as the same action,CAN-LAM-EDIT-008,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-009,02-EVERYTHING-WE-ARE-DELETING.md,33. Automatic Original Overwrite to Delete,Automatic image overwrite after editing,CAN-LAM-EDIT-009,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-010,02-EVERYTHING-WE-ARE-DELETING.md,33. Automatic Original Overwrite to Delete,Non-destructive edited copies remain.,CAN-LAM-EDIT-010,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-011,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 11 — Metadata Mutation, Editing & Privacy",Non-destructive edit instructions,CAN-LAM-EDIT-011,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-012,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 11 — Metadata Mutation, Editing & Privacy",Derivative/export creation with new UUID or unmanaged-export rules,CAN-LAM-EDIT-012,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-013,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 11 — Metadata Mutation, Editing & Privacy",Privacy export,CAN-LAM-EDIT-013,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EDIT-014,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,32. Rules for Autonomous Codex Runs,Inspect actual code before editing.,CAN-LAM-EDIT-014,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-001,01-EVERYTHING-WE-ARE-KEEPING.md,1.3 Directional Source-of-Truth & Authority Matrix,Event attendees; Event JSON; None; SQLite event index; List of people present at the event; it NEVER auto-populates visible people.,CAN-LAM-EVENT-001,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-002,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Events,CAN-LAM-EVENT-002,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-003,01-EVERYTHING-WE-ARE-KEEPING.md,2.2 Single physical media copy,Event pages,CAN-LAM-EVENT-003,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-004,01-EVERYTHING-WE-ARE-KEEPING.md,2.4 Transparent and recoverable metadata,Event JSON,CAN-LAM-EVENT-004,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-005,01-EVERYTHING-WE-ARE-KEEPING.md,2.4 Transparent and recoverable metadata,Event XMP,CAN-LAM-EVENT-005,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-006,01-EVERYTHING-WE-ARE-KEEPING.md,3. Final Physical Media Library,"Additional Library Roots may contain normalized event folders, Linked Folders, Manage Later content, and only the root-scoped .app-data/root.json, .app-data/manifests/, and .app-data/trash/ control data. They must not contain a competing copy of the library-global people, group, relationship, tag, album, or map authority.",CAN-LAM-EVENT-006,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-007,01-EVERYTHING-WE-ARE-KEEPING.md,3. Final Physical Media Library,Normalized managed Event Folders.,CAN-LAM-EVENT-007,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-008,01-EVERYTHING-WE-ARE-KEEPING.md,3. Final Physical Media Library,Manage Later/ intake.,CAN-LAM-EVENT-008,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-009,01-EVERYTHING-WE-ARE-KEEPING.md,3.1 Event-folder naming,Use the event start date:,CAN-LAM-EVENT-009,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-010,01-EVERYTHING-WE-ARE-KEEPING.md,3.1 Event-folder naming,A multi-day event also uses its starting date. The full start and end date/time remain in event.json.,CAN-LAM-EVENT-010,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-EVENT-011,01-EVERYTHING-WE-ARE-KEEPING.md,3.2 Required event-folder contents,Every event has exactly one authoritative event.json and adjacent event.xmp mirror. A normalized writable event keeps them in its primary Event Folder. A logical-only event with no writable primary folder keeps them under the Primary Library Root’s .app-data/events/<event_uuid>/. Materializing or de-materializing an event moves the authoritative pair transactionally; two writable authoritative event records are forbidden.,CAN-LAM-EVENT-011,DATA_INTEGRITY_INVARIANT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
