work_package_id,prerequisite_work_package_id,dependency_type,technical_rationale,evidence,review_status,reviewer_type,review_revision,reviewer_status,artificial_adjacency
WP-I7-008,WP-I7-007,REQUIRES_IDENTITY,Temporal group memberships require stable group identities and cycle-safe hierarchy.,Group membership schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-009,WP-I7-002,REQUIRES_REVIEW_PROTOCOL,Scoped face corrections operate on persisted face candidates and preserve decision provenance.,Face candidate records,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-010,WP-I10-001,REQUIRES_AI_WORKER,AI privacy controls delete and rebuild worker-owned projections.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I7-010,WP-I7-001,REQUIRES_COMPONENT_DECISION,WP-I7-010 consumes the finalized Face model/runtime decision owned by WP-I7-001.,Pass C component ledger; component Face model/runtime.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I7-010,WP-I7-004,REQUIRES_IDENTITY,People and face privacy requires stable subject identity for scoped removal and visibility decisions.,Person identity and privacy classifications,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-011,WP-I7-004,REQUIRES_COMPONENT,People and groups UI requires authoritative person identity and typed group references.,People UI data source,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-001,WP-I3-001,REQUIRES_SCHEMA,Tag records and namespaces require the common authoritative record envelope.,Tag schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-002,WP-I8-001,REQUIRES_REVIEW_PROTOCOL,Tag candidates require stable tag identity before review decisions can approve assignments.,Tag and review-item schemas,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-004,WP-I7-004,REQUIRES_SCHEMA,Relationship endpoints are stable person IDs.,Prior curated dependency source: Relationship endpoints are stable person IDs.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I8-005,WP-I8-004,REQUIRES_GRAPH_MODEL,Multi-edge history requires authoritative relationship-edge identities and revisions.,Relationship and history schemas,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-006,WP-I8-005,REQUIRES_GRAPH_MODEL,Relationship projections and views derive only from versioned multi-edge history and approved rules.,Relationship projection rule,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-007,WP-I7-004,REQUIRES_IDENTITY,Photographer and camera-owner attribution requires stable person identities and distinct role fields.,Attribution authority decision,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-009,WP-I5-010,REQUIRES_CONTRACT,Relationship proposals use typed review transitions.,Prior curated dependency source: Relationship proposals use typed review transitions.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I8-010,WP-I8-004,REQUIRES_GRAPH_MODEL,Relationship provenance explanations require authoritative edge records and source evidence.,Relationship record provenance,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I9-001,WP-I8-004,REQUIRES_SCHEMA,Mind maps project canonical relationship records.,Prior curated dependency source: Mind maps project canonical relationship records.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I9-004,WP-I9-001,REQUIRES_GRAPH_MODEL,Event maps require canonical graph projection identity before event nodes and links render.,Knowledge-graph projection schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I9-006,WP-I3-001,REQUIRES_SCHEMA,Saved map drafts require durable versioned records.,Prior curated dependency source: Saved map drafts require durable versioned records.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I9-007,WP-I3-011,REQUIRES_CONTRACT,Map materialization emits a filesystem plan before mutation.,Prior curated dependency source: Map materialization emits a filesystem plan before mutation.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
