work_package_id,implementation_phase,name,objective,included_requirement_count,capability_diversity,read_mutation_summary,contracts_affected,schemas_affected,technical_prerequisites,tests,exit_gate,direct_dependents,classification,decision_rationale,reviewer_status,reviewer_type,review_revision
WP-I2-007,I2,IPC envelope and versioning,Implement and verify the bounded ipc envelope and versioning surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I2-001,"Focused success, boundary, and failure tests for ipc envelope and versioning; affected integration checks.",The ipc envelope and versioning objective and failure tests pass with no unrelated package work included.,WP-I10-001;WP-I2-005;WP-I2-008;WP-I2-011;WP-I3-001;WP-I5-010,KEEP,KEEP: IPC envelope and versioning remains the bounded I2 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I2-008,I2,Stable IPC errors,Implement and verify the bounded stable ipc errors surface.,0,0,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I2-007,"Focused success, boundary, and failure tests for stable ipc errors; affected integration checks.",The stable ipc errors objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Stable IPC errors remains the bounded I2 owner of its 0 requirements across 0 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I2-011,I2,Typed frontend command bridge,Implement and verify the bounded typed frontend command bridge surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I2-007,"Focused success, boundary, and failure tests for typed frontend command bridge; affected integration checks.",The typed frontend command bridge objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Typed frontend command bridge remains the bounded I2 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I2-013,I2,Desktop shell smoke proof,Implement and verify the bounded desktop shell smoke proof surface.,2,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I2-003,"Focused success, boundary, and failure tests for desktop shell smoke proof; affected integration checks.",The desktop shell smoke proof objective and failure tests pass with no unrelated package work included.,WP-I15-001,KEEP,KEEP: Desktop shell smoke proof remains the bounded I2 owner of its 2 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-001,I3,Authoritative record envelope,Implement and verify the bounded authoritative record envelope surface.,31,5,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I2-007,"Focused success, boundary, and failure tests for authoritative record envelope; affected integration checks.",The authoritative record envelope objective and failure tests pass with no unrelated package work included.,WP-I11-004;WP-I13-001;WP-I3-002;WP-I3-005;WP-I3-007;WP-I3-008;WP-I3-015;WP-I5-006;WP-I6-002;WP-I8-001;WP-I9-006,KEEP,KEEP: Authoritative record envelope remains the bounded I3 owner of its 31 requirements across 5 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-002,I3,Stable asset identity,Implement and verify the bounded stable asset identity surface.,13,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-001,"Focused success, boundary, and failure tests for stable asset identity; affected integration checks.",The stable asset identity objective and failure tests pass with no unrelated package work included.,WP-I10-011;WP-I3-011;WP-I4-001;WP-I4-006;WP-I4-009;WP-I5-013;WP-I5-016;WP-I7-002,KEEP,KEEP: Stable asset identity remains the bounded I3 owner of its 13 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-003,I3,Root authorization model,Implement and verify the bounded root authorization model surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I2-004,"Focused success, boundary, and failure tests for root authorization model; affected integration checks.",The root authorization model objective and failure tests pass with no unrelated package work included.,WP-I12-001;WP-I3-004;WP-I3-010;WP-I3-011;WP-I3-016;WP-I4-001;WP-I5-015,KEEP,KEEP: Root authorization model remains the bounded I3 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-004,I3,Path normalization and escape protection,Implement and verify the bounded path normalization and escape protection surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-003,"Focused success, boundary, and failure tests for path normalization and escape protection; affected integration checks.",The path normalization and escape protection objective and failure tests pass with no unrelated package work included.,WP-I12-008;WP-I3-012,KEEP,KEEP: Path normalization and escape protection remains the bounded I3 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-005,I3,Sidecar read protocol,Implement and verify the bounded sidecar read protocol surface.,2,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-001,"Focused success, boundary, and failure tests for sidecar read protocol; affected integration checks.",The sidecar read protocol objective and failure tests pass with no unrelated package work included.,WP-I3-006;WP-I4-008;WP-I5-016,KEEP,KEEP: Sidecar read protocol remains the bounded I3 owner of its 2 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-006,I3,Sidecar write protocol,"Write co-located asset JSON and XMP mirrors through a schema-valid sidecar write protocol, preserve exact bytes on validation failure, and keep authoritative knowledge separate from rebuildable indexes.",3,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Sidecar write protocol contracts,Asset and XMP sidecar records,WP-I3-005,"Fixture suite covering JSON/XMP writes, schema validation failure preservation, mirror alignment, and index separation.",Sidecar write fixture suite passes.,WP-I11-001;WP-I11-010;WP-I5-017,REBUILD,"REBUILD: Sidecar write protocol objective, exclusions, tests, and exit gate were re-authored to match its contents. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-007,I3,Authoritative schema migrations,Implement and verify the bounded authoritative schema migrations surface.,0,0,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-001,"Focused success, boundary, and failure tests for authoritative schema migrations; affected integration checks.",The authoritative schema migrations objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Authoritative schema migrations remains the bounded I3 owner of its 0 requirements across 0 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-008,I3,SQLite migration framework,Implement and verify the bounded sqlite migration framework surface.,9,5,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-001,"Focused success, boundary, and failure tests for sqlite migration framework; affected integration checks.",The sqlite migration framework objective and failure tests pass with no unrelated package work included.,WP-I3-009;WP-I4-001;WP-I4-010,KEEP,KEEP: SQLite migration framework remains the bounded I3 owner of its 9 requirements across 5 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-009,I3,Derived-index rebuild contract,Implement and verify the bounded derived-index rebuild contract surface.,9,4,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-008,"Focused success, boundary, and failure tests for derived-index rebuild contract; affected integration checks.",The derived-index rebuild contract objective and failure tests pass with no unrelated package work included.,WP-I13-009;WP-I13-011,KEEP,KEEP: Derived-index rebuild contract remains the bounded I3 owner of its 9 requirements across 4 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-010,I3,Filesystem operation journal,Implement and verify the bounded filesystem operation journal surface.,4,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-003,"Focused success, boundary, and failure tests for filesystem operation journal; affected integration checks.",The filesystem operation journal objective and failure tests pass with no unrelated package work included.,WP-I13-006;WP-I3-014,KEEP,KEEP: Filesystem operation journal remains the bounded I3 owner of its 4 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-011,I3,File-operation plan contract,Implement and verify the bounded file-operation plan contract surface.,11,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-002;WP-I3-003,"Focused success, boundary, and failure tests for file-operation plan contract; affected integration checks.",The file-operation plan contract objective and failure tests pass with no unrelated package work included.,WP-I11-001;WP-I13-005;WP-I13-006;WP-I3-012;WP-I6-009;WP-I9-007,KEEP,KEEP: File-operation plan contract remains the bounded I3 owner of its 11 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-012,I3,Prepare and stage transaction,Implement and verify the bounded prepare and stage transaction surface.,2,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-004;WP-I3-011,"Focused success, boundary, and failure tests for prepare and stage transaction; affected integration checks.",The prepare and stage transaction objective and failure tests pass with no unrelated package work included.,WP-I11-006;WP-I13-002;WP-I13-006,KEEP,KEEP: Prepare and stage transaction remains the bounded I3 owner of its 2 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-014,I3,Crash recovery engine,Implement and verify the bounded crash recovery engine surface.,2,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-010,"Focused success, boundary, and failure tests for crash recovery engine; affected integration checks.",The crash recovery engine objective and failure tests pass with no unrelated package work included.,WP-I11-012;WP-I12-007;WP-I13-008,KEEP,KEEP: Crash recovery engine remains the bounded I3 owner of its 2 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-015,I3,Revision and concurrency preconditions,Implement and verify the bounded revision and concurrency preconditions surface.,3,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-001,"Focused success, boundary, and failure tests for revision and concurrency preconditions; affected integration checks.",The revision and concurrency preconditions objective and failure tests pass with no unrelated package work included.,WP-I11-011,KEEP,KEEP: Revision and concurrency preconditions remains the bounded I3 owner of its 3 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I3-016,I3,Settings root and drive registries,Implement and verify the bounded settings root and drive registries surface.,2,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-003,"Focused success, boundary, and failure tests for settings root and drive registries; affected integration checks.",The settings root and drive registries objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Settings root and drive registries remains the bounded I3 owner of its 2 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-001,I4,Initial recursive scanner,Implement and verify the bounded initial recursive scanner surface.,17,5,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-002;WP-I3-003;WP-I3-008,"Focused success, boundary, and failure tests for initial recursive scanner; affected integration checks.",The initial recursive scanner objective and failure tests pass with no unrelated package work included.,WP-I4-002;WP-I4-003;WP-I4-007;WP-I6-001,KEEP,KEEP: Initial recursive scanner remains the bounded I4 owner of its 17 requirements across 5 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-002,I4,Incremental scan and watcher reconciliation,Implement and verify the bounded incremental scan and watcher reconciliation surface.,5,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-001,"Focused success, boundary, and failure tests for incremental scan and watcher reconciliation; affected integration checks.",The incremental scan and watcher reconciliation objective and failure tests pass with no unrelated package work included.,WP-I4-011,KEEP,KEEP: Incremental scan and watcher reconciliation remains the bounded I4 owner of its 5 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-003,I4,Media format classification,Implement and verify the bounded media format classification surface.,3,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-001,"Focused success, boundary, and failure tests for media format classification; affected integration checks.",The media format classification objective and failure tests pass with no unrelated package work included.,WP-I4-004;WP-I4-005;WP-I4-006;WP-I4-008;WP-I4-009,KEEP,KEEP: Media format classification remains the bounded I4 owner of its 3 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-004,I4,HEIF and RAW decode pipeline,Implement and verify the bounded heif and raw decode pipeline surface.,0,0,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-003,"Focused success, boundary, and failure tests for heif and raw decode pipeline; affected integration checks.",The heif and raw decode pipeline objective and failure tests pass with no unrelated package work included.,WP-I5-003,KEEP,KEEP: HEIF and RAW decode pipeline remains the bounded I4 owner of its 0 requirements across 0 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-005,I4,Video probing and playback assets,Implement and verify the bounded video probing and playback assets surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-003,"Focused success, boundary, and failure tests for video probing and playback assets; affected integration checks.",The video probing and playback assets objective and failure tests pass with no unrelated package work included.,WP-I5-004,KEEP,KEEP: Video probing and playback assets remains the bounded I4 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-006,I4,Companion-media detection,Implement and verify the bounded companion-media detection surface.,3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-002;WP-I4-003,"Focused success, boundary, and failure tests for companion-media detection; affected integration checks.",The companion-media detection objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Companion-media detection remains the bounded I4 owner of its 3 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-007,I4,Content hashing and verification,Implement and verify the bounded content hashing and verification surface.,2,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-001,"Focused success, boundary, and failure tests for content hashing and verification; affected integration checks.",The content hashing and verification objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Content hashing and verification remains the bounded I4 owner of its 2 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-008,I4,Metadata extraction,Implement and verify the bounded metadata extraction surface.,11,4,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-005;WP-I4-003,"Focused success, boundary, and failure tests for metadata extraction; affected integration checks.",The metadata extraction objective and failure tests pass with no unrelated package work included.,WP-I5-008,KEEP,KEEP: Metadata extraction remains the bounded I4 owner of its 11 requirements across 4 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-009,I4,Thumbnail and preview generation,Implement and verify the bounded thumbnail and preview generation surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-002;WP-I4-003,"Focused success, boundary, and failure tests for thumbnail and preview generation; affected integration checks.",The thumbnail and preview generation objective and failure tests pass with no unrelated package work included.,WP-I14-011;WP-I5-001,KEEP,KEEP: Thumbnail and preview generation remains the bounded I4 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-010,I4,Asset and path index,Implement and verify the bounded asset and path index surface.,14,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-008,"Focused success, boundary, and failure tests for asset and path index; affected integration checks.",The asset and path index objective and failure tests pass with no unrelated package work included.,WP-I12-004;WP-I4-012;WP-I5-001;WP-I5-002;WP-I5-007;WP-I5-015;WP-I6-004,KEEP,KEEP: Asset and path index remains the bounded I4 owner of its 14 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-011,I4,Filesystem reconciliation,Implement and verify the bounded filesystem reconciliation surface.,2,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-002,"Focused success, boundary, and failure tests for filesystem reconciliation; affected integration checks.",The filesystem reconciliation objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Filesystem reconciliation remains the bounded I4 owner of its 2 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I4-012,I4,Initial textual index,Implement and verify the bounded initial textual index surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-010,"Focused success, boundary, and failure tests for initial textual index; affected integration checks.",The initial textual index objective and failure tests pass with no unrelated package work included.,WP-I5-011,KEEP,KEEP: Initial textual index remains the bounded I4 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-001,I5,Gallery grid and virtualization,"Render the gallery grid from local records with adjustable density, fast thumbnail cache loading within budget, and keyboard-operable retained components.",3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Gallery grid and thumbnail-loading contracts,Gallery view and thumbnail-cache records,WP-I4-009;WP-I4-010,"Fixture suite covering grid density changes, thumbnail cache hits/misses, budget responsiveness, and keyboard operability.",Gallery grid fixture suite passes.,WP-I14-003;WP-I5-005;WP-I5-012,REBUILD,"REBUILD: Gallery grid and virtualization objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-002,I5,Timeline navigation,"Navigate the timeline by date from local records, render event/folder browsing, mark missing-media and offline-drive states, and preserve prior position on load failure.",7,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Timeline navigation and browsing contracts,Timeline view projections,WP-I4-010,"Fixture suite covering date scrolling/jumping, event/folder browsing, missing-media/offline indicators, and position preservation on failure.",Timeline navigation fixture suite passes.,,REBUILD,"REBUILD: Timeline navigation objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-003,I5,Image viewer,Implement and verify the bounded image viewer surface.,7,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-004,"Focused success, boundary, and failure tests for image viewer; affected integration checks.",The image viewer objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Image viewer remains the bounded I5 owner of its 7 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-004,I5,Video viewer,Implement and verify the bounded video viewer surface.,6,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-005,"Focused success, boundary, and failure tests for video viewer; affected integration checks.",The video viewer objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Video viewer remains the bounded I5 owner of its 6 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-005,I5,Selection and keyboard navigation,Implement and verify the bounded selection and keyboard navigation surface.,3,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I5-001,"Focused success, boundary, and failure tests for selection and keyboard navigation; affected integration checks.",The selection and keyboard navigation objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Selection and keyboard navigation remains the bounded I5 owner of its 3 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
