record_id,previous_statement,disposition,why_previous_invalid,source_preserved,review_status
CAN-LAM-GOV-029,"Recorded evidence must demonstrate: Gate 5; Tauri IPC & UI Wiring; Target UI uses live mapped Tauri IPC and real local state; no target screen is completed on mock data.; UI, command, DTO, or user-workflow work.; End-to-end result plus command/symbol links and visual evidence where relevant.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 57-57,NOT_APPLICABLE
CAN-LAM-GOV-030,"Recorded evidence must demonstrate: Architecture work from Phase 2 onward, every subsystem removal, and final Phase 16 cleanup.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 58-58,NOT_APPLICABLE
CAN-LAM-GOV-031,Recorded evidence must demonstrate: Dependency/runtime scan with declared scope plus Graphify/Ponytail evidence and rollback/baseline reference.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 58-58,NOT_APPLICABLE
CAN-LAM-GOV-032,"Recorded evidence must demonstrate: Gate 7; Transaction, Recovery & Data-Safety Proof; Failure injection proves no authoritative bundle/metadata loss, partial commit, or unrecoverable mutation.; Filesystem or authoritative metadata mutation, Trash, backup, overlay, and recovery work.; Failure scenario, pre/post hashes/state, and recovery log.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 59-59,NOT_APPLICABLE
CAN-LAM-GOV-033,"Recorded evidence must demonstrate: Gate 8; Traceability & Proof Linkage; Requirement ID links source clause, current evidence, target symbol, classification, phase, applicable gates, and commit/worktree proof.; Every mapped or completed requirement.; Updated canonical trackers with no dangling references.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 60-60,NOT_APPLICABLE
CAN-LAM-GOV-034,"Implementation must honor this constraint: To enforce disciplined tracking across all 17 implementation phases, every requirement ID (LAM-) tracked in Graphify MUST follow this exact 8-state lifecycle transition graph: stateDiagram-v2 / [] -- NotMapped: Requirement Identified in Master Plan / NotMapped -- Mapped: Current Evidence and Target Recorded in Traceability Matrices / Mapped -- NotStarted: Phase Execution Initiated / NotStarted -- InProgress: Coding Model Begins Implementation / InProgress -- Implemented: Code Written & Compiles (Gate 1 Passed) / InProgress -- Blocked: Ambiguity / Missing Dependency (Logged in BLOCKEDORUNKNOWN.md) / Blocked -- InProgress: Dependency Resolved / Decision Provided / Implemented -- Testing: Automated Test Suites Executing / Testing -- Failed: Any Applicable Gate Fails / Failed -- InProgress: Code Fixes Applied / Testing -- Verified: All Applicable Gates Pass; Others Have Reasoned N/A / Verified -- Complete: Proof Link Recorded in Tracker (Gate 8 Satisfied) / Complete -- []: Phase Signed Off.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 66-83,NOT_APPLICABLE
CAN-LAM-GOV-035,"Recorded evidence must demonstrate: 0; Repository Proof & Corpus Inventory; Roots, worktree, exclusions, current commands, legal files, and non-destructive baseline are recorded; Codebase/ is unchanged.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 93-93,NOT_APPLICABLE
CAN-LAM-GOV-036,"Recorded evidence must demonstrate: 1; Graphify Mapping & Master-Plan Traceability; Raw directed graph plus verified current architecture, bottom-up features, dependencies, tests, requirement IDs, classifications, target locations, phase ownership, and applicable gates reach the planning-complete criteria.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 94-94,NOT_APPLICABLE
CAN-LAM-GOV-037,Implementation must honor this constraint: 2; Rebranding Foundation; Lamha identity is introduced without removing attribution or breaking baseline compatibility.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 95-95,NOT_APPLICABLE
CAN-LAM-GOV-038,Implementation must honor this constraint: 3; Tauri Desktop Shell; A Tauri 2 client/static Svelte/SvelteKit shell launches without a server in its desktop runtime path.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 96-96,NOT_APPLICABLE
CAN-LAM-GOV-039,"Implementation must honor this constraint: 4; Local Data Foundation; Authorized paths, scanning/watchers, canonical sidecars, derived SQLite, saved JSON, and transaction foundations work together.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 97-97,NOT_APPLICABLE
CAN-LAM-GOV-040,Implementation must honor this constraint: 5; Asset API Replacement; Gallery/viewer/metadata/album/favorite/basic-search/memory/map-browsing and the generic Review shell use local Tauri IPC and real local data.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 98-98,NOT_APPLICABLE
CAN-LAM-GOV-041,Implementation must honor this constraint: 6; Manage Later & Events; Non-mutating intake plus reviewed event create/merge/link/split/normalization works.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 99-99,NOT_APPLICABLE
CAN-LAM-GOV-042,"Implementation must honor this constraint: 7; Faces, People & Groups; The face-specific local-AI inference slice, stable people, corrections, groups, subgroups, aliases, and temporal memberships work; broader AI tasks remain Phase 10.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 100-100,NOT_APPLICABLE
CAN-LAM-GOV-043,"Implementation must honor this constraint: 8; Tags, Relationships, Smart Views & Attribution; Tag provenance/review, multiple simultaneous/historical built-in and custom relationship edges, certainty, explicit three-bucket projection, nine views, photographer, camera owner, importer, visible people, and attendees remain distinct.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 101-101,NOT_APPLICABLE
CAN-LAM-GOV-044,"Implementation must honor this constraint: 9; Mind Maps; Folder/event and relationship maps save safely; materialization is explicit, transactional, and reversible.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 102-102,NOT_APPLICABLE
CAN-LAM-GOV-045,"Recorded evidence must demonstrate: 10; Local AI Completeness; Shared local-worker supervision, selected non-network IPC, hardware scheduling, OCR/semantic/duplicate/similarity processing, task invalidation, and AI suggestion review work with no network listener.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 103-103,NOT_APPLICABLE
CAN-LAM-GOV-046,"Implementation must honor this constraint: 11; Metadata Mutation, Editing & Privacy; Non-destructive editing/derivatives plus scoped clear/unmanage, embedded-metadata removal, snapshots, restore, and privacy-clean export work safely.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 104-104,NOT_APPLICABLE
CAN-LAM-GOV-047,"Implementation must honor this constraint: 12; External Drives & Filesystem Resilience; Drive identity, Detached Index Mode, Pending Overlays, cross-drive transfer, reconciliation, and crash recovery are proven.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 105-105,NOT_APPLICABLE
CAN-LAM-GOV-048,"Implementation must honor this constraint: 13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 106-106,NOT_APPLICABLE
CAN-LAM-GOV-049,"Implementation must honor this constraint: 14; Performance, Accessibility & Desktop UX; 10k/50k/100k tiers, virtualization, memory/background work, accessibility, and desktop interaction targets are measured and met.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 107-107,NOT_APPLICABLE
CAN-LAM-GOV-050,"Recorded evidence must demonstrate: 15; Full Integration, Parity & Cross-Platform Packaging; Retained-feature parity, clean-machine Windows/macOS/Linux packages, legal inventory, and all applicable pre-removal gates pass while legacy source remains available as evidence.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 108-108,NOT_APPLICABLE
CAN-LAM-GOV-051,Recorded evidence must demonstrate: 16; Final Cleanup & Release Reverification; Remaining obsolete server/auth/sharing/mobile/admin/container/database/queue remnants and dependencies are removed symbol-by-symbol; final packages and repository-wide scans prove no residual runtime path remains.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 109-109,NOT_APPLICABLE
CAN-LAM-GOV-053,"Recorded evidence must demonstrate: Mapping must attach each LAM-EDGE- item to detection, transaction, UI, and recovery symbols/tests.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 115-115,NOT_APPLICABLE
CAN-LAM-GOV-056,Implementation must honor this constraint: Planned command assigned to a specific implementation phase.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 124-124,NOT_APPLICABLE
CAN-LAM-GOV-060,"Recorded evidence must demonstrate: No model may execute a command merely because an illustrative command name appears in a Master Plan, create an unplanned script during mapping, or mark a gate passed when the registered command does not exist or did not run.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 129-129,NOT_APPLICABLE
CAN-LAM-GOV-061,Recorded evidence must demonstrate: A failing applicable gate blocks completion of the affected requirement; pre-existing unrelated failures must be recorded and proven unrelated.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 129-129,NOT_APPLICABLE
CAN-LAM-GOV-064,Recorded evidence must demonstrate: Required tests.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 150-150,NOT_APPLICABLE
CAN-LAM-GOV-066,Implementation must honor this constraint: Required upstream documentation until classified.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 152-152,NOT_APPLICABLE
CAN-LAM-GOV-067,Implementation must honor this constraint: Required generated sources until replaced.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 153-153,NOT_APPLICABLE
CAN-LAM-GOV-068,"Recorded evidence must demonstrate: Codebase/ must not contain scattered Lamha planning, tracking, mapping, audit, status, completion, handoff, or Graphify-generated Markdown files.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 155-155,NOT_APPLICABLE
CAN-LAM-GOV-070,Recorded evidence must demonstrate: Test plans.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 170-170,NOT_APPLICABLE
CAN-LAM-GOV-072,"Lamha must provide Within the three-file authority set, apply domain ownership rather than filename precedence.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 205-205,NOT_APPLICABLE
CAN-LAM-GOV-073,"Lamha must provide File 2 decides which final behaviours, architectures, and dependencies are absent, while never authorizing early deletion.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 208-208,NOT_APPLICABLE
CAN-LAM-GOV-074,"Implementation must honor this constraint: Examples never override a MUST, MUST NOT, closed enum, controlled exception, or phase boundary.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 211-211,NOT_APPLICABLE
CAN-LAM-GOV-077,Lamha must provide Check existing codebase data models and type definitions first.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 226-226,NOT_APPLICABLE
CAN-LAM-GOV-078,Lamha must provide Check the Disambiguation Matrices and explicit schemas in File 1 and File 2.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 227-227,NOT_APPLICABLE
CAN-LAM-GOV-079,"Recorded evidence must demonstrate: If still undefined or ambiguous, explicitly log the item in Graphify/05-keep-port-rewrite-remove/BLOCKEDORUNKNOWN.md as DEFERRED — REQUIRES PRODUCT DECISION and halt that specific task rather than inventing a solution.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 228-228,NOT_APPLICABLE
CAN-LAM-GOV-080,Implementation must honor this constraint: Read all three master-plan files.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 236-236,NOT_APPLICABLE
CAN-LAM-GOV-081,Implementation must honor this constraint: Resolve the real repository root.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 237-237,NOT_APPLICABLE
CAN-LAM-GOV-085,Implementation must honor this constraint: Map every master-plan requirement.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 241-241,NOT_APPLICABLE
CAN-LAM-GOV-087,Recorded evidence must demonstrate: Map tests.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 243-243,NOT_APPLICABLE
CAN-LAM-GOV-090,Implementation must honor this constraint: Produce a safe implementation order.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 246-246,NOT_APPLICABLE
CAN-LAM-GOV-091,Implementation must honor this constraint: Produce a safe deletion order.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 247-247,NOT_APPLICABLE
CAN-LAM-GOV-092,Recorded evidence must demonstrate: Produce test gates.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 248-248,NOT_APPLICABLE
CAN-LAM-GOV-103,"Implementation must honor this constraint: Dependency installation, formatting, code generation, and commands with unknown write behaviour are forbidden in Phase 0/1.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 262-262,NOT_APPLICABLE
CAN-LAM-GOV-104,"Recorded evidence must demonstrate: When operating in Phase 0 or Phase 1, any content change or generated artifact inside Codebase/ is a task failure. Verify the before/after worktree and generated-file inventory; do not “clean up” by deleting unknown user files.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 266-266,NOT_APPLICABLE
CAN-LAM-GOV-105,"Implementation must honor this constraint: When executing Implementation Phase N, modifying or deleting files assigned exclusively to Phase N+1 is strictly forbidden.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 267-267,NOT_APPLICABLE
CAN-LAM-GOV-106,"Recorded evidence must demonstrate: You must complete, test, and verify Phase N before transitioning to the next phase.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 267-267,NOT_APPLICABLE
CAN-LAM-GOV-107,Recorded evidence must demonstrate: Graphify must create: Graphify/ / ├── Master Plan/ / │ ├── 01-EVERYTHING-WE-ARE-KEEPING.md / │ ├── 02-EVERYTHING-WE-ARE-DELETING.md / │ └── 03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / │ / ├── graphify-out/ / │ ├── graph.json / │ ├── graph.html / │ ├── GRAPHREPORT.md / │ └── cost.json / │ / ├── 00-corpus-inventory/ / │ ├── RESOLVEDPATHS.md / │ ├── REPOSITORYINVENTORY.md / │ ├── DIRECTORYSUMMARY.md / │ ├── TECHNOLOGYSTACK.md / │ ├── GENERATEDANDVENDOREXCLUSIONS.md / │ └── BASELINESTATUS.md / │ / ├── 01-current-architecture/ / │ ├── ARCHITECTUREOVERVIEW.md / │ ├── PROCESSANDSERVICEMAP.md / │ ├── DATAFLOWMAP.md / │ ├── STORAGEMODEL.md / │ ├── FRONTENDARCHITECTURE.md / │ ├── SERVERARCHITECTURE.md / │ ├── MACHINELEARNINGARCHITECTURE.md / │ ├── JOBANDQUEUEARCHITECTURE.md / │ └── PLATFORMANDDEPLOYMENTMAP.md / │ / ├── 02-existing-feature-map/ / │ ├── FEATUREINDEX.md / │ ├── GALLERYANDTIMELINE.md / │ ├── ASSETVIEWER.md / │ ├── METADATA.md / │ ├── PEOPLEANDFACES.md / │ ├── SEARCHANDOCR.md / │ ├── TAGS.md / │ ├── ALBUMSANDFAVORITES.md / │ ├── MEMORIES.md / │ ├── MAPANDLOCATION.md / │ ├── DUPLICATES.md / │ ├── EDITING.md / │ ├── LIBRARIESANDSTORAGE.md / │ ├── JOBSANDNOTIFICATIONS.md / │ ├── AUTHENTICATIONANDUSERS.md / │ ├── SHARINGANDMOBILEBACKUP.md / │ ├── ADMINISTRATION.md / │ └── SETTINGS.md / │ / ├── 03-dependency-graphs/ / │ ├── FRONTENDTOAPIMAP.md / │ ├── APITOSERVICEMAP.md / │ ├── SERVICETODATABASEMAP.md / │ ├── UICOMPONENTDEPENDENCIES.md / │ ├── SHAREDTYPESMAP.md / │ ├── MACHINELEARNINGDEPENDENCIES.md / │ ├── JOBQUEUEDEPENDENCIES.md / │ ├── STORAGEDEPENDENCIES.md / │ ├── AUTHDEPENDENCIES.md / │ └── REMOVALBLOCKERS.md / │ / ├── 04-master-plan-traceability/ / │ ├── MASTERPLANREQUIREMENTINDEX.md / │ ├── REQUIREMENTTOCODEMATRIX.md / │ ├── REQUIREMENTTOTESTMATRIX.md / │ ├── UNMAPPEDREQUIREMENTS.md / │ ├── PARTIALLYMAPPEDREQUIREMENTS.md / │ ├── CODEWITHOUTTARGETREQUIREMENT.md / │ └── TRACEABILITYCOVERAGE.md / │ / ├── 05-keep-port-rewrite-remove/ / │ ├── DECISIONMATRIX.md / │ ├── KEEP.md / │ ├── PORT.md / │ ├── REWRITE.md / │ ├── REPLACE.md / │ ├── REMOVE.md / │ ├── TEMPORARILYRETAIN.md / │ └── BLOCKEDORUNKNOWN.md / │ / ├── 06-target-desktop-architecture/ / │ ├── TARGETARCHITECTURE.md / │ ├── TAURICOMMANDMAP.md / │ ├── RUSTMODULEMAP.md / │ ├── SQLITEINDEXMAP.md / │ ├── SIDECARANDSCHEMAMAP.md / │ ├── LOCALAIWORKERMAP.md / │ ├── FILESYSTEMTRANSACTIONMAP.md / │ ├── REVIEWCENTREMAP.md / │ └── CROSSPLATFORMBOUNDARIES.md / │ / ├── 07-removal-and-implementation-order/ / │ ├── SAFEREMOVALORDER.md / │ ├── REPLACEMENTBEFOREREMOVAL.md / │ ├── IMPLEMENTATIONPHASES.md / │ ├── FILESBYPHASE.md / │ ├── DEPENDENCYGATES.md / │ └── NOEARLYDELETERULES.md / │ / ├── 08-test-and-proof-plan/ / │ ├── CURRENTTESTINVENTORY.md / │ ├── BASELINETESTRESULTS.md / │ ├── TESTGAPANALYSIS.md / │ ├── TESTSBYREQUIREMENT.md / │ ├── TESTSBYIMPLEMENTATIONPHASE.md / │ ├── FILESYSTEMSAFETYTESTS.md / │ ├── AIVALIDATIONTESTS.md / │ ├── CROSSPLATFORMTESTS.md / │ ├── PERFORMANCETESTS.md / │ └── RELEASEPROOFGATES.md / │ / ├── 09-risk-register/ / │ ├── RISKREGISTER.md / │ ├── DATALOSSRISKS.md / │ ├── LICENSINGRISKS.md / │ ├── PERFORMANCERISKS.md / │ ├── CROSSPLATFORMRISKS.md / │ └── MIGRATIONRISKS.md / │ / └── 10-completion-tracker/ / ├── PLANNINGCOMPLETIONTRACKER.md / ├── COVERAGEAUDIT.md / ├── DOUBLECHECKREPORT.md / ├── OPENDECISIONS.md / └── FINALPLANNINGHANDOFF.md.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 273-403,NOT_APPLICABLE
CAN-LAM-GOV-108,Recorded evidence must demonstrate: The directory names (00-corpus-inventory to 10-completion-tracker) and curated markdown filenames listed above are immutable canonical paths.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 407-407,NOT_APPLICABLE
CAN-LAM-GOV-109,"Implementation must honor this constraint: A weaker coding model MUST NEVER rename them, invent parallel shorthand directories, or treat a generated graph report as a substitute for the verified curated maps.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 407-407,NOT_APPLICABLE
CAN-LAM-GOV-110,"Recorded evidence must demonstrate: Graphify mapping begins only in Phase 1, after the specification-repair gate and Phase 0 inventory are complete.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 413-413,NOT_APPLICABLE
CAN-LAM-GOV-111,Implementation must honor this constraint: It must run with Graphify/ as the working directory and ../Codebase as the scan corpus.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 413-413,NOT_APPLICABLE
CAN-LAM-GOV-112,"Implementation must honor this constraint: Before execution, confirm that output, extraction cache, converted sidecars, and temporary paths resolve outside Codebase/; if the installed version cannot guarantee that, use a disposable read-only snapshot outside Codebase/ and preserve repository-relative source mapping.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 413-413,NOT_APPLICABLE
CAN-LAM-GOV-113,Implementation must honor this constraint: The intended later invocation is a deep directed graph build against ../Codebase; the exact installed CLI syntax must be confirmed before execution.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 415-415,NOT_APPLICABLE
CAN-LAM-GOV-114,"Implementation must honor this constraint: Directed edges are required because caller/callee, importer/imported, route/handler, producer/consumer, and replacement/blocker direction matters.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 415-415,NOT_APPLICABLE
CAN-LAM-GOV-116,Implementation must honor this constraint: Any external semantic provider requires separate explicit user authorization for that mapping run.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 417-417,NOT_APPLICABLE
