Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I3-001,CAN-LAM-ASSET-109,WP-I3-001,WP-I3-001,Local data authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/assets/immich-logo.json;Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte;Codebase/web/src/routes/(user)/tags/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/tags/[[photos=photos]]/[[assetId=id]]/+page.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Tag fixture must keep approved and candidate tags separate.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ASSET-109 source locator lines 1436-1436 and Codebase evidence ['Codebase/mobile/assets/immich-logo.json', 'Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte'] support placement in WP-I3-001.",requirements.csv:lines 1436-1436; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-109; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-ASSET-113,WP-I3-001,WP-I3-001,Local data authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/model/sync_asset_exif_v1.dart;Codebase/server/src/schema/tables/asset-exif.table.ts;Codebase/server/test/factories/asset-exif.factory.ts;Codebase/server/test/medium/specs/sync/sync-asset-exif.spec.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Location fixture with raw-value retention.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ASSET-113 source locator lines 1441-1441 and Codebase evidence ['Codebase/mobile/openapi/lib/model/sync_asset_exif_v1.dart', 'Codebase/server/src/schema/tables/asset-exif.table.ts'] support placement in WP-I3-001.",requirements.csv:lines 1441-1441; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-113; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-006,CAN-LAM-ASSET-120,WP-I5-006,WP-I5-006,Asset viewer,Albums and favorites,"Reviewed cross-capability package: Albums and favorites is a shared architectural surface used by Albums and favorites, Asset viewer, Gallery and timeline, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/model/albums_add_assets_dto.dart;Codebase/mobile/openapi/lib/model/albums_add_assets_response_dto.dart;Codebase/web/src/routes/(user)/albums/[albumId=id]/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/albums/[albumId=id]/[[photos=photos]]/[[assetId=id]]/+page.ts,"Contracts affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; schema paths are resolved in the package packet.",Multi-album fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ASSET-120 source locator lines 1710-1710 and Codebase evidence ['Codebase/mobile/openapi/lib/model/albums_add_assets_dto.dart', 'Codebase/mobile/openapi/lib/model/albums_add_assets_response_dto.dart'] support placement in WP-I5-006.",requirements.csv:lines 1710-1710; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-120; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-013,CAN-LAM-ASSET-123,WP-I5-013,WP-I5-013,Asset viewer,Read and navigation surfaces,Every member is a read or navigation behavior with an explicit no-mutation result.,Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoPanoramaViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte,Review navigation and display contracts,"Review item, asset, event, and person read projections",Open-asset fixture with no-mutation assertion.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ASSET-123 source locator lines 1848-1848 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte', 'Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte'] support placement in WP-I5-013.",requirements.csv:lines 1848-1848; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-123; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-011,CAN-LAM-ASSET-124,WP-I3-011,WP-I3-011,Filesystem transactions and recovery,File-operation plan contract,"The package is bounded to the file-operation plan contract architectural surface and its direct contracts, records, and tests.",Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoPanoramaViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte,"Contracts affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; schema paths are resolved in the package packet.",Bundle-rename fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ASSET-124 source locator lines 1864-1864 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte', 'Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte'] support placement in WP-I3-011.",requirements.csv:lines 1864-1864; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-124; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I7-010,CAN-LAM-ASSET-137,WP-I7-010,WP-I7-010,Asset viewer,People and face privacy,"Reviewed cross-capability package: People and face privacy is a shared architectural surface used by Asset viewer, Metadata, People and faces. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoPanoramaViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte,"Contracts affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; schema paths are resolved in the package packet.",One-asset privacy fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ASSET-137 source locator lines 1962-1962 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte', 'Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte'] support placement in WP-I7-010.",requirements.csv:lines 1962-1962; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-137; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-006,CAN-LAM-ASSET-138,WP-I3-006,WP-I3-006,Sidecars and metadata authority,Sidecar write protocol,All members concern writing or separating authoritative sidecar content without corrupting existing bytes.,Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoPanoramaViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte,Sidecar write protocol contracts,Asset and XMP sidecar records,Asset-JSON fixture.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ASSET-138 source locator lines 2001-2001 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte', 'Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte'] support placement in WP-I3-006.",requirements.csv:lines 2001-2001; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-138; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-011,CAN-LAM-ASSET-186,WP-I3-011,WP-I3-011,Local data authority,File-operation plan contract,"The package is bounded to the file-operation plan contract architectural surface and its direct contracts, records, and tests.",Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoPanoramaViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte,"Contracts affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; schema paths are resolved in the package packet.",Asset-bundle fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ASSET-186 source locator lines 1391-1391 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte', 'Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte'] support placement in WP-I3-011.",requirements.csv:lines 1391-1391; reviewed-actionable-requirements-v3.csv:CAN-LAM-ASSET-186; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I10-011,CAN-LAM-DUPLICATE-001,WP-I10-011,WP-I10-011,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts;Codebase/mobile/openapi/lib/api/duplicates_api.dart;Codebase/mobile/openapi/lib/model/duplicate_detection_config.dart;Codebase/server/src/schema/migrations/1773956345315-DuplicateSharedLinkAssets.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",Duplicate-detection fixture with candidate checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-DUPLICATE-001 source locator lines 288-288 and Codebase evidence ['Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts', 'Codebase/mobile/openapi/lib/api/duplicates_api.dart'] support placement in WP-I10-011.",requirements.csv:lines 288-288; reviewed-actionable-requirements-v3.csv:CAN-LAM-DUPLICATE-001; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I10-011,CAN-LAM-DUPLICATE-005,WP-I10-011,WP-I10-011,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts;Codebase/mobile/openapi/lib/api/duplicates_api.dart;Codebase/mobile/openapi/lib/model/duplicate_detection_config.dart;Codebase/server/src/schema/migrations/1773956345315-DuplicateSharedLinkAssets.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",Exact-duplicate fixture with candidate checks.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-DUPLICATE-005 source locator lines 1612-1612 and Codebase evidence ['Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts', 'Codebase/mobile/openapi/lib/api/duplicates_api.dart'] support placement in WP-I10-011.",requirements.csv:lines 1612-1612; reviewed-actionable-requirements-v3.csv:CAN-LAM-DUPLICATE-005; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I10-011,CAN-LAM-DUPLICATE-006,WP-I10-011,WP-I10-011,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts;Codebase/mobile/openapi/lib/api/duplicates_api.dart;Codebase/server/src/schema/migrations/1773956345315-DuplicateSharedLinkAssets.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",Similarity-data control fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-DUPLICATE-006 source locator lines 1696-1696 and Codebase evidence ['Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts', 'Codebase/mobile/openapi/lib/api/duplicates_api.dart'] support placement in WP-I10-011.",requirements.csv:lines 1696-1696; reviewed-actionable-requirements-v3.csv:CAN-LAM-DUPLICATE-006; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I10-011,CAN-LAM-DUPLICATE-007,WP-I10-011,WP-I10-011,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts;Codebase/mobile/openapi/lib/api/duplicates_api.dart;Codebase/server/src/schema/migrations/1773956345315-DuplicateSharedLinkAssets.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",Exact-hash fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-DUPLICATE-007 source locator lines 1765-1765 and Codebase evidence ['Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts', 'Codebase/mobile/openapi/lib/api/duplicates_api.dart'] support placement in WP-I10-011.",requirements.csv:lines 1765-1765; reviewed-actionable-requirements-v3.csv:CAN-LAM-DUPLICATE-007; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-EDGE-03,WP-I4-008,WP-I4-008,Media ingestion and derivation,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/model/asset_metadata_bulk_delete_dto.dart;Codebase/mobile/openapi/lib/model/asset_metadata_bulk_delete_item_dto.dart;Codebase/mobile/openapi/lib/model/sync_asset_metadata_delete_v1.dart;Codebase/mobile/openapi/lib/model/sync_user_metadata_delete_v1.dart,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.","External-rename scanner fixture covering exact, partial, and boundary cases.",Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EDGE-03 source locator lines 250-250 and Codebase evidence ['Codebase/mobile/openapi/lib/model/asset_metadata_bulk_delete_dto.dart', 'Codebase/mobile/openapi/lib/model/asset_metadata_bulk_delete_item_dto.dart'] support placement in WP-I4-008.",requirements.csv:lines 250-250; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-03; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-008,CAN-LAM-EDGE-04,WP-I3-008,WP-I3-008,Asset identity and records,SQLite migration framework,"Reviewed cross-capability package: SQLite migration framework is a shared architectural surface used by Asset identity and records, Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/api/views_api.dart;Codebase/server/src/controllers/view.controller.ts;Codebase/server/src/repositories/view-repository.ts;Codebase/server/src/services/view.service.ts,"Contracts affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; schema paths are resolved in the package packet.",Collision move fixture with hash-preservation checks.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-EDGE-04 source locator lines 251-251 and Codebase evidence ['Codebase/mobile/openapi/lib/api/views_api.dart', 'Codebase/server/src/controllers/view.controller.ts'] support placement in WP-I3-008.",requirements.csv:lines 251-251; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-04; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-008,CAN-LAM-EDGE-10,WP-I3-008,WP-I3-008,Filesystem transactions and recovery,SQLite migration framework,"Reviewed cross-capability package: SQLite migration framework is a shared architectural surface used by Asset identity and records, Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/extensions/maplibrecontroller_extensions.dart;Codebase/open-api/openapitools.json;Codebase/packages/plugin-core/manifest.json;Codebase/web/static/manifest.json,"Contracts affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; schema paths are resolved in the package packet.",Crash-recovery fixture with manifest reconciliation checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EDGE-10 source locator lines 257-257 and Codebase evidence ['Codebase/mobile/lib/extensions/maplibrecontroller_extensions.dart', 'Codebase/open-api/openapitools.json'] support placement in WP-I3-008.",requirements.csv:lines 257-257; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-10; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-EDGE-13,WP-I3-001,WP-I3-001,Metadata,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/schema/migrations/1752250924342-UserMetadataSync.ts;Codebase/server/src/schema/migrations/1752759108283-ConvertToAbsolutePaths.ts;Codebase/server/src/schema/migrations/1756318797207-AssetMetadataTables.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Future-schema fixture with read-only enforcement.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-EDGE-13 source locator lines 260-260 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/schema/migrations/1752250924342-UserMetadataSync.ts'] support placement in WP-I3-001.",requirements.csv:lines 260-260; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-13; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-007,CAN-LAM-EDGE-16,WP-I6-007,WP-I6-007,Metadata,Event naming and normalization,"Reviewed cross-capability package: Event naming and normalization is a shared architectural surface used by Events and organization, Libraries and storage, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/utils/timezone.dart;Codebase/mobile/lib/widgets/common/date_time_picker.dart;Codebase/web/src/lib/modals/timezone-utils.ts;Codebase/web/src/lib/utils/actions.ts,"Contracts affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; schema paths are resolved in the package packet.",Timestamp-ambiguity fixture with raw-value retention check.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-EDGE-16 source locator lines 263-263 and Codebase evidence ['Codebase/mobile/lib/utils/timezone.dart', 'Codebase/mobile/lib/widgets/common/date_time_picker.dart'] support placement in WP-I6-007.",requirements.csv:lines 263-263; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-16; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-009,CAN-LAM-EVENT-002,WP-I6-009,WP-I6-009,Events and organization,Event filesystem materialization plan,"The package is bounded to the event filesystem materialization plan architectural surface and its direct contracts, records, and tests.",Codebase/server/src/repositories/move.repository.ts;Codebase/server/src/services/storage-template.service.ts,"Contracts affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; schema paths are resolved in the package packet.",Event-persistence fixture with plan gating.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-002 source locator lines 291-291 and Codebase evidence ['Codebase/server/src/repositories/move.repository.ts', 'Codebase/server/src/services/storage-template.service.ts'] support placement in WP-I6-009.",requirements.csv:lines 291-291; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-002; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-002,CAN-LAM-EVENT-003,WP-I6-002,WP-I6-002,Events and organization,Event authoritative records,"All members define, persist, or project authoritative event records and keep them consistent with reviewed schemas.",Codebase/mobile/lib/pages/common/tab_shell.page.dart;Codebase/mobile/lib/presentation/widgets/asset_viewer/asset_page.widget.dart;Codebase/server/src/repositories/move.repository.ts;Codebase/server/src/services/storage-template.service.ts,Event authoritative record and projection contracts,Event record and event projection schemas,Event-page fixture with no-mutation assertion.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-003 source locator lines 316-316 and Codebase evidence ['Codebase/mobile/lib/pages/common/tab_shell.page.dart', 'Codebase/mobile/lib/presentation/widgets/asset_viewer/asset_page.widget.dart'] support placement in WP-I6-002.",requirements.csv:lines 316-316; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-003; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
