occurrence_id,source_type,record_id,field,term,classification,text,rationale
BAR-0226,reviewed_requirement_decision,CAN-MISSION-I0-001,final_reviewed_value,backup,Prohibited,"During I0, the implementation team must inspect the existing Lamha repository in read-only mode and record its file inventory, SHA-256 manifest, available Git state, toolchain manifests, and provenance evidence only inside Graphify; it must create no archive, backup, repository copy, application mutation, or Git mutation.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0227,reviewed_requirement_decision,CAN-MISSION-I0-001,final_reviewed_value,repository copy,Prohibited,"During I0, the implementation team must inspect the existing Lamha repository in read-only mode and record its file inventory, SHA-256 manifest, available Git state, toolchain manifests, and provenance evidence only inside Graphify; it must create no archive, backup, repository copy, application mutation, or Git mutation.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0228,reviewed_requirement_decision,CAN-MISSION-I0-001,acceptance_criteria,archive,Prohibited,"Given the existing Lamha repository, when WP-I0-001 records provenance, then every evidence file is inside Graphify, the outside-Graphify hash comparison reports zero changes, and no archive, backup, copy, build output, cache, or Git mutation exists.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0229,reviewed_requirement_decision,CAN-MISSION-I0-001,acceptance_criteria,backup,Prohibited,"Given the existing Lamha repository, when WP-I0-001 records provenance, then every evidence file is inside Graphify, the outside-Graphify hash comparison reports zero changes, and no archive, backup, copy, build output, cache, or Git mutation exists.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0230,reviewed_requirement_decision,CAN-MISSION-I0-001,review_rationale,backup,Prohibited,The prior obligation directly violated the binding no-backup rule and omitted observable read-only integrity checks.,Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0231,reviewed_requirement_decision,CAN-MISSION-I0-001,correction_applied,archive,Prohibited,Replaced archive creation with read-only provenance and integrity evidence.,Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0232,reviewed_requirement_decision,CAN-MISSION-I0-003,candidate_value,archive,Historical provenance only,Record archive and repository SHA-256 manifests and verify them before implementation.,Superseded candidate retained to prove why the reviewed correction was necessary.
BAR-0233,reviewed_requirement_decision,CAN-MISSION-I0-003,final_reviewed_value,archive,Prohibited,"During I0, the implementation team must calculate and verify a SHA-256 manifest for existing repository files without creating an archive, backup, or duplicate repository tree.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0234,reviewed_requirement_decision,CAN-MISSION-I0-003,final_reviewed_value,backup,Prohibited,"During I0, the implementation team must calculate and verify a SHA-256 manifest for existing repository files without creating an archive, backup, or duplicate repository tree.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0235,reviewed_requirement_decision,CAN-MISSION-I0-003,review_rationale,archive,Prohibited,Repository hashes provide the required integrity proof; an archive hash is both unnecessary and prohibited.,Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0236,reviewed_requirement_decision,CAN-MISSION-I0-003,correction_applied,archive,Prohibited,Removed archive hashing and retained direct file-integrity verification.,Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0237,reviewed_requirement_decision,CAN-MISSION-I0-005,final_reviewed_value,repository copy,Prohibited,WP-I0-006 must define build-output isolation rules without creating a repository copy during the read-only provenance baseline; build or test execution requires a separately authorized implementation workspace after WP-I0-001 exits.,Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0238,reviewed_requirement_decision,CAN-LAM-GOV-238,final_reviewed_value,backup,Prohibited,"For each managed asset mutation, Rust must treat the media file, authoritative sidecar, pending overlay, and operation journal as one transaction unit; controlled backup, trash, export, and cross-drive copies must never establish a second authoritative asset location.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
BAR-0239,reviewed_requirement_decision,CAN-LAM-ASSET-047,candidate_value,backup,Historical provenance only,"with the same Photos/, Videos/, event.json, event.xmp, and .backup/ contents as a dated event. Lamha must not invent a calendar date.",Superseded candidate retained to prove why the reviewed correction was necessary.
BAR-0240,reviewed_package_decision,WP-I0-001,previous_value,Immutable archive,Historical provenance only,Immutable archive baseline — create and preserve a repository archive.,Superseded package wording retained only in the reviewed change ledger.
BAR-0241,reviewed_package_decision,WP-I0-001,previous_value,archive,Historical provenance only,Immutable archive baseline — create and preserve a repository archive.,Superseded package wording retained only in the reviewed change ledger.
BAR-0242,reviewed_package_decision,WP-I0-001,review_rationale,archive,Prohibited,Repository archive creation violates the binding no-backup and no-Git-mutation boundary.,Explicit package decision removes or guards against development-repository backup/archive creation.
BAR-0243,reviewed_package_decision,WP-I0-001,review_rationale,backup,Prohibited,Repository archive creation violates the binding no-backup and no-Git-mutation boundary.,Explicit package decision removes or guards against development-repository backup/archive creation.
BAR-0244,reviewed_package_decision,WP-I0-001,correction_applied,archive,Prohibited,"Replaced archive work with read-only inventory, hashing, Git-state observation, and toolchain/manifest analysis.",Explicit package decision removes or guards against development-repository backup/archive creation.
BAR-0245,reviewed_package_decision,WP-I0-003,previous_value,archive,Historical provenance only,Repository and archive hashes.,Superseded package wording retained only in the reviewed change ledger.
BAR-0246,reviewed_package_decision,WP-I0-003,final_value,archive,Prohibited,"Existing repository SHA-256 manifest without an archive, backup, or duplicate tree.",Explicit package decision removes or guards against development-repository backup/archive creation.
BAR-0247,reviewed_package_decision,WP-I0-003,final_value,backup,Prohibited,"Existing repository SHA-256 manifest without an archive, backup, or duplicate tree.",Explicit package decision removes or guards against development-repository backup/archive creation.
BAR-0248,reviewed_package_decision,WP-I0-003,review_rationale,archive,Prohibited,Direct file hashes prove integrity; an archive hash requires a prohibited archive.,Explicit package decision removes or guards against development-repository backup/archive creation.
BAR-0249,reviewed_package_decision,WP-I0-003,review_rationale,archive,Prohibited,Direct file hashes prove integrity; an archive hash requires a prohibited archive.,Explicit package decision removes or guards against development-repository backup/archive creation.
BAR-0250,reviewed_package_decision,WP-I0-003,correction_applied,archive,Prohibited,Removed archive hashing and retained path/size/digest verification.,Explicit package decision removes or guards against development-repository backup/archive creation.
