Canonical ID,Source text,Final statement,Current capability,Current phase,Corrected capability,Corrected phase,Reason,Evidence,Review status
CAN-LAM-ASSET-082,Asset relationship composition,"When the relationship-composition smart view renders an asset, Lamha must derive the visible composition from reviewed relationship rules and show its source.",Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16. Relationship-Composition Smart Views; parent=CAN-SECTION-0127,REVIEWED_CONFIRMED
CAN-LAM-ASSET-084,Disambiguation Matrix: Asset Roles & Attributes,"The disambiguation matrix defines asset roles and attributes (photographer, camera owner, importer, visible person) and their independent authority sources.",Relationships and attribution,,Relationships and attribution,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=17. Photographer, Camera Owner, and Importer; parent=CAN-SECTION-0070",REVIEWED_CORRECTED
CAN-LAM-ASSET-092,Generated media stores generator/source metadata.,"When generated media is ingested, Lamha must store generator and source metadata with the asset and preserve it in the authoritative record.",Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=17. Photographer, Camera Owner, and Importer; parent=CAN-SECTION-0070",REVIEWED_CONFIRMED
CAN-LAM-ASSET-094,Preserve original filename in JSON.,"When a managed asset is renamed or moved, Lamha must preserve the original filename in the authoritative JSON record and expose it in history.",Asset identity and records,I3,Asset identity and records,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=18. Filename System; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ASSET-098,Filename; Filesystem; Asset JSON,Filename is authoritative in the filesystem and projected into Asset JSON; reconciliation must prefer the filesystem value and update the projection.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0128,REVIEWED_CONFIRMED
CAN-LAM-ASSET-099,Physical path; Filesystem; Asset JSON,Physical path is authoritative in the filesystem and projected into Asset JSON; reconciliation must prefer the filesystem value and update the projection.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0128,REVIEWED_CONFIRMED
CAN-LAM-ASSET-100,Original filename; Asset JSON; Operation history,Original filename is authoritative in Asset JSON and recorded in operation history; moves and renames must preserve it.,Asset identity and records,I3,Asset identity and records,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-ASSET-106,Photographer; Asset JSON; XMP creator,Photographer is authoritative in Asset JSON and projected to XMP creator; edits must update both through the reviewed write path.,Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-ASSET-107,Camera owner; Asset JSON; Imported metadata,Camera owner is authoritative in Asset JSON and projected from imported metadata; changing it must not change photographer or visible-person roles.,Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-ASSET-108,Uploader/importer; Asset JSON; Operation history,Uploader/importer is authoritative in Asset JSON and recorded in operation history; it is never inferred from photographer or camera-owner roles.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0129,REVIEWED_CONFIRMED
CAN-LAM-ASSET-109,Approved tags; Asset JSON; XMP keywords,Approved tags are authoritative in Asset JSON and projected to XMP keywords; unapproved suggestions remain review candidates.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-ASSET-113,Normalized location; Asset JSON; EXIF/XMP,Normalized location is authoritative in Asset JSON and projected from EXIF/XMP; the raw source value must be retained when normalization is uncertain.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-ASSET-114,Filename,Filename is a search facet that matches the current filesystem filename of an asset.,Search and OCR,,Search and OCR,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=21. Search; parent=CAN-SECTION-0019,REVIEWED_CORRECTED
CAN-LAM-ASSET-115,Original filename,Original filename is the preserved pre-rename filename recorded in the authoritative JSON and history.,Asset identity and records,,Asset identity and records,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=21. Search; parent=CAN-SECTION-0074,REVIEWED_CORRECTED
CAN-LAM-ASSET-116,Photographer,Photographer is a search facet that filters assets by the reviewed photographer attribution.,Relationships and attribution,,Relationships and attribution,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=21. Search; parent=CAN-SECTION-0074,REVIEWED_CORRECTED
CAN-LAM-ASSET-117,Photo count,"When hardware assessment runs, Lamha must report the photo count of the local library and record it with the assessment result.",Local AI worker,I10,Local AI worker,I10,Final statement reports a library metric during hardware assessment; capability is Local AI worker.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=22.1 Hardware assessment; parent=CAN-SECTION-0130,REVIEWED_CORRECTED
CAN-LAM-ASSET-118,Video count,"When hardware assessment runs, Lamha must report the video count of the local library and record it with the assessment result.",Local AI worker,I10,Local AI worker,I10,Final statement reports a library metric during hardware assessment; capability is Local AI worker.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=22.1 Hardware assessment; parent=CAN-SECTION-0130,REVIEWED_CORRECTED
CAN-LAM-ASSET-120,One asset in several albums,One asset in several albums must reference the same asset identity in every album without duplication.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0131,REVIEWED_CONFIRMED
CAN-LAM-ASSET-121,Asset timeline by location,"When an asset timeline by location is rendered, Lamha must order the asset's events by reviewed location and time from local records.",Map and location,I5,Map and location,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24. Map and Location; parent=CAN-SECTION-0087,REVIEWED_CONFIRMED
CAN-LAM-ASSET-123,Open asset,"When an asset is opened from a review item, Lamha must load the asset for display and must not change review or authoritative state.",Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0132,REVIEWED_CONFIRMED
CAN-LAM-ASSET-124,Rename asset bundle,"When an asset bundle is renamed, Lamha must rename the media and companion sidecars together, preserve the original filename, and verify hashes before commit.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0133,REVIEWED_CONFIRMED
CAN-LAM-ASSET-125,Move asset bundle,"When an asset bundle is moved, Lamha must move the media and companion sidecars together and verify hashes before commit.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0133,REVIEWED_CONFIRMED
CAN-LAM-ASSET-126,Restore original filename,"When the user restores an original filename, Lamha must rename the asset back to its preserved original name and record the restoration in history.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0094,REVIEWED_CONFIRMED
CAN-LAM-ASSET-128,Event date versus asset date,"When consistency detection compares the event date with the asset date, Lamha must report the mismatch and keep both records unchanged until a review decision.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0134,REVIEWED_CONFIRMED
CAN-LAM-ASSET-129,Sidecar filename versus media filename,"When consistency detection compares the sidecar filename with the media filename, Lamha must report the mismatch and keep the files unchanged until a review decision.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REVIEWED_CONFIRMED
CAN-LAM-ASSET-130,Duplicate asset ID,"When a duplicate asset ID is detected, Lamha must create a review item with both records and must not merge or delete either record automatically.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0134,REVIEWED_CONFIRMED
CAN-LAM-ASSET-137,One asset,"When the user requests AI data deletion for one asset, Lamha must delete that asset's AI-derived projections and rebuild them from versioned records without changing the asset file.",Asset viewer,I7,Asset viewer,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.4 Face and AI privacy; parent=CAN-SECTION-0135,REVIEWED_CONFIRMED
CAN-LAM-ASSET-138,Asset JSON,Asset JSON must be read and written as the schema-valid authoritative record with exact-byte preservation on validation failure.,Sidecars and metadata authority,I3,Sidecars and metadata authority,I3,Final statement governs read/write authority of the schema-valid Asset JSON record.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=originals; parent=CAN-SECTION-0136,REVIEWED_CORRECTED
CAN-LAM-ASSET-140,Complete asset bundle moved together,"When an asset is trashed, Lamha must move the complete asset bundle (media, sidecars, and companions) together.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=32. Trash; parent=CAN-SECTION-0137,REVIEWED_CONFIRMED
CAN-LAM-ASSET-141,New media,"When new media appears on a connected external drive, Lamha must scan and index it under the same authorized-root rules.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ASSET-142,Asset ID,External reconciliation must preserve the stable asset ID and must never assign a duplicate ID to a relinked asset.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ASSET-146,Bundled required tools,"Cross-platform packaging must bundle only the reviewed required tools and each bundled tool must have pinned version, licence, and provenance records.",Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=37. Cross-Platform Support; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ASSET-147,"Lamha must be planned and tested for: 10,000 assets / 50,000 assets / 100,000 assets","Before release, Lamha performance validation must execute declared 10,000-, 50,000-, and 100,000-asset workloads and report latency, throughput, memory, CPU, cancellation, and responsiveness against reviewed budgets.",Performance and scale,I14,Performance and scale,I14,Final statement executes release performance validation and records budgets; capability is Performance and scale.,Source section: 38. Performance and Scale; legacy package: WP-I5-005.,REVIEWED_CORRECTED
CAN-LAM-ASSET-148,Bundled-binary notices,Bundled binaries must carry the reviewed notices and the release gate must fail when any binary notice is missing.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-ASSET-186,Asset bundles,"Asset bundles must keep media and companion sidecars together for moves, renames, trash, and restore.",Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 4 — Local Data Foundation; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ASSET-189,Asset details,Asset details must display the reviewed record fields from local data and remain accessible.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 5 — Asset API Replacement; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ASSET-191,Unmanage Asset,Unmanage Asset must remove the asset from managed organization while preserving the media file and its authority records.,Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ASSET-195,Bundled media tools,"Bundled media tools must have pinned versions, licence records, and packaging evidence before release.",Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 15 — Full Integration, Parity & Cross-Platform Packaging; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ASSET-197,Original filenames are recoverable.,"When safety proofs run, Lamha must demonstrate that original filenames are recoverable after rename and move operations.",Asset identity and records,I3,Asset identity and records,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24.4 Safety proofs; parent=CAN-SECTION-0138,REVIEWED_CONFIRMED
CAN-LAM-ASSET-198,Third-party assets,"Third-party assets in the product must be inventoried with licence, attribution, and redistribution review and the release gate must fail while any is unresolved.",Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Legal and Rebranding Method; parent=CAN-SECTION-0139,REVIEWED_CONFIRMED
CAN-LAM-BACKUP-002,Restore,"When the user restores from a backup, Lamha must verify the backup set before restoring and must not overwrite current files unless the restore plan is explicitly approved.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.1 Local-first operation; parent=CAN-SECTION-0140,REVIEWED_CONFIRMED
CAN-LAM-BACKUP-004,Backup manifests,"When backup manifests are written, Lamha must persist a schema-valid manifest inventorying every record revision included in the backup set.",Sidecars and metadata authority,I3,"Backup, trash, restore and rebuild",I13,"Backup manifest persistence belongs to the backup subsystem, not the sidecar read/write foundation.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.4 Transparent and recoverable metadata; parent=CAN-SECTION-0041,REVIEWED_CORRECTED
CAN-LAM-BACKUP-004,Backup manifests,"When backup manifests are written, Lamha must persist a schema-valid manifest inventorying every record revision included in the backup set.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Backup manifest persistence belongs to the backup subsystem, not the sidecar read/write foundation.",Source section: 2.4 Transparent and recoverable metadata; legacy package: WP-I13-001.,REVIEWED_CORRECTED
CAN-LAM-BACKUP-005,Restored,"When an asset is restored, Lamha must return the complete asset bundle and its references to the reviewed restored state.",Asset identity and records,I3,Asset identity and records,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=5. Asset Bundle Standard; parent=CAN-SECTION-0048,REVIEWED_CONFIRMED
CAN-LAM-BACKUP-007,Thumbnails; Cache; Rebuildable,Thumbnails and cache are rebuildable projections; they must be regenerable from the authoritative assets and never treated as durable user knowledge.,"Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-BACKUP-020,Global backup,Global backup must inventory every authoritative record and media file in the backup manifest and verify the backup set.,"Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REVIEWED_CONFIRMED
CAN-LAM-BACKUP-021,Index rebuild,Index rebuild must regenerate SQLite and caches from authoritative records and preserve every saved decision.,"Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REVIEWED_CONFIRMED
CAN-LAM-BACKUP-024,.backup/ and .app-data/ are excluded from the gallery.,The gallery and all derived views must exclude .backup/ and .app-data/ directories from display and search results while leaving those directories intact.,"Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24.4 Safety proofs; parent=none,REVIEWED_CONFIRMED
CAN-LAM-DELETE-002,External delete,"When an external delete is detected, Lamha must confirm the deletion with identity evidence and move the asset to trash or Review before removing any record.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-DELETE-367,Never delete before replacement.,Autonomous cleanup must never delete code or data before a reviewed replacement is active; deletion requires replacement verification.,Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=32. Rules for Autonomous Codex Runs; parent=none,REVIEWED_CONFIRMED
CAN-LAM-DUPLICATE-001,Duplicate detection,"When duplicate detection runs, Lamha must compare full hashes and create reviewable duplicate candidates with stable asset identities and evidence.",Duplicates,I10,Duplicates,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.1 Local-first operation; parent=CAN-SECTION-0031,REVIEWED_CONFIRMED
CAN-LAM-DUPLICATE-002,Side-by-side comparison for duplicates,Side-by-side comparison for duplicates must display both candidates without changing either file.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-DUPLICATE-004,Duplicate state,Duplicate state is a search facet that filters assets by their reviewed duplicate status.,Search and OCR,,Search and OCR,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=21. Search; parent=CAN-SECTION-0019,REVIEWED_CORRECTED
CAN-LAM-DUPLICATE-005,Exact duplicate detection,"When exact-duplicate detection runs, Lamha must compare full hashes and produce reviewable candidates with stable identities without deleting or merging files.",Duplicates,I10,Duplicates,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=22. Local AI; parent=CAN-SECTION-0145,REVIEWED_CONFIRMED
CAN-LAM-DUPLICATE-006,Duplicate similarity data,"When AI data control runs, Lamha must let the user export or delete duplicate-similarity data and rebuild it from versioned records without changing asset identities.",Duplicates,I10,Duplicates,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=22.4 AI data control; parent=CAN-SECTION-0146,REVIEWED_CONFIRMED
CAN-LAM-DUPLICATE-007,Exact hash duplicates,"When exact-hash duplicates are detected, Lamha must compare full hashes and produce reviewable candidates with stable identities.",Duplicates,I10,Duplicates,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=25. Duplicate Management; parent=CAN-SECTION-0022,REVIEWED_CONFIRMED
CAN-LAM-DUPLICATE-008,Duplicate copy,"When a duplicate copy appears on an external drive, Lamha must create a reviewable duplicate candidate and must not delete or merge either file automatically.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-DUPLICATE-009,Duplicate processing,Duplicate processing must complete within the reviewed performance budget and must never delete or merge files automatically.,Duplicates,I14,Duplicates,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=38. Performance and Scale; parent=CAN-SECTION-0147,REVIEWED_CONFIRMED
CAN-LAM-EDGE-03,"LAM-EDGE-03; Sidecars; External File Renaming or Moving; Scanner finds a new path with an exact stable UUID or full SHA-256 match.; Update the derived path index. If a deterministic, same-root, writable reunion is possible, transact the sidecars to match and log it; otherwise create Review.; Do NOT auto-match on filename/partial hash alone, cross an unauthorized boundary, create a duplicate UUID, or delete metadata.; Reunite or relink only after identity and destination checks; ambiguous candidates remain unresolved.","When the scanner finds a previously indexed asset at a new path with an exact stable UUID or full SHA-256 match, Lamha must update the derived path index and, if a deterministic same-root writable reunion exists, transact the sidecars to match and log it; otherwise it must create a Review item.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-04,"LAM-EDGE-04; Naming; Filename Sequence Collision on Target Directory; Event builder or move command targets destination where filename.ext already exists with different hash.; Append sequence suffix _001, _002 before extension (filename_001.ext); preserve original filename in sidecar.; Do NOT overwrite existing file; do NOT merge sidecars of different assets.; Record renamed path in .asset.json and SQLite; notify user in Review Centre log.","When an event builder or move command targets a destination whose filename already exists with a different hash, Lamha must append a deterministic sequence suffix before the extension, preserve the original filename in the sidecar, and never overwrite the existing file or merge sidecars of different assets.",Asset identity and records,I3,Asset identity and records,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-05,"LAM-EDGE-05; External; Read-Only External Drive Connected; OS reports read-only state or a write returns permission/read-only failure.; Activate Detached Index Mode and store requested metadata edits as versioned Pending Overlays in Lamha’s OS application-data area.; Do NOT crash, claim the co-located sidecar changed, or perform structural mutations.; When writable, compare destination UUID/version/hash, show conflicts, commit the overlay transaction, verify, then remove the overlay.","When the OS reports a read-only external drive or a write returns a permission/read-only failure, Lamha must activate Detached Index Mode and store requested metadata edits as versioned Pending Overlays in the OS application-data area; it must not crash, claim the co-located sidecar changed, or perform structural mutations.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-06,LAM-EDGE-06; Events; Midnight-Spanning Celebration; Event assets run from day $D$ into day $D+1$.; Keep the user-defined event unified and name it from its approved start date (Year/YYYY-MM-DD_Event-Name/). A long gap may produce a split suggestion only.; Do NOT automatically split or create events from a time-gap heuristic.; The user may confirm a split through the reviewed event workflow; otherwise preserve unity.,"When event assets span midnight, Lamha must keep the user-defined event unified and name it from its approved start date; it may only suggest a split for a long gap and must not automatically split or create events from a time-gap heuristic.",Events and organization,I6,Events and organization,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
