Canonical ID,Requirement statement,Candidate package,Final package,Package phase,Requirement phase,Package surface,Requirement obligation,Exact ownership mechanism,Shared contract,Shared schema,Shared implementation location,Shared tests,Alternative package considered,Candidate decision,Final decision,Item-specific rationale,Evidence,Reviewer role,Review revision,Review status
CAN-LAM-PERSON-090,Hidden-person exclusions must exclude assets whose only reviewed people are hidden from memories.,WP-I5-007,WP-I5-007,I5,I5,Memories experience,Hidden-person exclusions must exclude assets whose only reviewed people are hidden from memories.,WP-I5-007 is the architectural owner because its objective — Implement and verify the bounded memories experience surface. — is the surface that must execute the obligation 'Hidden-person exclusions must exclude assets whose only reviewed people are hidden from me'; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.,"Contracts affected by requirements CAN-LAM-ARCH-029, CAN-LAM-ARCH-238, CAN-LAM-ARCH-239, CAN-LAM-ARCH-240, CAN-LAM-ARCH-241, CAN-LAM-ARCH-242, CAN-LAM-ARCH-243, CAN-LAM-EVENT-052...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-029, CAN-LAM-ARCH-238, CAN-LAM-ARCH-239, CAN-LAM-ARCH-240, CAN-LAM-ARCH-241, CAN-LAM-ARCH-242, CAN-LAM-ARCH-243, CAN-LAM-EVENT-052...; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I5-007 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-ARCH-029, CAN-LAM-ARCH-238, CAN-LAM-ARCH-239, CAN-LAM-ARCH-240, CAN-LAM-ARCH-241, CAN-LAM-ARCH-242, CAN-LAM-ARCH-243, CAN-LAM-EVENT-052, CAN-LAM-FOLDER-034, CAN-LAM-PERF-002, CAN-LAM-PERF-003, CAN-LAM-PERSON-088...; verification methods include Memories fixture with derivation checks.; On-this-day fixture.; Same-month fixture.; Location-memory fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I5-007 is the final owner of CAN-LAM-PERSON-090 because its bounded surface 'Memories experience' executes the requirement obligation in phase I5. Ownership is implemented through 'WP-I5-007 is the architectural owner because its objective — Implement and verify the bounded memories experience surface. — is the surface that must execute the obligation 'Hidden-person exclusions must exclude assets whose only reviewed people are hidden from me'; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-090; requirement-membership.csv:CAN-LAM-PERSON-090; work-packages.json:WP-I5-007; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-090,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-091,"When burst groups are evaluated, Lamha must produce reviewable burst groups with stable identities and evidence and must not delete or merge files automatically.",WP-I10-011,WP-I10-011,I10,I10,"Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control","When burst groups are evaluated, Lamha must produce reviewable burst groups with stable identities and evidence and must not delete or merge files automatically.","WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When burst groups are evaluated, Lamha must produce reviewable burst groups with stable id'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.","Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",Implementation symbols are created only inside the bounded WP-I10-011 surface during execution.,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I10-011 is the final owner of CAN-LAM-PERSON-091 because its bounded surface 'Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When burst groups are evaluated, Lamha must produce reviewable burst groups with stable id'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-091; requirement-membership.csv:CAN-LAM-PERSON-091; work-packages.json:WP-I10-011; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-091,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-092,"When Open person is invoked, Lamha must load and display the reviewed person profile, faces, and links; it must not mutate person identity or assignments merely because the profile was opened.",WP-I5-013,WP-I5-013,I5,I5,"Read-only navigation and display across review, asset, event, and person surfaces","When Open person is invoked, Lamha must load and display the reviewed person profile, faces, and links; it must not mutate person identity or assignments merely because the profile was opened.","WP-I5-013 is the architectural owner because its objective — Load and display review items, assets, events, people, and provenance without mutating authoritative state; opening an item never changes its state. — is the surface that must execute the obligation 'When Open person is invoked, Lamha must load and display the reviewed person profile, face'; prerequisite packages WP-I3-002, WP-I5-010, WP-I6-002, WP-I7-004 supply the underlying schema/identity/journal it needs.",Review navigation and display contracts,"Review item, asset, event, and person read projections",Implementation symbols are created only inside the bounded WP-I5-013 surface during execution.,Open/navigation fixtures asserting no authoritative state change.,Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I5-013 is the final owner of CAN-LAM-PERSON-092 because its bounded surface 'Read-only navigation and display across review, asset, event, and person surfaces' executes the requirement obligation in phase I5. Ownership is implemented through 'WP-I5-013 is the architectural owner because its objective — Load and display review items, assets, events, people, and provenance without mutating authoritative state; opening an item never changes its state. — is the surface that must execute the obligation 'When Open person is invoked, Lamha must load and display the reviewed person profile, face'; prerequisite packages WP-I3-002, WP-I5-010, WP-I6-002, WP-I7-004 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-092; requirement-membership.csv:CAN-LAM-PERSON-092; work-packages.json:WP-I5-013; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-092,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-093,"When face and AI privacy controls run, Lamha must let the user delete face boxes from the derived projections and rebuild them from versioned records.",WP-I7-010,WP-I7-010,I7,I7,People and face privacy,"When face and AI privacy controls run, Lamha must let the user delete face boxes from the derived projections and rebuild them from versioned records.","WP-I7-010 is the architectural owner because its objective — Implement and verify the bounded people and face privacy surface. — is the surface that must execute the obligation 'When face and AI privacy controls run, Lamha must let the user delete face boxes from the '; prerequisite packages WP-I10-001, WP-I7-004 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I7-010 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; verification methods include Embedding-privacy fixture.; Entire-library privacy fixture.; One-asset privacy fixture.; Face-box privacy fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I7-010 is the final owner of CAN-LAM-PERSON-093 because its bounded surface 'People and face privacy' executes the requirement obligation in phase I7. Ownership is implemented through 'WP-I7-010 is the architectural owner because its objective — Implement and verify the bounded people and face privacy surface. — is the surface that must execute the obligation 'When face and AI privacy controls run, Lamha must let the user delete face boxes from the '; prerequisite packages WP-I10-001, WP-I7-004 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-093; requirement-membership.csv:CAN-LAM-PERSON-093; work-packages.json:WP-I7-010; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-093,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-094,"When face and AI privacy controls run, Lamha must let the user delete person assignments from the derived projections while keeping reviewed person records intact.",WP-I7-010,WP-I7-010,I7,I7,People and face privacy,"When face and AI privacy controls run, Lamha must let the user delete person assignments from the derived projections while keeping reviewed person records intact.","WP-I7-010 is the architectural owner because its objective — Implement and verify the bounded people and face privacy surface. — is the surface that must execute the obligation 'When face and AI privacy controls run, Lamha must let the user delete person assignments f'; prerequisite packages WP-I10-001, WP-I7-004 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I7-010 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; verification methods include Embedding-privacy fixture.; Entire-library privacy fixture.; One-asset privacy fixture.; Face-box privacy fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I7-010 is the final owner of CAN-LAM-PERSON-094 because its bounded surface 'People and face privacy' executes the requirement obligation in phase I7. Ownership is implemented through 'WP-I7-010 is the architectural owner because its objective — Implement and verify the bounded people and face privacy surface. — is the surface that must execute the obligation 'When face and AI privacy controls run, Lamha must let the user delete person assignments f'; prerequisite packages WP-I10-001, WP-I7-004 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-094; requirement-membership.csv:CAN-LAM-PERSON-094; work-packages.json:WP-I7-010; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-094,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-095,"When face and AI privacy controls run, Lamha must let the user delete relationship links from the derived projections while keeping reviewed relationship records intact.",WP-I8-004,WP-I8-004,I8,I8,Relationship records,"When face and AI privacy controls run, Lamha must let the user delete relationship links from the derived projections while keeping reviewed relationship records intact.","WP-I8-004 is the architectural owner because its objective — Implement and verify the bounded relationship records surface. — is the surface that must execute the obligation 'When face and AI privacy controls run, Lamha must let the user delete relationship links f'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I8-004 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095; verification methods include Relationship-management fixture with history checks.; Relationship-create fixture with revision and review checks.; Relationship-delete fixture with history-preservation checks; Relationship-link privacy fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I8-004 is the final owner of CAN-LAM-PERSON-095 because its bounded surface 'Relationship records' executes the requirement obligation in phase I8. Ownership is implemented through 'WP-I8-004 is the architectural owner because its objective — Implement and verify the bounded relationship records surface. — is the surface that must execute the obligation 'When face and AI privacy controls run, Lamha must let the user delete relationship links f'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-095; requirement-membership.csv:CAN-LAM-PERSON-095; work-packages.json:WP-I8-004; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-095,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-096,"When the user requests AI data deletion for one person, Lamha must delete that person's AI-derived projections and rebuild them from versioned records without deleting the person profile.",WP-I7-010,WP-I7-010,I7,I7,People and face privacy,"When the user requests AI data deletion for one person, Lamha must delete that person's AI-derived projections and rebuild them from versioned records without deleting the person profile.","WP-I7-010 is the architectural owner because its objective — Implement and verify the bounded people and face privacy surface. — is the surface that must execute the obligation 'When the user requests AI data deletion for one person, Lamha must delete that person's AI'; prerequisite packages WP-I10-001, WP-I7-004 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I7-010 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; verification methods include Embedding-privacy fixture.; Entire-library privacy fixture.; One-asset privacy fixture.; Face-box privacy fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I7-010 is the final owner of CAN-LAM-PERSON-096 because its bounded surface 'People and face privacy' executes the requirement obligation in phase I7. Ownership is implemented through 'WP-I7-010 is the architectural owner because its objective — Implement and verify the bounded people and face privacy surface. — is the surface that must execute the obligation 'When the user requests AI data deletion for one person, Lamha must delete that person's AI'; prerequisite packages WP-I10-001, WP-I7-004 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-096; requirement-membership.csv:CAN-LAM-PERSON-096; work-packages.json:WP-I7-010; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-096,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-097,"People records must persist stable identities, names, faces, and links and preserve them across changes.",WP-I7-004,WP-I7-004,I7,I7,"Person identity records, person pages, and person-match candidates","People records must persist stable identities, names, faces, and links and preserve them across changes.","WP-I7-004 is the architectural owner because its objective — Persist stable person identities, names, aliases, faces, links, searchable historical/alternate names, and person-match candidates without auto-adding visible p — is the surface that must execute the obligation 'People records must persist stable identities, names, faces, and links and preserve them a'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",Person identity and person-page contracts,Person identity and match candidate records,Implementation symbols are created only inside the bounded WP-I7-004 surface during execution.,"Fixture suite covering stable identity, person page loading, match candidates, visible-people separation, and name search.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I7-004 is the final owner of CAN-LAM-PERSON-097 because its bounded surface 'Person identity records, person pages, and person-match candidates' executes the requirement obligation in phase I7. Ownership is implemented through 'WP-I7-004 is the architectural owner because its objective — Persist stable person identities, names, aliases, faces, links, searchable historical/alternate names, and person-match candidates without auto-adding visible p — is the surface that must execute the obligation 'People records must persist stable identities, names, faces, and links and preserve them a'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-097; requirement-membership.csv:CAN-LAM-PERSON-097; work-packages.json:WP-I7-004; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-097,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-098,"People browsing must render person profiles and faces from local records, stay keyboard-operable, and preserve the prior view when loading fails.",WP-I14-013,WP-I14-013,I14,I14,Accessibility semantics and keyboard operation,"People browsing must render person profiles and faces from local records, stay keyboard-operable, and preserve the prior view when loading fails.","WP-I14-013 is the architectural owner because its objective — Provide keyboard, focus, semantic, screen-reader, and non-visual alternatives for every reviewed surface including maps, graphs, and desktop panels. — is the surface that must execute the obligation 'People browsing must render person profiles and faces from local records, stay keyboard-op'; prerequisite packages WP-I14-001, WP-I2-001, WP-I9-001 supply the underlying schema/identity/journal it needs.",Accessibility semantics contracts,Accessibility evidence records,Implementation symbols are created only inside the bounded WP-I14-013 surface during execution.,Keyboard-only and screen-reader fixtures for every reviewed surface.,Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I14-013 is the final owner of CAN-LAM-PERSON-098 because its bounded surface 'Accessibility semantics and keyboard operation' executes the requirement obligation in phase I14. Ownership is implemented through 'WP-I14-013 is the architectural owner because its objective — Provide keyboard, focus, semantic, screen-reader, and non-visual alternatives for every reviewed surface including maps, graphs, and desktop panels. — is the surface that must execute the obligation 'People browsing must render person profiles and faces from local records, stay keyboard-op'; prerequisite packages WP-I14-001, WP-I2-001, WP-I9-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-098; requirement-membership.csv:CAN-LAM-PERSON-098; work-packages.json:WP-I14-013; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-098,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-100,"The target local architecture must retain the useful people UI that renders profiles, faces, and links from local records.",WP-I7-011,WP-I7-011,I7,I7,People and groups UI,"The target local architecture must retain the useful people UI that renders profiles, faces, and links from local records.","WP-I7-011 is the architectural owner because its objective — Implement and verify the bounded people and groups ui surface. — is the surface that must execute the obligation 'The target local architecture must retain the useful people UI that renders profiles, face'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",Contracts affected by requirements CAN-LAM-PERSON-100; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-PERSON-100; schema paths are resolved in the package packet.,Implementation symbols are created only inside the bounded WP-I7-011 surface during execution.,Run reviewed fixtures for requirements CAN-LAM-PERSON-100; verification methods include People-UI fixture..,Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I7-011 is the final owner of CAN-LAM-PERSON-100 because its bounded surface 'People and groups UI' executes the requirement obligation in phase I7. Ownership is implemented through 'WP-I7-011 is the architectural owner because its objective — Implement and verify the bounded people and groups ui surface. — is the surface that must execute the obligation 'The target local architecture must retain the useful people UI that renders profiles, face'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-100; requirement-membership.csv:CAN-LAM-PERSON-100; work-packages.json:WP-I7-011; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-100,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-121,"When a user adds a subgroup to a group, Lamha must persist the reviewed hierarchical membership and reflect the subgroup in group and person projections.",WP-I7-007,WP-I7-007,I7,I7,Group identity model,"When a user adds a subgroup to a group, Lamha must persist the reviewed hierarchical membership and reflect the subgroup in group and person projections.","WP-I7-007 is the architectural owner because its objective — Implement and verify the bounded group identity model surface. — is the surface that must execute the obligation 'When a user adds a subgroup to a group, Lamha must persist the reviewed hierarchical membe'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013...; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I7-007 surface during execution.,"Run reviewed fixtures for requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013, CAN-LAM-PERSON-121; verification methods include Nested-group and cycle-rejection gate.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Naming fixture.; Hide fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I7-007 is the final owner of CAN-LAM-PERSON-121 because its bounded surface 'Group identity model' executes the requirement obligation in phase I7. Ownership is implemented through 'WP-I7-007 is the architectural owner because its objective — Implement and verify the bounded group identity model surface. — is the surface that must execute the obligation 'When a user adds a subgroup to a group, Lamha must persist the reviewed hierarchical membe'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-121; requirement-membership.csv:CAN-LAM-PERSON-121; work-packages.json:WP-I7-007; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-121,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-PERSON-128,"When a face misclassification is detected or reported, Lamha must create a review item with the candidate, evidence, and affected person and keep the authoritative assignment unchanged until a decision.",WP-I7-001,WP-I7-001,I7,I7,Face detection task execution and candidate production,"When a face misclassification is detected or reported, Lamha must create a review item with the candidate, evidence, and affected person and keep the authoritative assignment unchanged until a decision.","WP-I7-001 is the architectural owner because its objective — Run face detection locally, produce reviewable face regions with model/source provenance, support targeted reprocessing, correction scoping, and misclassificati — is the surface that must execute the obligation 'When a face misclassification is detected or reported, Lamha must create a review item wit'; prerequisite packages WP-I10-001, WP-I10-003 supply the underlying schema/identity/journal it needs.",Face detection task and candidate contracts,Face candidate and misclassification review records,Implementation symbols are created only inside the bounded WP-I7-001 surface during execution.,"Fixture suite covering detection candidates, targeted reprocessing scope, correction update limits, and misclassification review creation.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I7-001 is the final owner of CAN-LAM-PERSON-128 because its bounded surface 'Face detection task execution and candidate production' executes the requirement obligation in phase I7. Ownership is implemented through 'WP-I7-001 is the architectural owner because its objective — Run face detection locally, produce reviewable face regions with model/source provenance, support targeted reprocessing, correction scoping, and misclassificati — is the surface that must execute the obligation 'When a face misclassification is detected or reported, Lamha must create a review item wit'; prerequisite packages WP-I10-001, WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-PERSON-128; requirement-membership.csv:CAN-LAM-PERSON-128; work-packages.json:WP-I7-001; reviewed-actionable-requirements-v3.csv:CAN-LAM-PERSON-128,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-RISK-TEST-001,"The WP-I3-014 exit gate must run and pass the R-01 'Failure injection at every state' failure or boundary test for Data loss in structural filesystem transaction, preserve raw evidence tied to the executing package and commit, and block both WP-I3-014:EXIT and I15:RELEASE when the evidence is absent, stale, mismatched, or failing.",WP-I3-014,WP-I3-014,I3,I3,Crash recovery engine,"The WP-I3-014 exit gate must run and pass the R-01 'Failure injection at every state' failure or boundary test for Data loss in structural filesystem transaction, preserve raw evidence tied to the executing package and commit, and block both WP-I3-014:EXIT and I15:RELEASE when the evidence is absent, stale, mismatched, or failing.",WP-I3-014 owns the executable R-01 mitigation boundary because its bounded surface can run 'Failure injection at every state' against filesystem transaction journal and crash-recovery state machine; raw evidence tied to that package and commit blocks WP-I3-014:EXIT and I15:RELEASE when absent or failing.,"Contracts affected by requirements CAN-FAIL-20, CAN-LAM-ARCH-282; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-20, CAN-LAM-ARCH-282; schema paths are resolved in the package packet.",Bounded WP-I3-014 implementation surface.,Failure injection at every state with raw evidence bound to WP-I3-014 and its commit.,WP-I0-011 metadata-only ownership was rejected because it cannot execute this mitigation boundary.,CORRECTED,CONFIRMED,WP-I3-014 owns the executable R-01 mitigation boundary because its bounded surface can run 'Failure injection at every state' against filesystem transaction journal and crash-recovery state machine; raw evidence tied to that package and commit blocks WP-I3-014:EXIT and I15:RELEASE when absent or failing.,requirements.csv:CAN-LAM-RISK-TEST-001; requirement-membership.csv:CAN-LAM-RISK-TEST-001; risk-test-ownership.json:R-01,OWNERSHIP_AMENDMENT_MEMBERSHIP_REVIEWER,2026-08-11-wp-i0-011-ownership-repair,REVIEWED_CONFIRMED
