canonical_id,work_package_id,membership_rationale,capability_compatibility,requirement_phase,package_phase,review_status,evidence
CAN-LAM-ASSET-030,WP-I5-004,"WP-I5-004 is the architectural owner because its objective — Implement and verify the bounded video viewer surface. — is the surface that must execute the obligation 'When the user plays a video, Lamha must play the local source file with supported codecs a'; prerequisite packages WP-I4-005 supply the underlying schema/identity/journal it needs.",Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-032,WP-I5-011,"WP-I5-011 is the architectural owner because its objective — Implement and verify the bounded saved views and filters surface. — is the surface that must execute the obligation 'Every view of an asset (gallery, viewer, relationship, and folder views) must reference th'; prerequisite packages WP-I4-012 supply the underlying schema/identity/journal it needs.",Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-036,WP-I6-010,"WP-I6-010 is the architectural owner because its objective — Implement and verify the bounded event and manage later ui surface. — is the surface that must execute the obligation 'When the user views photos with no people, Lamha must show exactly the assets with no revi'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-037,WP-I8-007,"WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'When an event includes several photographers, Lamha must retain each asset's reviewed phot'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-038,WP-I6-008,"WP-I6-008 is the architectural owner because its objective — Implement and verify the bounded date and location boundaries surface. — is the surface that must execute the obligation 'When media captured after midnight belongs to an event, Lamha must keep it in the same eve'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-039,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When per-asset JSON is used, Lamha must read and write the schema-valid authoritative JSON'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-040,WP-I3-009,"WP-I3-009 is the architectural owner because its objective — Implement and verify the bounded derived-index rebuild contract surface. — is the surface that must execute the obligation 'When per-asset XMP is used, Lamha must read and write the reviewed XMP fields and keep the'; prerequisite packages WP-I3-008 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-042,WP-I3-002,"WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'When a managed asset is renamed or moved, Lamha must preserve the original filename in the'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Asset identity and records,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-043,WP-I13-011,"WP-I13-011 is the architectural owner because its objective — Implement and verify the bounded backup restore rebuild disaster drill surface. — is the surface that must execute the obligation 'When Lamha initializes a writable Primary Library Root, it must create the approved year a'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-044,WP-I3-009,"WP-I3-009 is the architectural owner because its objective — Implement and verify the bounded derived-index rebuild contract surface. — is the surface that must execute the obligation 'The OS application-data tree is not a second media library. The embedded SQLite index, thu'; prerequisite packages WP-I3-008 supply the underlying schema/identity/journal it needs.",Filesystem transactions and recovery,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-045,WP-I8-006,"WP-I8-006 is the architectural owner because its objective — Implement and verify the bounded relationship projections and views surface. — is the surface that must execute the obligation 'People, groups, relationships, tags, albums, favorites, memories, and smart views never cr'; prerequisite packages WP-I8-005 supply the underlying schema/identity/journal it needs.",People and faces,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-047,WP-I6-008,"WP-I6-008 is the architectural owner because its objective — Implement and verify the bounded date and location boundaries surface. — is the surface that must execute the obligation 'When an event has no approved date, Lamha must keep it under the typed Unknown Date layout'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.",Metadata,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-048,WP-I6-001,"WP-I6-001 is the architectural owner because its objective — Implement and verify the bounded manage later non-mutating scan surface. — is the surface that must execute the obligation 'When newly discovered assets enter Manage Later, Lamha must display proposed event, folder'; prerequisite packages WP-I4-001 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-049,WP-I6-001,WP-I6-001 is the architectural owner because its objective — Implement and verify the bounded manage later non-mutating scan surface. — is the surface that must execute the obligation 'Loose photo intake must add unassigned photos to Manage Later with reviewed metadata and n'; prerequisite packages WP-I4-001 supply the underlying schema/identity/journal it needs.,Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-050,WP-I6-001,WP-I6-001 is the architectural owner because its objective — Implement and verify the bounded manage later non-mutating scan surface. — is the surface that must execute the obligation 'Loose video intake must add unassigned videos to Manage Later with reviewed metadata and n'; prerequisite packages WP-I4-001 supply the underlying schema/identity/journal it needs.,Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-055,WP-I5-004,WP-I5-004 is the architectural owner because its objective — Implement and verify the bounded video viewer surface. — is the surface that must execute the obligation 'The chronological timeline must order photos and videos by reviewed capture time from loca'; prerequisite packages WP-I4-005 supply the underlying schema/identity/journal it needs.,Gallery and timeline,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-056,WP-I5-002,"WP-I5-002 is the architectural owner because its objective — Navigate the timeline by date from local records, render event/folder browsing, mark missing-media and offline-drive states, and preserve prior position on load — is the surface that must execute the obligation 'Missing-media indicators must mark assets whose source file is missing and must not substi'; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.",Gallery and timeline,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-057,WP-I5-003,WP-I5-003 is the architectural owner because its objective — Implement and verify the bounded image viewer surface. — is the surface that must execute the obligation 'Full-screen photo viewing must display the local photo without chrome and return to the pr'; prerequisite packages WP-I4-004 supply the underlying schema/identity/journal it needs.,Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-058,WP-I5-004,WP-I5-004 is the architectural owner because its objective — Implement and verify the bounded video viewer surface. — is the surface that must execute the obligation 'Video playback must play the local source with supported codecs and return a typed error w'; prerequisite packages WP-I4-005 supply the underlying schema/identity/journal it needs.,Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-060,WP-I8-007,WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'Photographer assignment must persist the reviewed attribution without changing camera-owne'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-066,WP-I8-007,WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'An external photographer without a detected face may exist as a photographer record but do'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-069,WP-I9-004,"WP-I9-004 is the architectural owner because its objective — Implement and verify the bounded event mind map surface. — is the surface that must execute the obligation 'Every in-scope user media, Event, Manage Later, and Linked Folder may be represented by a '; prerequisite packages WP-I9-001 supply the underlying schema/identity/journal it needs.",Mind-map projections,I9,I9,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-070,WP-I6-009,"WP-I6-009 is the architectural owner because its objective — Implement and verify the bounded event filesystem materialization plan surface. — is the surface that must execute the obligation 'When an approved operation plan lists assets to move, Lamha must move exactly the listed a'; prerequisite packages WP-I3-011, WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-075,WP-I8-001,WP-I8-001 is the architectural owner because its objective — Implement and verify the bounded tag records and namespaces surface. — is the surface that must execute the obligation 'Photographer and camera-owner labels are derived from their distinct authoritative asset f'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-079,WP-I5-010,"WP-I5-010 is the architectural owner because its objective — Commit and persist review-state transitions (approve, reject, suppress, defer, mark intentional, record decision, apply to selection) with provenance and revisi — is the surface that must execute the obligation 'When a reviewer suppresses a proposal per asset, Lamha must persist the per-asset suppress'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-082,WP-I8-006,"WP-I8-006 is the architectural owner because its objective — Implement and verify the bounded relationship projections and views surface. — is the surface that must execute the obligation 'When the relationship-composition smart view renders an asset, Lamha must derive the visib'; prerequisite packages WP-I8-005 supply the underlying schema/identity/journal it needs.",Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-083,WP-I8-006,WP-I8-006 is the architectural owner because its objective — Implement and verify the bounded relationship projections and views surface. — is the surface that must execute the obligation 'A Family Only photo may remain inside a Family + Friends event.'; prerequisite packages WP-I8-005 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-088,WP-I8-007,"WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'Lamha must store camera owner, photographer, and visible-person attribution as independent'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-090,WP-I8-007,"WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'Lamha may create a photographer proposal from reviewed evidence, but it must keep the auth'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",Metadata,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-091,WP-I8-007,WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'Scanned media may store original photographer and scanner/operator separately.'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-092,WP-I8-007,"WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'When generated media is ingested, Lamha must store generator and source metadata with the '; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-094,WP-I3-002,"WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'When a managed asset is renamed or moved, Lamha must preserve the original filename in the'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Asset identity and records,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-096,WP-I8-007,WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'The system must store photographer attribution separately from camera ownership and must n'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-098,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Filename is authoritative in the filesystem and projected into Asset JSON; reconciliation '; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-099,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Physical path is authoritative in the filesystem and projected into Asset JSON; reconcilia'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-100,WP-I3-002,WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'Original filename is authoritative in Asset JSON and recorded in operation history; moves '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Asset identity and records,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-106,WP-I8-007,WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'Photographer is authoritative in Asset JSON and projected to XMP creator; edits must updat'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-107,WP-I8-007,WP-I8-007 is the architectural owner because its objective — Implement and verify the bounded photographer camera-owner importer attribution surface. — is the surface that must execute the obligation 'Camera owner is authoritative in Asset JSON and projected from imported metadata; changing'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-108,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Uploader/importer is authoritative in Asset JSON and recorded in operation history; it is '; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-109,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Approved tags are authoritative in Asset JSON and projected to XMP keywords; unapproved su'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-113,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Normalized location is authoritative in Asset JSON and projected from EXIF/XMP; the raw so'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-117,WP-I10-005,"WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the photo count of the local library and '; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",Local AI worker,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-118,WP-I10-005,"WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the video count of the local library and '; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",Local AI worker,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-120,WP-I5-006,WP-I5-006 is the architectural owner because its objective — Implement and verify the bounded albums and favorites surface. — is the surface that must execute the obligation 'One asset in several albums must reference the same asset identity in every album without '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-121,WP-I5-008,"WP-I5-008 is the architectural owner because its objective — Render maps, venues, offline coordinates, asset timelines by location, location filters, and review links from canonical location records; keep optional map til — is the surface that must execute the obligation 'When an asset timeline by location is rendered, Lamha must order the asset's events by rev'; prerequisite packages WP-I4-008 supply the underlying schema/identity/journal it needs.",Map and location,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-123,WP-I5-013,"WP-I5-013 is the architectural owner because its objective — Load and display review items, assets, events, people, and provenance without mutating authoritative state; opening an item never changes its state. — is the surface that must execute the obligation 'When an asset is opened from a review item, Lamha must load the asset for display and must'; prerequisite packages WP-I3-002, WP-I5-010, WP-I6-002, WP-I7-004 supply the underlying schema/identity/journal it needs.",Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-124,WP-I3-011,"WP-I3-011 is the architectural owner because its objective — Implement and verify the bounded file-operation plan contract surface. — is the surface that must execute the obligation 'When an asset bundle is renamed, Lamha must rename the media and companion sidecars togeth'; prerequisite packages WP-I3-002, WP-I3-003 supply the underlying schema/identity/journal it needs.",Filesystem transactions and recovery,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-125,WP-I3-010,"WP-I3-010 is the architectural owner because its objective — Implement and verify the bounded filesystem operation journal surface. — is the surface that must execute the obligation 'When an asset bundle is moved, Lamha must move the media and companion sidecars together a'; prerequisite packages WP-I3-003 supply the underlying schema/identity/journal it needs.",Filesystem transactions and recovery,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-126,WP-I13-011,"WP-I13-011 is the architectural owner because its objective — Implement and verify the bounded backup restore rebuild disaster drill surface. — is the surface that must execute the obligation 'When the user restores an original filename, Lamha must rename the asset back to its prese'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-128,WP-I4-006,"WP-I4-006 is the architectural owner because its objective — Implement and verify the bounded companion-media detection surface. — is the surface that must execute the obligation 'When consistency detection compares the event date with the asset date, Lamha must report '; prerequisite packages WP-I3-002, WP-I4-003 supply the underlying schema/identity/journal it needs.",Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-129,WP-I4-012,"WP-I4-012 is the architectural owner because its objective — Implement and verify the bounded initial textual index surface. — is the surface that must execute the obligation 'When consistency detection compares the sidecar filename with the media filename, Lamha mu'; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.",Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-130,WP-I4-003,"WP-I4-003 is the architectural owner because its objective — Implement and verify the bounded media format classification surface. — is the surface that must execute the obligation 'When a duplicate asset ID is detected, Lamha must create a review item with both records a'; prerequisite packages WP-I4-001 supply the underlying schema/identity/journal it needs.",Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-134,WP-I3-005,WP-I3-005 is the architectural owner because its objective — Implement and verify the bounded sidecar read protocol surface. — is the surface that must execute the obligation 'Clearing selected fields keeps the minimal versioned identity sidecar required for a manag'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Metadata,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-137,WP-I7-010,"WP-I7-010 is the architectural owner because its objective — Implement and verify the bounded people and face privacy surface. — is the surface that must execute the obligation 'When the user requests AI data deletion for one asset, Lamha must delete that asset's AI-d'; prerequisite packages WP-I10-001, WP-I7-004 supply the underlying schema/identity/journal it needs.",Asset viewer,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-138,WP-I3-006,"WP-I3-006 is the architectural owner because its objective — Write co-located asset JSON and XMP mirrors through a schema-valid sidecar write protocol, preserve exact bytes on validation failure, and keep authoritative kn — is the surface that must execute the obligation 'Asset JSON must be read and written as the schema-valid authoritative record with exact-by'; prerequisite packages WP-I3-005 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-139,WP-I13-008,"WP-I13-008 is the architectural owner because its objective — Implement and verify the bounded recovery records and audit surface. — is the surface that must execute the obligation 'Backup copies are recovery artifacts, not managed gallery assets. They must be excluded fr'; prerequisite packages WP-I3-014 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-140,WP-I13-006,"WP-I13-006 is the architectural owner because its objective — Move complete asset bundles into a reversible trash state through reviewed plans, preserve event/tag references and original paths, and require explicit confirm — is the surface that must execute the obligation 'When an asset is trashed, Lamha must move the complete asset bundle (media, sidecars, and '; prerequisite packages WP-I3-010, WP-I3-011, WP-I3-012 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-141,WP-I12-006,"WP-I12-006 is the architectural owner because its objective — Implement and verify the bounded root and asset relinking surface. — is the surface that must execute the obligation 'When new media appears on a connected external drive, Lamha must scan and index it under t'; prerequisite packages WP-I12-001 supply the underlying schema/identity/journal it needs.",External drives and path resilience,I12,I12,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-142,WP-I12-006,WP-I12-006 is the architectural owner because its objective — Implement and verify the bounded root and asset relinking surface. — is the surface that must execute the obligation 'External reconciliation must preserve the stable asset ID and must never assign a duplicat'; prerequisite packages WP-I12-001 supply the underlying schema/identity/journal it needs.,External drives and path resilience,I12,I12,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-147,WP-I14-001,"WP-I14-001 is the architectural owner because its objective — Define executable performance fixtures for 10k/50k/100k assets and require hardware-profile recording on every performance result. — is the surface that must execute the obligation 'Before release, Lamha performance validation must execute declared 10,000-, 50,000-, and 1'; prerequisite packages WP-I0-007 supply the underlying schema/identity/journal it needs.",Performance and scale,I14,I14,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-148,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'Bundled binaries must carry the reviewed notices and the release gate must fail when any b'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-186,WP-I3-011,"WP-I3-011 is the architectural owner because its objective — Implement and verify the bounded file-operation plan contract surface. — is the surface that must execute the obligation 'Asset bundles must keep media and companion sidecars together for moves, renames, trash, a'; prerequisite packages WP-I3-002, WP-I3-003 supply the underlying schema/identity/journal it needs.",Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-189,WP-I4-010,WP-I4-010 is the architectural owner because its objective — Implement and verify the bounded asset and path index surface. — is the surface that must execute the obligation 'Asset details must display the reviewed record fields from local data and remain accessibl'; prerequisite packages WP-I3-008 supply the underlying schema/identity/journal it needs.,Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-191,WP-I11-012,WP-I11-012 is the architectural owner because its objective — Implement and verify the bounded editing and mutation recovery surface. — is the surface that must execute the obligation 'Unmanage Asset must remove the asset from managed organization while preserving the media '; prerequisite packages WP-I3-014 supply the underlying schema/identity/journal it needs.,Editing,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-197,WP-I3-002,"WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'When safety proofs run, Lamha must demonstrate that original filenames are recoverable aft'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Asset identity and records,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ASSET-198,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'Third-party assets in the product must be inventoried with licence, attribution, and redis'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-BACKUP-002,WP-I13-011,"WP-I13-011 is the architectural owner because its objective — Implement and verify the bounded backup restore rebuild disaster drill surface. — is the surface that must execute the obligation 'When the user restores from a backup, Lamha must verify the backup set before restoring an'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-BACKUP-004,WP-I13-001,"WP-I13-001 is the architectural owner because its objective — Persist schema-valid backup manifests inventorying record revisions, exclude backup/app-data from views, preserve malformed sidecars, and enforce controlled-cop — is the surface that must execute the obligation 'When backup manifests are written, Lamha must persist a schema-valid manifest inventorying'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-BACKUP-005,WP-I3-002,"WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'When an asset is restored, Lamha must return the complete asset bundle and its references '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Asset identity and records,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
