record_id,original_source_text,previous_statement,final_statement,final_classification,parent_requirement,acceptance_criteria,capability,primary_phase,verification_method,review_rationale,evidence,disposition,reviewer_type,review_revision,review_status
CAN-LAM-ARCH-276,Mark intentional,"When a review item offers Mark intentional in 27. Review Centre, the selected decision must produce a visible, persisted proposal-state transition while leaving authoritative metadata unchanged until an allowed approval action commits it; rejected invalid transitions must preserve the prior state.","When a reviewer marks an item intentional, Lamha must persist the intentional marker with provenance and exclude the item from future duplicate or suggestion queues.",ACCEPTANCE_CRITERION,CAN-SECTION-0091,"Given a review item, when it is marked intentional, then the marker is persisted and the item is excluded from matching future queues.",Review Centre,I5,Mark-intentional fixture.,Review-action label; rewrite adds persistence and exclusion.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-277,Apply to selection,"When a review item offers Apply to selection in 27. Review Centre, the selected decision must produce a visible, persisted proposal-state transition while leaving authoritative metadata unchanged until an allowed approval action commits it; rejected invalid transitions must preserve the prior state.","When a reviewer applies a decision to a selection, Lamha must commit the decision to exactly the selected items and report per-item results.",ACCEPTANCE_CRITERION,CAN-SECTION-0091,"Given a selected set, when the decision is applied, then exactly the selected items change and each result is reported.",Review Centre,I5,Apply-to-selection fixture.,Review-action label; rewrite adds exact scope and reporting.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-278,See suggestion reason,"When a review item offers See suggestion reason in 27. Review Centre, the selected decision must produce a visible, persisted proposal-state transition while leaving authoritative metadata unchanged until an allowed approval action commits it; rejected invalid transitions must preserve the prior state.","When a reviewer asks for the suggestion reason, Lamha must display the model, source, and configuration provenance behind the suggestion without changing its state.",ACCEPTANCE_CRITERION,CAN-SECTION-0091,"Given a suggestion, when its reason is requested, then model, source, and configuration provenance are displayed and no state change occurs.",Review Centre,I5,Suggestion-reason fixture.,Review-action label; rewrite adds provenance display and no-mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-123,Open asset,"When the user invokes Open asset in 27. Review Centre, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.","When an asset is opened from a review item, Lamha must load the asset for display and must not change review or authoritative state.",ACCEPTANCE_CRITERION,CAN-SECTION-0132,"Given a review item, when its asset is opened, then the asset displays and no review or authoritative change occurs.",Asset viewer,I5,Open-asset fixture with no-mutation assertion.,Label names open-asset; rewrite separates navigation from mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0132,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-056,Open event,"When Open event is requested in 27. Review Centre, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.","When Open event is invoked, Lamha must load and display the reviewed event record, members, and folders; it must not create or update an event plan merely because the event was opened.",ACCEPTANCE_CRITERION,CAN-SECTION-0162,"Given an event, when Open event runs, then the event data loads for display and no plan or filesystem change occurs.",Events and organization,I5,Open-event fixture with no-mutation assertion.,Open-event label; rewrite separates navigation from event-plan mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0162,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-035,Open folder,"When a configured library encounters Open folder during 27. Review Centre, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When Open folder is invoked, Lamha must open the folder in the UI or reveal its path in the OS file manager as the action requires; it must not authorize roots or mutate folder state.",ACCEPTANCE_CRITERION,CAN-SECTION-0174,"Given a folder, when Open folder runs, then the folder is opened or revealed and no authorization or filesystem change occurs.",Libraries and storage,I5,Open-folder fixture with no-mutation assertion.,Open-folder label; rewrite separates UI opening and OS reveal from root authorization.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0174,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-PERSON-092,Open person,"When the 27. Review Centre workflow manages Open person, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.","When Open person is invoked, Lamha must load and display the reviewed person profile, faces, and links; it must not mutate person identity or assignments merely because the profile was opened.",ACCEPTANCE_CRITERION,CAN-SECTION-0227,"Given a person, when Open person runs, then the profile and links load for display and no identity or assignment change occurs.",People and faces,I5,Open-person fixture with no-mutation assertion.,Open-person label; rewrite separates navigation from identity mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0227,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-SEARCH-011,Filter by confidence,"When a review item offers Filter by confidence in 27. Review Centre, the selected decision must produce a visible, persisted proposal-state transition while leaving authoritative metadata unchanged until an allowed approval action commits it; rejected invalid transitions must preserve the prior state.","When a reviewer filters review items by confidence, Lamha must show exactly the items whose recorded confidence matches the filter.",ACCEPTANCE_CRITERION,CAN-SECTION-0091,"Given review items with confidence values, when the filter is applied, then only matching items are shown.",Review Centre,I5,Confidence-filter fixture.,Filter label; rewrite adds the observable filter result.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-SEARCH-012,Filter by source,"When a review item offers Filter by source in 27. Review Centre, the selected decision must produce a visible, persisted proposal-state transition while leaving authoritative metadata unchanged until an allowed approval action commits it; rejected invalid transitions must preserve the prior state.","When a reviewer filters review items by source, Lamha must show exactly the items whose recorded source matches the filter.",ACCEPTANCE_CRITERION,CAN-SECTION-0091,"Given review items with source records, when the filter is applied, then only matching items are shown.",Review Centre,I5,Source-filter fixture.,Filter label; rewrite adds the observable filter result.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-444,Maintain:,"When any requirement or package status changes, the completion tracker must preserve prior revisions and record the actor, timestamp, evidence links, applicable gates, and resulting status transition.","When any requirement or package status changes, the completion tracker must preserve prior revisions and record the actor, timestamp, evidence links, applicable gates, and resulting status transition.",VERIFICATION_GATE,,"When any requirement or package status changes, the completion tracker must preserve prior revisions and record the actor, timestamp, evidence links, applicable gates, and resulting status transition.",Active-plan authority adoption,I0,"Given an existing tracker row, when its status changes, then the new revision links its predecessor and evidence while the previous revision remains queryable.","Statement is already record-specific (completion tracker preserves requirement/package status changes, rejects divergence); it does not reproduce a legacy template.",Pass 1 semantic rehabilitation; matched=[LABEL_ONLY]; section=28. Completion Tracker; parent=none,KEEP_WITH_EXPLICIT_JUSTIFICATION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CONFIRMED
CAN-LAM-ARCH-279,Collision detection,"When a configured library encounters Collision detection during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When a file or folder operation would collide, Lamha must detect the collision, preview the conflict, and apply nothing until the user approves a safe resolution.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given a colliding operation, when the collision is detected, then the conflict is previewed and no change occurs until approval.",Filesystem transactions and recovery,I3,Collision fixture with approval checks.,"Label names collision detection; rewrite adds detection, preview, and approval.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-280,Preview,"When a configured library encounters Preview during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","Before any file or folder mutation commits, Lamha must show a preview of the planned changes and require explicit approval.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given a planned mutation, when preview runs, then the changes are shown and commit requires approval.",Filesystem transactions and recovery,I3,Mutation-preview fixture.,Label names preview; rewrite adds preview and approval.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-281,Hash verification,"When duplicate analysis evaluates Hash verification in 28. File and Folder Management, it must create a reviewable candidate with evidence and stable asset identities; no file may be removed or merged when analysis fails or before an explicitly confirmed operation plan.","When a move or rename commits, Lamha must verify source and destination hashes and leave a typed error with unchanged paths if verification fails.",ACCEPTANCE_CRITERION,CAN-SECTION-0093,"Given a planned move or rename, when commit runs, then hashes verify at both ends and failure leaves paths unchanged.",Filesystem transactions and recovery,I3,Hash-verification fixture.,Label names hash verification; rewrite adds verification and failure preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0093,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-282,Sidecar repair,"When the 28. File and Folder Management workflow reads or changes Sidecar repair, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.","When a sidecar is repaired, Lamha must preserve the original bytes until a validated replacement is committed and must record the repair in history.",ACCEPTANCE_CRITERION,CAN-SECTION-0094,"Given a malformed sidecar, when repair commits, then the validated replacement is stored, the original is preserved until commit, and the repair is recorded.",Filesystem transactions and recovery,I3,Sidecar-repair fixture.,Label names sidecar repair; rewrite adds preservation and history.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0094,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-124,Rename asset bundle,"When the user invokes Rename asset bundle in 28. File and Folder Management, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.","When an asset bundle is renamed, Lamha must rename the media and companion sidecars together, preserve the original filename, and verify hashes before commit.",ACCEPTANCE_CRITERION,CAN-SECTION-0133,"Given an asset bundle, when rename commits, then all bundle members are renamed together with original name preserved and hashes verified.",Filesystem transactions and recovery,I3,Bundle-rename fixture.,Label names bundle rename; rewrite adds bundle cohesion and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0133,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-125,Move asset bundle,"When the user invokes Move asset bundle in 28. File and Folder Management, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.","When an asset bundle is moved, Lamha must move the media and companion sidecars together and verify hashes before commit.",ACCEPTANCE_CRITERION,CAN-SECTION-0133,"Given an asset bundle, when move commits, then all bundle members move together with hashes verified.",Filesystem transactions and recovery,I3,Bundle-move fixture.,Label names bundle move; rewrite adds bundle cohesion and verification.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0133,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-126,Restore original filename,"When the 28. File and Folder Management workflow reads or changes Restore original filename, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.","When the user restores an original filename, Lamha must rename the asset back to its preserved original name and record the restoration in history.",ACCEPTANCE_CRITERION,CAN-SECTION-0094,"Given a renamed asset, when original-filename restore is confirmed, then the asset returns to its preserved name and the restoration is recorded.","Backup, trash, restore and rebuild",I13,Original-filename restore fixture.,Label names original-filename restore; rewrite adds the restore result.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0094,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-057,Rename event folder,"When a configured library encounters Rename event folder during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an event folder is renamed, Lamha must rename the folder and its managed records together, preserve the original name in history, and verify hashes before commit.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given an event folder, when rename commits, then the folder and records are renamed together with original name preserved.",Events and organization,I6,Event-folder rename fixture.,Label names event-folder rename; rewrite adds cohesion and provenance.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-058,Move event folder,"When a configured library encounters Move event folder during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an event folder is moved, Lamha must move the folder and its managed records together and verify hashes before commit.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given an event folder, when move commits, then the folder and records move together with hashes verified.",Events and organization,I6,Event-folder move fixture.,Label names event-folder move; rewrite adds cohesion and verification.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-059,Split event,"When Split event is requested in 28. File and Folder Management, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.","When an event is split, Lamha must preview the resulting events and membership and commit only after explicit confirmation while preserving historical membership.",ACCEPTANCE_CRITERION,CAN-SECTION-0163,"Given an event, when a split is confirmed, then the resulting events are created with membership preserved and history intact.",Events and organization,I6,Event-split fixture.,"Label names event split; rewrite adds preview, confirmation, and history preservation.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0163,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-036,Merge folders,"When a configured library encounters Merge folders during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When folders are merged, Lamha must preview the merged membership and commit only after approval while preserving every asset identity and hash.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given approved folder merges, when commit runs, then the folders merge with all asset identities and hashes preserved.",Filesystem transactions and recovery,I3,Folder-merge fixture.,"Label names folder merge; rewrite adds preview, approval, and preservation.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-037,Link folders,"When a configured library encounters Link folders during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When folders are linked, Lamha must record the link without moving or renaming the linked folder contents.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given existing folders, when linking is confirmed, then the link is recorded and folder paths and contents remain unchanged.",Filesystem transactions and recovery,I3,Folder-link fixture with no-mutation assertion.,Label names folder linking; rewrite separates linking from mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-038,Folder-map materialization,"When Folder-map materialization is used in 28. File and Folder Management, Lamha must derive the map or location result from canonical records, show its source and confidence where applicable, and preserve the records if projection or coordinate validation fails.","When folder-map materialization runs, Lamha must preview the folders to create and commit only after approval while preserving existing paths.",ACCEPTANCE_CRITERION,CAN-SECTION-0175,"Given a folder-map plan, when materialization is confirmed, then the planned folders are created and existing paths remain unchanged.",Events and organization,I6,Folder-map materialization fixture.,Label names folder-map materialization; rewrite adds preview and approval.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0175,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-039,Cross-drive support,"When a configured library encounters Cross-drive support during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","Cross-drive file operations must use copy, flush, checksum verification, and a journaled source-removal step and must never assume that rename is atomic across drives.",FUNCTIONAL_REQUIREMENT,,"Given a cross-drive operation, when it runs, then copy, flush, checksum, and journaled source removal complete or the prior state is restored.",Filesystem transactions and recovery,I3,Cross-drive operation fixture.,Label names cross-drive support; rewrite adds the non-atomic rename rule and verification.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-040,Manual filesystem change detection,"When a configured library encounters Manual filesystem change detection during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When manual filesystem changes are detected, Lamha must reconcile the derived index against the current filesystem and report mismatches without altering source files.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given manual changes, when reconciliation runs, then the index updates to match the filesystem and source files remain unchanged.",Filesystem transactions and recovery,I3,Manual-change reconciliation fixture.,Label names manual change detection; rewrite adds reconciliation and no-mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-041,Show in folder,"When a configured library encounters Show in folder during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When Show in folder is invoked, Lamha must reveal the asset's physical path in the OS file manager without moving files or changing state.",ACCEPTANCE_CRITERION,CAN-SECTION-0092,"Given an asset, when Show in folder runs, then the OS reveals the path and no filesystem or state change occurs.",Libraries and storage,I5,Show-in-folder fixture with no-mutation assertion.,Label names show-in-folder; rewrite adds the navigation-only result. | Final statement is an OS file-manager reveal action with explicit no-mutation constraints.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-ARCH-283,Recorded hash versus current hash,"When duplicate analysis evaluates Recorded hash versus current hash in 29. Consistency Detection, it must create a reviewable candidate with evidence and stable asset identities; no file may be removed or merged when analysis fails or before an explicitly confirmed operation plan.","When consistency detection compares the recorded hash with the current hash, Lamha must report matches and mismatches and never overwrite or delete the file on mismatch.",ACCEPTANCE_CRITERION,CAN-SECTION-0095,"Given an asset, when hash comparison runs, then the result is reported and mismatched files remain unchanged.",Media ingestion and derivation,I4,Hash-consistency fixture.,Label names hash comparison; rewrite adds reporting and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0095,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-284,Orphan sidecar,"When the 29. Consistency Detection workflow reads or changes Orphan sidecar, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.","When an orphan sidecar is found, Lamha must create a review item with the sidecar and suspected asset without deleting or modifying the sidecar.",ACCEPTANCE_CRITERION,CAN-SECTION-0096,"Given an orphan sidecar, when consistency detection runs, then a review item is created and the sidecar remains unchanged.",Media ingestion and derivation,I4,Orphan-sidecar fixture.,Label names orphan sidecars; rewrite adds review creation and no-mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-128,Event date versus asset date,"When the user invokes Event date versus asset date in 29. Consistency Detection, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.","When consistency detection compares the event date with the asset date, Lamha must report the mismatch and keep both records unchanged until a review decision.",ACCEPTANCE_CRITERION,CAN-SECTION-0134,"Given a date mismatch, when consistency detection runs, then the mismatch is reported and no record changes until a decision.",Media ingestion and derivation,I4,Date-consistency fixture.,Label names date comparison; rewrite adds reporting and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0134,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-129,Sidecar filename versus media filename,"When the 29. Consistency Detection workflow reads or changes Sidecar filename versus media filename, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.","When consistency detection compares the sidecar filename with the media filename, Lamha must report the mismatch and keep the files unchanged until a review decision.",ACCEPTANCE_CRITERION,CAN-SECTION-0096,"Given a sidecar/media name mismatch, when consistency detection runs, then the mismatch is reported and the files remain unchanged.",Media ingestion and derivation,I4,Filename-consistency fixture.,Label names filename comparison; rewrite adds reporting and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-130,Duplicate asset ID,"When the user invokes Duplicate asset ID in 29. Consistency Detection, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.","When a duplicate asset ID is detected, Lamha must create a review item with both records and must not merge or delete either record automatically.",ACCEPTANCE_CRITERION,CAN-SECTION-0134,"Given duplicate asset IDs, when consistency detection runs, then a review item is created and neither record changes.",Media ingestion and derivation,I4,Duplicate-ID fixture.,Label names duplicate IDs; rewrite adds review creation and no-mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0134,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-060,Event folder versus event node,"When a configured library encounters Event folder versus event node during 29. Consistency Detection, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When consistency detection compares the event folder with the event node, Lamha must report the mismatch and keep the folder and node unchanged until a review decision.",ACCEPTANCE_CRITERION,CAN-SECTION-0164,"Given a folder/node mismatch, when consistency detection runs, then the mismatch is reported and nothing changes until a decision.",Media ingestion and derivation,I4,Folder/node consistency fixture.,Label names folder/node comparison; rewrite adds reporting and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0164,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-042,Folder year versus normalized date,"When a configured library encounters Folder year versus normalized date during 29. Consistency Detection, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When consistency detection compares the folder year with the normalized date, Lamha must report the mismatch and keep the folder and record unchanged until a review decision.",ACCEPTANCE_CRITERION,CAN-SECTION-0164,"Given a year/date mismatch, when consistency detection runs, then the mismatch is reported and nothing changes until a decision.",Media ingestion and derivation,I4,Year/date consistency fixture.,Label names year/date comparison; rewrite adds reporting and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0164,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
