canonical_id,title,source_text,current_statement,matched_template_family,why_current_statement_may_be_semantically_wrong,current_capability,current_phase,current_package,required_disposition,requirement_type,source_section,parent_requirement_id,parent_title,parent_statement,source_length_category
CAN-LAM-ASSET-125,Move asset bundle,Move asset bundle,"When the user invokes Move asset bundle in 28. File and Folder Management, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names bundle move; rewrite adds bundle cohesion and verification.,Filesystem transactions and recovery,I3,WP-I3-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0133,28. File and Folder Management — Asset viewer,Lamha must implement the 28. File and Folder Management behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-126,Restore original filename,Restore original filename,"When the 28. File and Folder Management workflow reads or changes Restore original filename, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names original-filename restore; rewrite adds the restore result.,"Backup, trash, restore and rebuild",I13,WP-I13-011,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0094,28. File and Folder Management — Metadata,Lamha must implement the 28. File and Folder Management behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-057,Rename event folder,Rename event folder,"When a configured library encounters Rename event folder during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names event-folder rename; rewrite adds cohesion and provenance.,Events and organization,I6,WP-I6-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0092,28. File and Folder Management — Libraries and storage,Lamha must implement the 28. File and Folder Management behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-058,Move event folder,Move event folder,"When a configured library encounters Move event folder during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names event-folder move; rewrite adds cohesion and verification.,Events and organization,I6,WP-I6-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0092,28. File and Folder Management — Libraries and storage,Lamha must implement the 28. File and Folder Management behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-059,Split event,Split event,"When Split event is requested in 28. File and Folder Management, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,"Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names event split; rewrite adds preview, confirmation, and history preservation.",Events and organization,I6,WP-I6-006,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0163,28. File and Folder Management — Events and organization,Lamha must implement the 28. File and Folder Management behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-036,Merge folders,Merge folders,"When a configured library encounters Merge folders during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,"Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names folder merge; rewrite adds preview, approval, and preservation.",Filesystem transactions and recovery,I3,WP-I3-011,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0092,28. File and Folder Management — Libraries and storage,Lamha must implement the 28. File and Folder Management behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-037,Link folders,Link folders,"When a configured library encounters Link folders during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names folder linking; rewrite separates linking from mutation.,Filesystem transactions and recovery,I3,WP-I3-011,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0092,28. File and Folder Management — Libraries and storage,Lamha must implement the 28. File and Folder Management behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-038,Folder-map materialization,Folder-map materialization,"When Folder-map materialization is used in 28. File and Folder Management, Lamha must derive the map or location result from canonical records, show its source and confidence where applicable, and preserve the records if projection or coordinate validation fails.",EXACT_LEGACY_OUTPUT;FAMILY:is_used_in,Detected as EXACT_LEGACY_OUTPUT;FAMILY:is_used_in; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names folder-map materialization; rewrite adds preview and approval.,Events and organization,I6,WP-I6-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0175,28. File and Folder Management — Map and location,Lamha must implement the 28. File and Folder Management behavior for Map and location and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-039,Cross-drive support,Cross-drive support,"When a configured library encounters Cross-drive support during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_REQUIREMENT with status REVIEWED_CORRECTED; rationale: Label names cross-drive support; rewrite adds the non-atomic rename rule and verification.,Filesystem transactions and recovery,I3,WP-I3-016,REWRITE_AS_REQUIREMENT,FUNCTIONAL_REQUIREMENT,28. File and Folder Management,,,,SHORT
CAN-LAM-FOLDER-040,Manual filesystem change detection,Manual filesystem change detection,"When a configured library encounters Manual filesystem change detection during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names manual change detection; rewrite adds reconciliation and no-mutation.,Filesystem transactions and recovery,I3,WP-I3-011,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0092,28. File and Folder Management — Libraries and storage,Lamha must implement the 28. File and Folder Management behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-041,Show in folder,Show in folder,"When a configured library encounters Show in folder during 28. File and Folder Management, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names show-in-folder; rewrite adds the navigation-only result.,Filesystem transactions and recovery,I3,WP-I3-011,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,28. File and Folder Management,CAN-SECTION-0092,28. File and Folder Management — Libraries and storage,Lamha must implement the 28. File and Folder Management behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-283,Recorded hash versus current hash,Recorded hash versus current hash,"When duplicate analysis evaluates Recorded hash versus current hash in 29. Consistency Detection, it must create a reviewable candidate with evidence and stable asset identities; no file may be removed or merged when analysis fails or before an explicitly confirmed operation plan.",EXACT_LEGACY_OUTPUT;FAMILY:duplicates_evaluates,Detected as EXACT_LEGACY_OUTPUT;FAMILY:duplicates_evaluates; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names hash comparison; rewrite adds reporting and preservation.,Media ingestion and derivation,I4,WP-I4-007,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0095,29. Consistency Detection — Duplicates,Lamha must implement the 29. Consistency Detection behavior for Duplicates and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-284,Orphan sidecar,Orphan sidecar,"When the 29. Consistency Detection workflow reads or changes Orphan sidecar, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names orphan sidecars; rewrite adds review creation and no-mutation.,Media ingestion and derivation,I4,WP-I4-006,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0096,29. Consistency Detection — Metadata,Lamha must implement the 29. Consistency Detection behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-128,Event date versus asset date,Event date versus asset date,"When the user invokes Event date versus asset date in 29. Consistency Detection, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names date comparison; rewrite adds reporting and preservation.,Media ingestion and derivation,I4,WP-I4-006,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0134,29. Consistency Detection — Asset viewer,Lamha must implement the 29. Consistency Detection behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-129,Sidecar filename versus media filename,Sidecar filename versus media filename,"When the 29. Consistency Detection workflow reads or changes Sidecar filename versus media filename, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names filename comparison; rewrite adds reporting and preservation.,Media ingestion and derivation,I4,WP-I4-012,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0096,29. Consistency Detection — Metadata,Lamha must implement the 29. Consistency Detection behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-130,Duplicate asset ID,Duplicate asset ID,"When the user invokes Duplicate asset ID in 29. Consistency Detection, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names duplicate IDs; rewrite adds review creation and no-mutation.,Media ingestion and derivation,I4,WP-I4-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0134,29. Consistency Detection — Asset viewer,Lamha must implement the 29. Consistency Detection behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-060,Event folder versus event node,Event folder versus event node,"When a configured library encounters Event folder versus event node during 29. Consistency Detection, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names folder/node comparison; rewrite adds reporting and preservation.,Media ingestion and derivation,I4,WP-I4-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0164,29. Consistency Detection — Libraries and storage,Lamha must implement the 29. Consistency Detection behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-042,Folder year versus normalized date,Folder year versus normalized date,"When a configured library encounters Folder year versus normalized date during 29. Consistency Detection, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names year/date comparison; rewrite adds reporting and preservation.,Media ingestion and derivation,I4,WP-I4-006,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0164,29. Consistency Detection — Libraries and storage,Lamha must implement the 29. Consistency Detection behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-META-040,JSON versus XMP,JSON versus XMP,"When the 29. Consistency Detection workflow reads or changes JSON versus XMP, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names JSON/XMP comparison; rewrite adds conflict reporting and preservation.,Media ingestion and derivation,I4,WP-I4-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0096,29. Consistency Detection — Metadata,Lamha must implement the 29. Consistency Detection behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-META-041,JSON versus embedded metadata,JSON versus embedded metadata,"When the 29. Consistency Detection workflow reads or changes JSON versus embedded metadata, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names JSON/embedded comparison; rewrite adds conflict reporting and preservation.,Media ingestion and derivation,I4,WP-I4-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0096,29. Consistency Detection — Metadata,Lamha must implement the 29. Consistency Detection behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-META-042,Missing JSON,Missing JSON,"When Missing JSON participates in 29. Consistency Detection, the authoritative record or transaction must persist its revision and provenance before derived-index publication, and any failed write must leave a recoverable prior state.",EXACT_LEGACY_OUTPUT;FAMILY:participates_in,Detected as EXACT_LEGACY_OUTPUT;FAMILY:participates_in; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names missing JSON; rewrite adds degraded state and review.,Filesystem transactions and recovery,I3,WP-I3-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0204,29. Consistency Detection — Local data authority,Lamha must implement the 29. Consistency Detection behavior for Local data authority and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-META-043,Missing XMP,Missing XMP,"When the 29. Consistency Detection workflow reads or changes Missing XMP, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names missing XMP; rewrite adds degraded state and review.,Media ingestion and derivation,I4,WP-I4-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,29. Consistency Detection,CAN-SECTION-0096,29. Consistency Detection — Metadata,Lamha must implement the 29. Consistency Detection behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-455,Recommended first implementation phase,Recommended first implementation phase,"When Recommended first implementation phase is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Handoff field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,29. Final Planning Handoff,,,,SHORT
CAN-LAM-ARCH-456,Exact files for that phase,Exact files for that phase,"When Exact files for that phase is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Handoff field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,29. Final Planning Handoff,,,,SHORT
CAN-LAM-ARCH-457,Code that must remain temporarily,Code that must remain temporarily,"When Code that must remain temporarily is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Handoff field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,29. Final Planning Handoff,,,,SHORT
CAN-LAM-TEST-022,Mapping coverage,Mapping coverage,"When Mapping coverage is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Handoff field label; reclassified as a coverage constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,29. Final Planning Handoff,,,,SHORT
CAN-LAM-EVENT-007,Normalized managed Event Folders,Normalized managed Event Folders.,"When a configured library encounters Normalized managed Event Folders during 3. Final Physical Media Library, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names normalized event folders; rewrite adds the layout rule.,Libraries and storage,I6,WP-I6-007,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,3. Final Physical Media Library,CAN-SECTION-0152,3. Final Physical Media Library — Libraries and storage,Lamha must implement the 3. Final Physical Media Library behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-008,Manage Later/ intake,Manage Later/ intake.,"When Manage Later/ intake is requested in 3. Final Physical Media Library, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names Manage Later intake; rewrite adds intake state and plan gating.,Events and organization,I6,WP-I6-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,3. Final Physical Media Library,CAN-SECTION-0153,3. Final Physical Media Library — Events and organization,Lamha must implement the 3. Final Physical Media Library behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-008,Linked Folders indexed in place,Linked Folders indexed in place.,"When Linked Folders indexed in place is requested in 3. Final Physical Media Library, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names linked-folder indexing; rewrite adds in-place indexing and no-mutation.,Events and organization,I6,WP-I6-006,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,3. Final Physical Media Library,CAN-SECTION-0153,3. Final Physical Media Library — Events and organization,Lamha must implement the 3. Final Physical Media Library behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-GOV-082,Inventory the whole codebase,Inventory the whole codebase,"When Inventory the whole codebase is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Planning-stage label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,3. First Stage Is Planning and Mapping Only,,,,SHORT
CAN-LAM-GOV-088,Classify every area,Classify every area,"When Classify every area is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Planning-stage label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,3. First Stage Is Planning and Mapping Only,,,,SHORT
CAN-LAM-GOV-089,Double-check coverage,Double-check coverage,"When Double-check coverage is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Planning-stage label; reclassified as a coverage constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,3. First Stage Is Planning and Mapping Only,,,,SHORT
CAN-LAM-GOV-093,Do not delete code,Do not delete code.,"When Do not delete code is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Planning-stage label; reclassified as a no-deletion constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,3. First Stage Is Planning and Mapping Only,,,,SHORT
CAN-LAM-GOV-096,Do not rename packages,Do not rename packages.,"When Do not rename packages is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Planning-stage label; reclassified as a no-rename constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,3. First Stage Is Planning and Mapping Only,,,,SHORT
CAN-LAM-GOV-097,Do not remove dependencies,Do not remove dependencies.,"When Do not remove dependencies is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Planning-stage label; reclassified as a no-removal constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,3. First Stage Is Planning and Mapping Only,,,,SHORT
CAN-LAM-GOV-098,Do not migrate data,Do not migrate data.,"When Do not migrate data is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Planning-stage label; reclassified as a no-migration constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,3. First Stage Is Planning and Mapping Only,,,,SHORT
CAN-LAM-EVENT-009,Use the event start date,Use the event start date:,"When a configured library encounters Use the event start date during 3.1 Event-folder naming, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names start-date usage; rewrite adds date authority and no-inference.,Libraries and storage,I6,WP-I6-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,3.1 Event-folder naming,CAN-SECTION-0154,3.1 Event-folder naming — Libraries and storage,Lamha must implement the 3.1 Event-folder naming behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
