Package ID,Exit-gate text,Test evidence required,Contract evidence required,Schema evidence required,Persistence evidence required,Recovery evidence required,Platform evidence required,Performance evidence required,Changed-file evidence required,Stop condition,Final result,Evidence,Reviewer role,Review revision,Verification status,Item-specific rationale
WP-I2-013,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-014, CAN-LAM-INV-ASSET-01 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-014, CAN-LAM-INV-ASSET-01; verification methods include Given each primary workflow, when a user opens it and starts; Given one asset referenced by multiple organizational concep.","Contracts affected by requirements CAN-LAM-ARCH-014, CAN-LAM-INV-ASSET-01; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-014, CAN-LAM-INV-ASSET-01; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-014, CAN-LAM-INV-ASSET-01 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I2-013,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I2-013: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-001,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109, CAN-LAM-ASSET-113, CAN-LAM-EDGE-13, CAN-LAM-EVENT-004, CAN-LAM-EVENT-011... pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109, CAN-LAM-ASSET-113, CAN-LAM-EDGE-13, CAN-LAM-EVENT-004, CAN-LAM-EVENT-011...; verification methods include Transaction failure-injection fixture with pre-commit recove; Tag-record fixture with schema checks.; Sidecar-creation fixture with schema and journal checks.; Per-asset JSON fixture..","Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109, CAN-LAM-ASSET-113, CAN-LAM-EDGE-13, CAN-LAM-EVENT-004, CAN-LAM-EVENT-011... pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-001,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-001: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-002,"Exit only when the reviewed fixtures for requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11, CAN-LAM-EDGE-15, CAN-LAM-EVENT-013, CAN-LAM-EVENT-014, CAN-LAM-INV-ASSET-05... pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11, CAN-LAM-EDGE-15, CAN-LAM-EVENT-013, CAN-LAM-EVENT-014, CAN-LAM-INV-ASSET-05...; verification methods include Original-filename immutability and restore gate.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Filename-preservation fixture.; Rename fixture with original-name checks..","Contracts affected by requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11, CAN-LAM-EDGE-15, CAN-LAM-EVENT-013, CAN-LAM-EVENT-014, CAN-LAM-INV-ASSET-05... pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-002,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-002: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-003,Exit only when the reviewed fixtures for requirements CAN-LAM-FOLDER-067 pass and completion evidence is recorded.,Run reviewed fixtures for requirements CAN-LAM-FOLDER-067; verification methods include Authorized-path fixture..,Contracts affected by requirements CAN-LAM-FOLDER-067; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-FOLDER-067; schema paths are resolved in the package packet.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Exit only when the reviewed fixtures for requirements CAN-LAM-FOLDER-067 pass and completion evidence is recorded.,VERIFIED,Exit gate text from work-packages.json for WP-I3-003,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-003: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-004,Exit only when the reviewed fixtures for requirements CAN-LAM-EDGE-14 pass and completion evidence is recorded.,Run reviewed fixtures for requirements CAN-LAM-EDGE-14; verification methods include Reparse-escape fixture with traversal-stop assertion..,Contracts affected by requirements CAN-LAM-EDGE-14; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-EDGE-14; schema paths are resolved in the package packet.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Exit only when the reviewed fixtures for requirements CAN-LAM-EDGE-14 pass and completion evidence is recorded.,VERIFIED,Exit gate text from work-packages.json for WP-I3-004,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-004: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-005,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-134, CAN-LAM-META-045 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ASSET-134, CAN-LAM-META-045; verification methods include Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Given valid JSON authority and malformed or conflicting XMP,.","Contracts affected by requirements CAN-LAM-ASSET-134, CAN-LAM-META-045; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-134, CAN-LAM-META-045; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-134, CAN-LAM-META-045 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-005,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-005: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-006,Sidecar write fixture suite passes.,"Fixture suite covering JSON/XMP writes, schema validation failure preservation, mirror alignment, and index separation.",Sidecar write protocol contracts,Asset and XMP sidecar records,Writes are journaled; failed validation preserves the prior sidecar bytes.,Writes are journaled; failed validation preserves the prior sidecar bytes.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Sidecar write fixture suite passes.,VERIFIED,Exit gate text from work-packages.json for WP-I3-006,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-006: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-007,Exit only when the reviewed fixtures for requirements  pass and completion evidence is recorded.,Run reviewed fixtures for requirements ; verification methods include .,Contracts affected by requirements ; registry references are resolved in the package packet.,Schemas affected by requirements ; schema paths are resolved in the package packet.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Exit only when the reviewed fixtures for requirements  pass and completion evidence is recorded.,VERIFIED,Exit gate text from work-packages.json for WP-I3-007,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-007: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-008,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012, CAN-LAM-META-046 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012, CAN-LAM-META-046; verification methods include Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Collision move fixture with hash-preservation checks.; Crash-recovery fixture with manifest reconciliation checks..","Contracts affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012, CAN-LAM-META-046 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-008,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-008: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-009,"Exit only when the reviewed fixtures for requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032, CAN-LAM-META-068 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032, CAN-LAM-META-068; verification methods include Derived-index rebuild and decision-survival gate.; Given versioned AI authority records and a populated SQLite ; Rebuild fixture must restore embeddings/index from authority; Per-asset XMP fixture..","Contracts affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032, CAN-LAM-META-068 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-009,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-009: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-010,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-125, CAN-LAM-GOV-257, CAN-LAM-TRANSACTION-001, CAN-LAM-TRANSACTION-002 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ASSET-125, CAN-LAM-GOV-257, CAN-LAM-TRANSACTION-001, CAN-LAM-TRANSACTION-002; verification methods include Bundle-move fixture.; Transaction validation must reject unsupported operation typ; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Operation-journal fixture with commit checks..","Contracts affected by requirements CAN-LAM-ASSET-125, CAN-LAM-GOV-257, CAN-LAM-TRANSACTION-001, CAN-LAM-TRANSACTION-002; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-125, CAN-LAM-GOV-257, CAN-LAM-TRANSACTION-001, CAN-LAM-TRANSACTION-002; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-125, CAN-LAM-GOV-257, CAN-LAM-TRANSACTION-001, CAN-LAM-TRANSACTION-002 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-010,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-010: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-011,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036, CAN-LAM-FOLDER-037, CAN-LAM-FOLDER-040, CAN-LAM-GOV-255 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036, CAN-LAM-FOLDER-037, CAN-LAM-FOLDER-040, CAN-LAM-GOV-255; verification methods include Given a managed companion bundle, when an approved rename co; Given a managed bundle and authorized destination, when a mo; Collision fixture with approval checks.; Mutation-preview fixture..","Contracts affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036, CAN-LAM-FOLDER-037, CAN-LAM-FOLDER-040, CAN-LAM-GOV-255 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-011,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-011: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-012,"Exit only when the reviewed fixtures for requirements CAN-LAM-FOLDER-011, CAN-LAM-GOV-254 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-FOLDER-011, CAN-LAM-GOV-254; verification methods include Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Given successful and failed preparation for each required jo.","Contracts affected by requirements CAN-LAM-FOLDER-011, CAN-LAM-GOV-254; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-FOLDER-011, CAN-LAM-GOV-254; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-FOLDER-011, CAN-LAM-GOV-254 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-012,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-012: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-014,"Exit only when the reviewed fixtures for requirements CAN-FAIL-20, CAN-LAM-ARCH-282 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-20, CAN-LAM-ARCH-282; verification methods include Failure-injection and crash-recovery gate.; Sidecar-repair fixture..","Contracts affected by requirements CAN-FAIL-20, CAN-LAM-ARCH-282; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-20, CAN-LAM-ARCH-282; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-20, CAN-LAM-ARCH-282 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-014,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-014: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-015,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-184, CAN-LAM-META-016, CAN-LAM-META-077 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-184, CAN-LAM-META-016, CAN-LAM-META-077; verification methods include Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; XMP-sidecar fixture with alignment checks.; JSON/XMP conflict fixture..","Contracts affected by requirements CAN-LAM-ARCH-184, CAN-LAM-META-016, CAN-LAM-META-077; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-184, CAN-LAM-META-016, CAN-LAM-META-077; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-184, CAN-LAM-META-016, CAN-LAM-META-077 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-015,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-015: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I3-016,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-301, CAN-LAM-FOLDER-039 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-301, CAN-LAM-FOLDER-039; verification methods include Settings fixture.; Cross-drive operation fixture..","Contracts affected by requirements CAN-LAM-ARCH-301, CAN-LAM-FOLDER-039; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-301, CAN-LAM-FOLDER-039; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-301, CAN-LAM-FOLDER-039 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I3-016,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I3-016: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I4-001,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374, CAN-LAM-ARCH-416, CAN-LAM-ASSET-027, CAN-LAM-FOLDER-015, CAN-LAM-FOLDER-016... pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374, CAN-LAM-ARCH-416, CAN-LAM-ASSET-027, CAN-LAM-FOLDER-015, CAN-LAM-FOLDER-016...; verification methods include Recursive-scan fixture.; Sidecar-discovery fixture.; Sidecar-creation fixture.; Sidecar-health fixture..","Contracts affected by requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374, CAN-LAM-ARCH-416, CAN-LAM-ASSET-027, CAN-LAM-FOLDER-015, CAN-LAM-FOLDER-016... pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I4-001,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I4-001: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
